model,sample_id,step,amount,z1,z2
DAE,72,3,3,1.2381558,-0.056503024
DAE,73,0,0,0.5898813,-3.8531408
DAE,73,1,1,0.59648496,-0.45502856
DAE,73,2,2,0.5738291,-0.19147262
DAE,73,3,3,0.79513156,-0.012892296
DAE,74,0,0,1.2801614,1.664567
DAE,74,1,1,2.0873976,0.42313856
DAE,74,2,2,2.3784602,0.026195087
DAE,74,3,3,2.4441786,0.17752536
DAE,75,0,0,-0.48180664,0.22350818
DAE,75,1,1,-0.70413095,1.3049294
DAE,75,2,2,-0.566202,1.9792892
DAE,75,3,3,-0.34935585,2.2284002
DAE,76,0,0,-0.74331963,-0.23257416
DAE,76,1,1,-1.8065834,0.7809028
DAE,76,2,2,-1.058068,1.3559265
DAE,76,3,3,-0.91721576,2.0110018
DAE,77,0,0,1.9304824,0.71512246
DAE,77,1,1,2.1015072,0.10800008
DAE,77,2,2,2.152103,0.10146716
DAE,77,3,3,2.1994414,0.15077415
DAE,78,0,0,0.5539771,-0.31953824
DAE,78,1,1,0.76464766,-0.19578145
DAE,78,2,2,0.9763134,0.019120239
DAE,78,3,3,1.2026387,0.13949943
DAE,79,0,0,1.1906939,-0.98323864
DAE,79,1,1,1.0861213,-0.40562996
DAE,79,2,2,1.2578632,-0.1243955
DAE,79,3,3,1.4555696,0.0031537598
DAE,80,0,0,0.10621589,0.9031786
DAE,80,1,1,0.7294195,0.9029529
DAE,80,2,2,1.7531216,0.17478429
DAE,80,3,3,1.8404719,0.47062144
DAE,81,0,0,1.0898241,0.499448
DAE,81,1,1,1.5258996,0.059350047
DAE,81,2,2,1.9032986,-0.04930284
DAE,81,3,3,1.9985652,0.116605304
DAE,82,0,0,4.1043825,-0.54037255
DAE,82,1,1,2.9331138,0.5545951
DAE,82,2,2,2.6624036,0.51217055
DAE,82,3,3,2.5223765,0.46322966
DAE,83,0,0,4.4461565,-4.049981
DAE,83,1,1,3.1134164,-0.4019657
DAE,83,2,2,2.3413136,0.5199237
DAE,83,3,3,2.1947343,0.48852855
DAE,84,0,0,1.8313584,-3.1791477
DAE,84,1,1,0.89997035,-0.13539891
DAE,84,2,2,1.0242918,0.029171146
DAE,84,3,3,1.1209216,0.17820705
DAE,85,0,0,-1.9654624,-0.16574684
DAE,85,1,1,-1.4641095,1.4069122
DAE,85,2,2,-1.1671718,2.30364
DAE,85,3,3,-0.8763532,2.6677744
DAE,86,0,0,-0.8875126,-0.08603529
DAE,86,1,1,-0.8164404,0.7082339
DAE,86,2,2,-0.7538513,1.9171159
DAE,86,3,3,-0.74478275,2.424248
DAE,87,0,0,-0.22028534,1.1470735
DAE,87,1,1,-0.19935858,2.4824727
DAE,87,2,2,-0.30921376,2.9847815
DAE,87,3,3,-0.27024072,3.278296
DAE,88,0,0,-0.76122487,-0.7950066
DAE,88,1,1,-2.8867767,1.1561711
DAE,88,2,2,-1.8481048,1.5467031
DAE,88,3,3,-1.0139788,2.0123904
DAE,89,0,0,-1.6842955,-2.3406541
DAE,89,1,1,-3.1731904,-2.5148232
DAE,89,2,2,-3.5285914,-3.1340823
DAE,89,3,3,-1.2534213,2.168678
DAE,90,0,0,-0.38976583,2.5399704
DAE,90,1,1,-0.36011523,2.8349397
DAE,90,2,2,-0.2632196,3.1531973
DAE,90,3,3,-0.172964,3.4375336
DAE,91,0,0,-4.02001,-0.1406692
DAE,91,1,1,-4.1612573,-0.49541828
DAE,91,2,2,-2.5261898,1.4505686
DAE,91,3,3,-1.1114068,1.7313888
DAE,92,0,0,0.21208222,0.35802114
DAE,92,1,1,1.2645425,-0.37515122
DAE,92,2,2,1.4320198,-0.10925047
DAE,92,3,3,1.6226417,0.018443404
DAE,93,0,0,-0.3501123,-4.514057
DAE,93,1,1,1.2191677,-0.61630356
DAE,93,2,2,1.0694642,-0.2888675
DAE,93,3,3,1.4984739,-0.23233472
DAE,94,0,0,-1.0426401,-0.8499085
DAE,94,1,1,-0.9151313,1.5131102
DAE,94,2,2,-0.82257056,1.9192091
DAE,94,3,3,-0.54426885,2.2645698
DAE,95,0,0,-1.6360567,-2.1942074
DAE,95,1,1,-4.119017,-4.0101132
DAE,95,2,2,-3.1689124,2.1045423
DAE,95,3,3,-0.7070074,1.7049898
DAE,96,0,0,-0.92174566,-2.9008603
DAE,96,1,1,0.66430205,-0.1367535
DAE,96,2,2,0.77432346,-0.135185
DAE,96,3,3,1.0903063,-0.06503969
DAE,97,0,0,-0.7516198,-1.1485394
DAE,97,1,1,-4.311962,-2.271313
DAE,97,2,2,0.033899974,0.4130537
DAE,97,3,3,0.4953543,0.3553024
DAE,98,0,0,-0.79893523,-0.04673472
DAE,98,1,1,-0.96903116,0.3733731
DAE,98,2,2,-0.51345927,1.1244637
DAE,98,3,3,-0.84484786,2.3358226
DAE,99,0,0,-0.8400433,-0.1488789
DAE,99,1,1,-0.6912618,0.76206225
DAE,99,2,2,-0.58652705,1.9036889
DAE,99,3,3,-0.645099,2.5380316
DAE,100,0,0,-0.8220659,-0.08435825
DAE,100,1,1,-1.1365457,0.5440305
DAE,100,2,2,-0.8013979,1.4319843
DAE,100,3,3,-0.85409635,2.188191
DAE,101,0,0,0.25251898,-0.7456923
DAE,101,1,1,0.47535977,-0.20108218
DAE,101,2,2,0.5609205,-0.07570322
DAE,101,3,3,0.7655136,0.05340977
DAE,102,0,0,-1.0078014,-0.7194706
DAE,102,1,1,-3.5928175,-0.7456046
DAE,102,2,2,-1.664935,1.6859826
DAE,102,3,3,-0.92279655,2.1178536
DAE,103,0,0,2.3472874,-2.7151918
DAE,103,1,1,1.3526858,-0.4467257
DAE,103,2,2,1.4699138,-0.25334087
DAE,103,3,3,1.5636114,-0.049682736
DAE,104,0,0,1.5499885,0.67894006
DAE,104,1,1,2.0432856,-0.16453144
DAE,104,2,2,2.2298574,-0.22681384
DAE,104,3,3,2.3677797,-0.19016081
DAE,105,0,0,0.0947016,0.11549836
DAE,105,1,1,0.6225763,-0.0031895256
DAE,105,2,2,1.0196719,0.16252385
DAE,105,3,3,1.3449771,0.21253707
DAE,106,0,0,-2.684146,2.8518748
DAE,106,1,1,-1.9468185,3.094783
DAE,106,2,2,-1.4898878,3.3696582
DAE,106,3,3,-1.1884972,3.5909216
DAE,107,0,0,-0.6771884,-1.3841643
DAE,107,1,1,0.9433651,-0.4454663
DAE,107,2,2,0.8337697,-0.15232025
DAE,107,3,3,1.2312558,-0.06348303
DAE,108,0,0,-1.3519312,-2.8956997
DAE,108,1,1,-4.054806,-1.8817601
DAE,108,2,2,-4.2652316,-0.98396975
DAE,108,3,3,-1.3367609,1.964493
DAE,109,0,0,-0.0661951,-0.40809116
DAE,109,1,1,0.12588854,-0.42286584
DAE,109,2,2,0.38607264,0.023021547
DAE,109,3,3,0.46592927,0.025103927
DAE,110,0,0,-0.040885795,-2.534764
DAE,110,1,1,0.5053126,-0.27133644
DAE,110,2,2,0.6010517,-0.094583
DAE,110,3,3,0.9282175,0.077899285
DAE,111,0,0,-0.95116,-0.8207756
DAE,111,1,1,-3.7209723,-1.2507168
DAE,111,2,2,-1.7225604,1.378982
DAE,111,3,3,-0.92949396,1.8938125
DAE,112,0,0,-0.7544278,-0.43111786
DAE,112,1,1,-2.2978144,0.9922388
DAE,112,2,2,-1.5479891,1.683662
DAE,112,3,3,-0.9709071,2.091787
DAE,113,0,0,-0.530564,0.2589379
DAE,113,1,1,-0.2903281,1.0593448
DAE,113,2,2,-0.46286687,2.0519543
DAE,113,3,3,-0.38223463,2.458459
DAE,114,0,0,-1.1118821,-2.1026244
DAE,114,1,1,-3.8147979,0.56216943
DAE,114,2,2,-1.7524424,1.3928142
DAE,114,3,3,-0.94095266,1.7223263
DAE,115,0,0,-1.5590323,0.4044233
DAE,115,1,1,-1.8248191,1.9487678
DAE,115,2,2,-1.443379,2.5747027
DAE,115,3,3,-1.0813524,2.856443
DAE,116,0,0,2.1134403,1.5459045
DAE,116,1,1,2.0127885,0.9668773
DAE,116,2,2,2.100737,0.5723847
DAE,116,3,3,2.2383964,0.42213535
DAE,117,0,0,-0.8802203,-0.7904118
DAE,117,1,1,-3.4878652,0.42680675
DAE,117,2,2,-2.4107862,1.3776933
DAE,117,3,3,-1.2780911,1.9480819
DAE,118,0,0,3.0435138,-3.385265
DAE,118,1,1,1.630949,-0.5736726
DAE,118,2,2,1.7090477,-0.4187487
DAE,118,3,3,1.7301823,-0.16878888
DAE,119,0,0,1.5105844,-3.4560757
DAE,119,1,1,0.7569208,-0.16266821
DAE,119,2,2,0.8506173,0.020590952
DAE,119,3,3,0.99427783,0.16848928
DAE,120,0,0,-2.7822118,-1.8028657
DAE,120,1,1,-0.7299612,2.3592672
DAE,120,2,2,-0.48441383,2.6074624
DAE,120,3,3,-0.4786037,2.6278024
DAE,121,0,0,-0.87598926,-0.31036252
DAE,121,1,1,-0.8594376,0.8414605
DAE,121,2,2,-0.7521434,1.8042399
DAE,121,3,3,-0.72174066,2.334365
DAE,122,0,0,-2.6199124,0.33536
DAE,122,1,1,-1.3881333,1.6424131
DAE,122,2,2,-0.8681643,1.9757093
DAE,122,3,3,-0.6523702,2.2453876
DAE,123,0,0,-1.311822,0.0065762503
DAE,123,1,1,-1.4433208,0.71159554
DAE,123,2,2,-1.09571,1.954069
DAE,123,3,3,-0.8912592,2.4478345
DAE,124,0,0,-2.974114,0.2986522
DAE,124,1,1,-2.8850505,0.8650156
DAE,124,2,2,-1.9548695,1.3468025
DAE,124,3,3,-1.2681352,1.7924137
DAE,125,0,0,-0.3316219,-0.21852192
DAE,125,1,1,0.47099623,-0.26282
DAE,125,2,2,0.5715408,-0.1231496
DAE,125,3,3,0.8084384,0.052401207
DAE,126,0,0,-3.5081818,1.6300226
DAE,126,1,1,-1.971059,1.8383943
DAE,126,2,2,-1.1252682,2.0798073
DAE,126,3,3,-0.8325313,2.3706625
DAE,127,0,0,2.3472874,-2.7151918
DAE,127,1,1,1.3526858,-0.4467257
DAE,127,2,2,1.4699138,-0.25334087
DAE,127,3,3,1.5636114,-0.049682736
DAE,128,0,0,-3.1958237,-0.092970975
DAE,128,1,1,-3.3474982,0.45221448
DAE,128,2,2,-1.9916466,1.4402338
DAE,128,3,3,-1.1135546,1.8121543
DAE,129,0,0,-0.67592067,-0.289408
DAE,129,1,1,-1.3656362,1.009579
DAE,129,2,2,-1.058192,1.5
DAE,129,3,3,-0.8850387,2.0085325
DAE,130,0,0,-3.4104512,1.9594655
DAE,130,1,1,-2.1723702,2.3050969
DAE,130,2,2,-1.3167664,2.533306
DAE,130,3,3,-0.97533303,2.9168177
DAE,131,0,0,-0.6885289,-1.9462937
DAE,131,1,1,-3.2555625,1.0804902
DAE,131,2,2,-0.6636308,0.9127391
DAE,131,3,3,0.45888036,0.57298213
DAE,132,0,0,-4.6533175,1.6959136
DAE,132,1,1,-3.0276742,2.3558025
DAE,132,2,2,-1.6425208,2.3261847
DAE,132,3,3,-1.1898322,2.5620277
DAE,133,0,0,-4.373824,2.111915
DAE,133,1,1,-2.2198572,2.3233259
DAE,133,2,2,-1.4267415,2.6832123
DAE,133,3,3,-1.0814284,2.9554317
DAE,134,0,0,-0.17161433,-2.1867177
DAE,134,1,1,-4.056495,-3.3727036
DAE,134,2,2,-1.7054262,0.68942934
DAE,134,3,3,0.36841458,0.48814014
DAE,135,0,0,0.08972464,-1.1882231
DAE,135,1,1,0.07079658,0.13431633
DAE,135,2,2,0.43711793,-0.10674742
DAE,135,3,3,0.63627124,0.17882998
DAE,136,0,0,-1.4079207,-0.89342666
DAE,136,1,1,-2.9953132,-2.4629781
DAE,136,2,2,-0.74090046,2.1781466
DAE,136,3,3,-0.5378191,2.1693392
DAE,137,0,0,-0.22142103,0.04074354
DAE,137,1,1,0.7876669,-0.2799569
DAE,137,2,2,0.95880824,-0.07026166
DAE,137,3,3,1.2512268,0.024141664
DAE,138,0,0,-1.6686801,-1.4959698
DAE,138,1,1,-4.074642,-3.8300114
DAE,138,2,2,-4.2569885,-2.8359745
DAE,138,3,3,-0.69060236,2.018514
DAE,139,0,0,-2.7149494,0.4628744
DAE,139,1,1,-2.2059433,1.2416426
DAE,139,2,2,-1.4533664,1.6577387
DAE,139,3,3,-1.0014449,2.0027435
DAE,140,0,0,-1.1512579,-0.7099595
DAE,140,1,1,-2.5588017,-1.4605153
DAE,140,2,2,-2.7350907,-1.2579874
DAE,140,3,3,-0.6150462,2.1479285
DAE,141,0,0,-0.106537916,0.029009158
DAE,141,1,1,0.4862831,-0.019711496
DAE,141,2,2,0.89133,-0.029740961
DAE,141,3,3,1.1895164,0.03739636
DAE,142,0,0,2.1867776,-2.5570288
DAE,142,1,1,1.2813088,-0.43045416
DAE,142,2,2,1.3938403,-0.2207298
DAE,142,3,3,1.5014437,-0.02562383
DAE,143,0,0,-0.9040402,-4.55504
DAE,143,1,1,-3.938223,-3.7279325
DAE,143,2,2,-1.5325634,1.6119388
DAE,143,3,3,0.31310987,0.38986
DAE,144,0,0,-1.5691972,-2.6184127
DAE,144,1,1,-3.684693,-1.8934662
DAE,144,2,2,-4.0944996,-2.0016284
DAE,144,3,3,-1.210934,2.4772127
DAE,145,0,0,-2.5007477,0.25276706
DAE,145,1,1,-1.9709336,1.7444509
DAE,145,2,2,-1.1337612,2.0604222
DAE,145,3,3,-0.8472111,2.4054217
DAE,146,0,0,-3.2661147,-0.08954764
DAE,146,1,1,-3.125724,0.9807105
DAE,146,2,2,-1.7839893,1.640979
DAE,146,3,3,-1.0489188,1.814795
DAE,147,0,0,0.64601284,-4.687119
DAE,147,1,1,0.9462457,-0.47005555
DAE,147,2,2,1.0533216,-0.20161793
DAE,147,3,3,1.3017287,-0.02346641
DAE,148,0,0,-1.9311273,-2.3828483
DAE,148,1,1,-3.2742178,-2.5525103
DAE,148,2,2,-0.8584666,2.4801223
DAE,148,3,3,-0.3953286,2.1390884
DAE,149,0,0,-0.68951,-0.52085155
DAE,149,1,1,-2.2257686,1.293938
DAE,149,2,2,-1.440571,1.7304213
DAE,149,3,3,-0.78296626,2.106419
DAE,150,0,0,-2.7283354,-0.036277417
DAE,150,1,1,-3.3906424,1.0665952
DAE,150,2,2,-2.8743036,1.5818912
DAE,150,3,3,-0.45653936,1.2788236
DAE,151,0,0,-8.216298,1.4381133
DAE,151,1,1,-6.4552116,2.595454
DAE,151,2,2,-2.6027613,2.5024562
DAE,151,3,3,-1.395019,2.5754848
DAE,152,0,0,0.14351052,0.5289434
DAE,152,1,1,0.9163781,-0.0143837
DAE,152,2,2,1.6579674,-0.24963818
DAE,152,3,3,1.9541581,-0.2783872
DAE,153,0,0,-1.1665804,-2.2435048
DAE,153,1,1,-2.2112875,1.6606451
DAE,153,2,2,1.0382134,-0.2923861
DAE,153,3,3,1.4258668,-0.2175294
DAE,154,0,0,-3.8961754,0.96752185
DAE,154,1,1,-3.0474799,1.2093371
DAE,154,2,2,-2.506839,1.550043
DAE,154,3,3,-1.4918544,1.8602353
DAE,155,0,0,-3.7548363,0.8703655
DAE,155,1,1,-3.2994792,1.2178386
DAE,155,2,2,-1.6292601,1.1158164
DAE,155,3,3,0.43403754,0.091170326
DAE,156,0,0,-2.3980088,-3.7680442
DAE,156,1,1,-3.9719787,-3.6192205
DAE,156,2,2,-4.677708,-4.3001127
DAE,156,3,3,-4.984023,-4.8369308
DAE,157,0,0,0.014446518,-3.3444896
DAE,157,1,1,0.64144456,-0.28518078
DAE,157,2,2,0.6980726,-0.101618275
DAE,157,3,3,1.0251585,0.06241413
DAE,158,0,0,-1.7662743,-3.925456
DAE,158,1,1,-5.4565253,-0.32980603
DAE,158,2,2,-1.0338742,1.4608265
DAE,158,3,3,-0.23912905,1.0685902
DAE,159,0,0,-1.1922382,-1.2378107
DAE,159,1,1,-3.3924923,0.30595362
DAE,159,2,2,-2.1416104,1.6261082
DAE,159,3,3,-1.0208174,2.026289
DAE,160,0,0,-0.8530175,-3.8488417
DAE,160,1,1,-4.695326,-1.9811432
DAE,160,2,2,-2.6553948,1.8058491
DAE,160,3,3,-0.012785912,0.44352692
DAE,161,0,0,-2.525504,-2.0821116
DAE,161,1,1,-3.4999921,-2.0412734
DAE,161,2,2,-3.8113697,-2.722201
DAE,161,3,3,-4.385882,-3.4374363
DAE,162,0,0,0.89653087,-0.37716323
DAE,162,1,1,0.9640125,-0.26741615
DAE,162,2,2,1.2989433,-0.05967864
DAE,162,3,3,1.5841324,-0.038783133
DAE,163,0,0,-1.1185242,-1.0702491
DAE,163,1,1,-0.5729181,1.6215198
DAE,163,2,2,-0.45481777,1.9730729
DAE,163,3,3,-0.174602,2.2511377
DAE,164,0,0,1.4427387,-1.5887278
DAE,164,1,1,0.92716074,-0.29113182
DAE,164,2,2,1.2020388,-0.029320097
DAE,164,3,3,1.4638972,0.040028453
DAE,165,0,0,-1.339531,-0.091664895
DAE,165,1,1,-1.2326978,0.7952416
DAE,165,2,2,-1.1108906,2.0740879
DAE,165,3,3,-0.89568144,2.4489114
DAE,166,0,0,-0.93552595,-0.32315445
DAE,166,1,1,-1.6216248,0.8598967
DAE,166,2,2,-1.0469865,1.9418957
DAE,166,3,3,-0.82173526,2.3117654
DAE,167,0,0,-1.0393105,-0.8345634
DAE,167,1,1,-4.2186713,-3.2470622
DAE,167,2,2,-3.0513928,2.0328918
DAE,167,3,3,-0.63932264,1.7841694
DAE,168,0,0,1.0958422,-3.8056781
DAE,168,1,1,0.71459746,-0.45273477
DAE,168,2,2,0.7424669,-0.21972163
DAE,168,3,3,0.8752666,-0.012772906
DAE,169,0,0,3.6761067,-4.087195
DAE,169,1,1,2.581964,-1.4007369
DAE,169,2,2,2.1875622,-0.49816194
DAE,169,3,3,2.1620846,-0.3199325
DAE,170,0,0,1.0459675,-1.8647553
DAE,170,1,1,0.7728941,-0.4343585
DAE,170,2,2,0.8575561,-0.14874393
DAE,170,3,3,1.1325072,0.016804637
DAE,171,0,0,1.1071048,-2.7808816
DAE,171,1,1,0.63133365,-0.2638171
DAE,171,2,2,0.7406401,-0.07711742
DAE,171,3,3,0.95132756,0.085289665
DAE,172,0,0,1.1017789,-0.5824635
DAE,172,1,1,1.1971977,-0.24909753
DAE,172,2,2,1.4978659,-0.13636966
DAE,172,3,3,1.7128056,-0.1328428
DAE,173,0,0,-1.929263,0.38496125
DAE,173,1,1,-2.104164,1.975974
DAE,173,2,2,-1.3771777,2.341142
DAE,173,3,3,-1.0327177,2.6652067
DAE,174,0,0,0.65469325,-2.0255046
DAE,174,1,1,0.6574245,-0.19637313
DAE,174,2,2,0.7077344,-0.25841507
DAE,174,3,3,0.89964527,-0.083183296
DAE,175,0,0,-4.8795843,-1.6396562
DAE,175,1,1,-4.0809054,1.1254421
DAE,175,2,2,-1.6270036,1.5000929
DAE,175,3,3,-0.80516803,1.6650631
DAE,176,0,0,-0.054644022,0.18988158
DAE,176,1,1,0.8245017,-0.2692475
DAE,176,2,2,0.99901843,-0.029167347
DAE,176,3,3,1.2660718,0.11334149
DAE,177,0,0,0.10897309,-2.4278138
DAE,177,1,1,0.14663424,-0.3624622
DAE,177,2,2,0.45631093,0.018379735
DAE,177,3,3,0.83891314,0.18876606
DAE,178,0,0,2.955329,-3.5819788
DAE,178,1,1,1.6101575,-0.33915085
DAE,178,2,2,1.6205655,-0.16434526
DAE,178,3,3,1.6334367,0.0047402666
DAE,179,0,0,-1.8251065,-2.5494318
DAE,179,1,1,-2.9934874,1.2503382
DAE,179,2,2,-1.0999633,1.5717281
DAE,179,3,3,-0.7261874,1.8615892
DAE,180,0,0,0.058360208,0.35438666
DAE,180,1,1,0.52239364,0.057023127
DAE,180,2,2,1.0561886,-0.19518842
DAE,180,3,3,1.37491,-0.21654089
DAE,181,0,0,-1.6908528,0.03517444
DAE,181,1,1,-1.5175573,0.7155464
DAE,181,2,2,-1.3865976,2.1754901
DAE,181,3,3,-1.0280507,2.545593
DAE,182,0,0,-0.40436497,-0.57877123
DAE,182,1,1,0.45078394,-0.24466795
DAE,182,2,2,0.58708715,-0.06632474
DAE,182,3,3,0.8888497,0.1143638
DAE,183,0,0,-4.9071803,-3.5927103
DAE,183,1,1,-4.8599586,-4.2797775
DAE,183,2,2,-5.845825,-0.3171652
DAE,183,3,3,-1.0880975,1.4299886
DAE,184,0,0,-1.6745384,-2.9914703
DAE,184,1,1,-4.5124564,-1.9935234
DAE,184,2,2,-3.3813074,1.5164852
DAE,184,3,3,-1.2740606,1.8262101
DAE,185,0,0,-1.3993509,-4.335057
DAE,185,1,1,-4.024336,-3.5797093
DAE,185,2,2,-4.059475,2.061598
DAE,185,3,3,-0.29480743,0.83325666
DAE,186,0,0,-2.4378211,-0.20881636
DAE,186,1,1,-1.5480951,1.1191646
DAE,186,2,2,-1.0114105,1.7949911
DAE,186,3,3,-0.7739087,2.0282922
DAE,187,0,0,-0.5514577,0.24151069
DAE,187,1,1,-0.54867524,1.178449
DAE,187,2,2,-0.5923855,2.1075137
DAE,187,3,3,-0.37137166,2.4403603
DAE,188,0,0,0.09923335,1.1459273
DAE,188,1,1,0.46225542,1.8146992
DAE,188,2,2,1.1520257,1.3466089
DAE,188,3,3,1.2539825,1.6365712
DAE,189,0,0,-2.2888117,-0.7084669
DAE,189,1,1,-2.925379,-1.5026853
DAE,189,2,2,-3.1244833,-2.1040387
DAE,189,3,3,-0.75342244,2.5278883
DAE,190,0,0,-0.5771063,0.08667081
DAE,190,1,1,-0.62616205,0.9301885
DAE,190,2,2,-0.65220016,1.8046283
DAE,190,3,3,-0.60227287,2.2844481
DAE,191,0,0,-1.895529,0.71870303
DAE,191,1,1,-1.1707196,1.5826057
DAE,191,2,2,-0.848484,1.9935559
DAE,191,3,3,-0.7083813,2.2092316
DAE,192,0,0,0.33084336,1.7778753
DAE,192,1,1,1.4572902,0.6880149
DAE,192,2,2,1.8446012,0.41254213
DAE,192,3,3,1.7941929,0.7836157
DAE,193,0,0,-3.2655532,-1.0435588
DAE,193,1,1,-3.8113678,-2.2317774
DAE,193,2,2,-3.5288339,-1.2700934
DAE,193,3,3,-0.8352116,2.0267355
DAE,194,0,0,-1.5658638,0.023628948
DAE,194,1,1,-2.9821963,3.2175984
DAE,194,2,2,-1.9619414,3.510238
DAE,194,3,3,-1.3105268,3.759564
DAE,195,0,0,-1.9245803,-0.023772059
DAE,195,1,1,-2.8855815,1.5667577
DAE,195,2,2,-2.0964818,2.6389031
DAE,195,3,3,-1.3157223,2.801581
DAE,196,0,0,-4.02136,0.8707517
DAE,196,1,1,-1.9850096,1.7034073
DAE,196,2,2,-1.1874464,1.8987306
DAE,196,3,3,-0.9276677,2.1326885
DAE,197,0,0,-1.3754263,-1.7966757
DAE,197,1,1,-1.0719585,1.8938586
DAE,197,2,2,-0.5774177,1.7724801
DAE,197,3,3,-0.086014025,1.8950232
DAE,198,0,0,-0.18152563,1.4930172
DAE,198,1,1,0.47843236,1.4118438
DAE,198,2,2,0.7746158,1.5604187
DAE,198,3,3,0.7599995,1.9940882
DAE,199,0,0,-2.241106,-0.05537803
DAE,199,1,1,-2.9576955,0.76515734
DAE,199,2,2,-1.777787,1.6572659
DAE,199,3,3,-1.0810513,2.0200813
DAE,200,0,0,-2.6566823,0.40789586
DAE,200,1,1,-2.1005976,1.5755919
DAE,200,2,2,-1.3076965,1.8278396
DAE,200,3,3,-0.9644598,2.080764
DAE,201,0,0,-1.1588721,-3.7528255
DAE,201,1,1,-4.824494,-2.3459346
DAE,201,2,2,-2.284346,1.5637002
DAE,201,3,3,-0.89229625,1.6799308
DAE,202,0,0,-11.493777,3.5268655
DAE,202,1,1,-7.080062,3.9170043
DAE,202,2,2,-3.8149297,3.6576073
DAE,202,3,3,-2.2272263,3.6745486
DAE,203,0,0,-0.588211,-0.3103865
DAE,203,1,1,-2.3213198,1.1250503
DAE,203,2,2,-1.6507425,1.6695518
DAE,203,3,3,-0.8462407,2.0510867
DAE,204,0,0,-0.5973255,-1.0064331
DAE,204,1,1,-0.21562272,0.526049
DAE,204,2,2,0.805932,-0.117085576
DAE,204,3,3,1.1941715,0.0028126913
DAE,205,0,0,-3.2623165,-1.8150191
DAE,205,1,1,-3.7389638,-2.783584
DAE,205,2,2,-4.0642343,-3.5346282
DAE,205,3,3,-4.5602193,-3.7213712
DAE,206,0,0,0.4062764,-3.9015439
DAE,206,1,1,0.8817775,-0.6843762
DAE,206,2,2,0.599557,-0.20231815
DAE,206,3,3,0.8427613,-0.038655233
DAE,207,0,0,0.24447227,-2.278178
DAE,207,1,1,0.31358168,-0.2672927
DAE,207,2,2,0.4087443,-0.13963762
DAE,207,3,3,0.56548816,-0.010347942
DAE,208,0,0,-0.2309095,1.0867013
DAE,208,1,1,1.481936,3.526714
DAE,208,2,2,1.0643615,4.880613
DAE,208,3,3,0.58853865,4.8015337
DAE,209,0,0,-1.0632212,1.011447
DAE,209,1,1,-1.1316775,1.6974921
DAE,209,2,2,-0.7663713,2.1444895
DAE,209,3,3,-0.5568214,2.4300191
DAE,210,0,0,-0.6873041,-0.4774522
DAE,210,1,1,-2.3089483,1.1971912
DAE,210,2,2,-1.4770398,1.6567459
DAE,210,3,3,-0.89994085,2.0871878
DAE,211,0,0,-2.1806252,0.36062074
DAE,211,1,1,-1.7999599,1.2464154
DAE,211,2,2,-1.2567213,1.9763454
DAE,211,3,3,-0.9322649,2.3093758
DAE,212,0,0,-0.03759167,-3.9208596
DAE,212,1,1,0.87286305,-0.428419
DAE,212,2,2,0.80753404,-0.15612419
DAE,212,3,3,1.1603616,-0.018709447
DAE,213,0,0,0.734503,1.280504
DAE,213,1,1,0.8646626,1.502507
DAE,213,2,2,1.1204401,1.137467
DAE,213,3,3,1.2023662,1.2551092
DAE,214,0,0,-0.6584713,-0.37987107
DAE,214,1,1,-1.6773684,1.2797543
DAE,214,2,2,-1.1576594,1.7983637
DAE,214,3,3,-0.7116666,2.1785545
DAE,215,0,0,1.7093773,-0.3938615
DAE,215,1,1,1.8822895,-0.3728405
DAE,215,2,2,1.9912391,-0.20016396
DAE,215,3,3,2.100702,-0.113081224
DAE,216,0,0,-1.7016833,-0.14404842
DAE,216,1,1,-1.181153,0.9183418
DAE,216,2,2,-1.145461,2.4291604
DAE,216,3,3,-0.86491054,2.7644074
DAE,217,0,0,-0.87900245,2.3019493
DAE,217,1,1,-0.5886895,2.6745853
DAE,217,2,2,-0.3937391,3.0703568
DAE,217,3,3,-0.25671792,3.3905637
DAE,218,0,0,-2.075164,1.3830813
DAE,218,1,1,-0.9032094,1.7226697
DAE,218,2,2,-0.17085269,1.8862516
DAE,218,3,3,-0.043857392,2.1202314
DAE,219,0,0,1.1025404,-0.16707484
DAE,219,1,1,1.5403508,-0.35513937
DAE,219,2,2,1.6668683,-0.18989182
DAE,219,3,3,1.7343556,-0.027667418
DAE,220,0,0,-3.251678,0.671442
DAE,220,1,1,-2.6155376,1.4572849
DAE,220,2,2,-1.6099471,1.7526141
DAE,220,3,3,-1.1431606,1.995432
DAE,221,0,0,-4.476447,-0.6705807
DAE,221,1,1,-3.4861238,1.8314424
DAE,221,2,2,-1.5805717,2.1663852
DAE,221,3,3,-1.0039679,2.4278548
DAE,222,0,0,0.0029980736,-0.18562044
DAE,222,1,1,0.4651799,-0.049536362
DAE,222,2,2,0.7601907,0.15625508
DAE,222,3,3,1.0624151,0.29135484
DAE,223,0,0,-4.3326864,1.8687999
DAE,223,1,1,-2.4432304,2.0196388
DAE,223,2,2,-1.5681597,2.1732965
DAE,223,3,3,-1.1974008,2.441137
DAE,224,0,0,-2.698294,-0.10254053
DAE,224,1,1,-3.073931,-0.05117807
DAE,224,2,2,-1.8251215,1.6350441
DAE,224,3,3,-1.0251756,1.7451025
DAE,225,0,0,-4.783622,-0.65094644
DAE,225,1,1,-4.4714484,-0.6076093
DAE,225,2,2,-2.591527,1.5398324
