model,sample_id,step,amount,z1,z2
AE+fsce,153,0,0,-1.6795723,-0.25511795
AE+fsce,153,1,1,0.46980512,-2.4354513
AE+fsce,153,2,2,0.87969697,-2.7691326
AE+fsce,153,3,3,0.85935783,-4.0102663
AE+fsce,154,0,0,0.46085587,0.90724283
AE+fsce,154,1,1,0.92599994,-0.8064891
AE+fsce,154,2,2,0.3674471,-3.4231422
AE+fsce,154,3,3,-0.54972297,-5.9314027
AE+fsce,155,0,0,-0.043415263,0.21361977
AE+fsce,155,1,1,0.63561463,-0.9423128
AE+fsce,155,2,2,0.8490313,-2.616227
AE+fsce,155,3,3,0.18003584,-5.8737664
AE+fsce,156,0,0,-4.390051,4.2855277
AE+fsce,156,1,1,-6.511661,5.1893344
AE+fsce,156,2,2,-3.956263,8.617528
AE+fsce,156,3,3,0.8596016,1.7890847
AE+fsce,157,0,0,-0.28726515,2.2264144
AE+fsce,157,1,1,0.78934884,-1.053325
AE+fsce,157,2,2,1.0700554,-1.9036554
AE+fsce,157,3,3,1.3743219,-2.3804867
AE+fsce,158,0,0,-1.4252071,-0.10875179
AE+fsce,158,1,1,0.858058,-2.7559447
AE+fsce,158,2,2,0.8558556,-4.725466
AE+fsce,158,3,3,1.0523385,-6.9948087
AE+fsce,159,0,0,-2.2881544,-0.19620025
AE+fsce,159,1,1,-0.040387653,-1.3011371
AE+fsce,159,2,2,0.23465404,-2.8345318
AE+fsce,159,3,3,-0.5260066,-4.957826
AE+fsce,160,0,0,-2.6252,3.9787834
AE+fsce,160,1,1,0.5892266,-1.3587984
AE+fsce,160,2,2,0.9414223,-2.8320665
AE+fsce,160,3,3,0.5935439,-6.4778843
AE+fsce,161,0,0,-5.5103025,2.7437298
AE+fsce,161,1,1,-7.732149,1.1727356
AE+fsce,161,2,2,-2.1819868,-6.212827
AE+fsce,161,3,3,-0.26477763,-7.5632687
AE+fsce,162,0,0,1.343731,-0.16350639
AE+fsce,162,1,1,1.3674768,-1.437469
AE+fsce,162,2,2,1.4802097,-1.8648406
AE+fsce,162,3,3,1.5753535,-2.3484972
AE+fsce,163,0,0,-0.9417266,-3.363549
AE+fsce,163,1,1,0.42677566,-3.1587796
AE+fsce,163,2,2,0.46730348,-3.9414086
AE+fsce,163,3,3,0.46928993,-4.6986456
AE+fsce,164,0,0,1.4371753,0.5321549
AE+fsce,164,1,1,1.4460834,-1.2542971
AE+fsce,164,2,2,1.4810728,-1.8928087
AE+fsce,164,3,3,1.6451569,-2.1566446
AE+fsce,165,0,0,-3.4875288,-3.2249863
AE+fsce,165,1,1,-2.335094,-4.713965
AE+fsce,165,2,2,-1.7479638,-5.4277754
AE+fsce,165,3,3,-1.3129872,-5.880041
AE+fsce,166,0,0,-2.3298044,-2.0657737
AE+fsce,166,1,1,-0.4235804,-2.565387
AE+fsce,166,2,2,-0.22832344,-3.6672616
AE+fsce,166,3,3,-0.3945671,-4.667076
AE+fsce,167,0,0,-2.6428642,-0.091179565
AE+fsce,167,1,1,0.08395543,-1.7872533
AE+fsce,167,2,2,0.80760705,-2.098931
AE+fsce,167,3,3,0.8868109,-2.949266
AE+fsce,168,0,0,1.2557902,3.3785174
AE+fsce,168,1,1,1.3593266,0.27588814
AE+fsce,168,2,2,1.5190817,-1.0693862
AE+fsce,168,3,3,1.900903,-1.8084505
AE+fsce,169,0,0,2.9122965,0.49306545
AE+fsce,169,1,1,2.7429848,-0.5419521
AE+fsce,169,2,2,2.5289197,-1.2941368
AE+fsce,169,3,3,2.3769512,-1.817707
AE+fsce,170,0,0,0.90449214,1.5351294
AE+fsce,170,1,1,1.0931116,-0.45404392
AE+fsce,170,2,2,1.2569324,-1.3788259
AE+fsce,170,3,3,1.4980286,-1.8746396
AE+fsce,171,0,0,1.0260344,1.1128173
AE+fsce,171,1,1,1.1966833,-0.63533986
AE+fsce,171,2,2,1.3311846,-1.556087
AE+fsce,171,3,3,1.680658,-1.9756798
AE+fsce,172,0,0,1.4190571,-0.41149205
AE+fsce,172,1,1,1.3608401,-1.5275985
AE+fsce,172,2,2,1.4696233,-1.9015609
AE+fsce,172,3,3,1.5193645,-2.4671612
AE+fsce,173,0,0,-4.2188134,-4.0458713
AE+fsce,173,1,1,-2.741731,-5.605928
AE+fsce,173,2,2,-1.8273242,-6.3834443
AE+fsce,173,3,3,-1.1820704,-6.824176
AE+fsce,174,0,0,0.46467966,2.5047195
AE+fsce,174,1,1,0.79916996,-0.009066786
AE+fsce,174,2,2,1.2216598,-1.052123
AE+fsce,174,3,3,1.3982702,-2.322148
AE+fsce,175,0,0,-1.32311,-1.423858
AE+fsce,175,1,1,-1.9194005,-5.1800437
AE+fsce,175,2,2,-1.6084332,-6.0424833
AE+fsce,175,3,3,-0.79834515,-6.7476387
AE+fsce,176,0,0,0.5899593,0.27086657
AE+fsce,176,1,1,0.8923508,-1.4498549
AE+fsce,176,2,2,1.0439292,-2.0947464
AE+fsce,176,3,3,1.270348,-2.2999413
AE+fsce,177,0,0,-0.33420825,1.0293742
AE+fsce,177,1,1,0.8218809,-1.7848827
AE+fsce,177,2,2,1.101567,-2.3216646
AE+fsce,177,3,3,1.5118262,-2.5144787
AE+fsce,178,0,0,2.4883797,0.42424664
AE+fsce,178,1,1,2.2045152,-0.69504666
AE+fsce,178,2,2,2.0596445,-1.407056
AE+fsce,178,3,3,2.0071173,-1.902344
AE+fsce,179,0,0,-1.4645836,-1.9100051
AE+fsce,179,1,1,0.07324321,-2.260969
AE+fsce,179,2,2,0.010555471,-3.7775695
AE+fsce,179,3,3,-0.5129584,-5.5149283
AE+fsce,180,0,0,-0.22533949,-2.374298
AE+fsce,180,1,1,0.5340282,-2.762224
AE+fsce,180,2,2,0.99311537,-2.7159834
AE+fsce,180,3,3,1.300461,-3.0112667
AE+fsce,181,0,0,-4.101469,-3.1877224
AE+fsce,181,1,1,-2.6917353,-4.8756266
AE+fsce,181,2,2,-1.9544139,-5.6221776
AE+fsce,181,3,3,-1.4265339,-6.083002
AE+fsce,182,0,0,-0.18449473,0.7758248
AE+fsce,182,1,1,0.47037354,-1.1520569
AE+fsce,182,2,2,0.887896,-1.8764799
AE+fsce,182,3,3,1.1704729,-2.352981
AE+fsce,183,0,0,-7.096551,-0.37988877
AE+fsce,183,1,1,-3.4829552,-5.1906724
AE+fsce,183,2,2,-2.1897237,-6.0260406
AE+fsce,183,3,3,-0.8197905,-7.1647267
AE+fsce,184,0,0,-3.2971547,1.5404701
AE+fsce,184,1,1,0.15292308,-1.3021809
AE+fsce,184,2,2,-1.4929509,-5.298112
AE+fsce,184,3,3,-1.4074632,-6.4537845
AE+fsce,185,0,0,-3.3233118,4.5434656
AE+fsce,185,1,1,1.062996,-1.5501764
AE+fsce,185,2,2,1.6175157,-2.9576824
AE+fsce,185,3,3,2.0979192,-6.129767
AE+fsce,186,0,0,-3.8302572,-2.9731872
AE+fsce,186,1,1,-2.386787,-5.087578
AE+fsce,186,2,2,-1.748445,-5.688015
AE+fsce,186,3,3,-1.2727458,-6.1124353
AE+fsce,187,0,0,-1.5722929,-3.0717843
AE+fsce,187,1,1,-0.16302913,-3.4470062
AE+fsce,187,2,2,-0.1765988,-4.2486305
AE+fsce,187,3,3,-0.11654228,-4.6506667
AE+fsce,188,0,0,0.15559845,-3.7480578
AE+fsce,188,1,1,0.8347446,-3.4109647
AE+fsce,188,2,2,0.9697691,-3.6930587
AE+fsce,188,3,3,0.98408264,-4.0905046
AE+fsce,189,0,0,-5.1894774,-0.023126084
AE+fsce,189,1,1,-5.8719153,-0.8992338
AE+fsce,189,2,2,-2.890168,-5.650487
AE+fsce,189,3,3,-1.2784879,-6.575435
AE+fsce,190,0,0,-2.0416553,-2.97772
AE+fsce,190,1,1,-1.0297933,-4.1754537
AE+fsce,190,2,2,-0.8987089,-4.9654856
AE+fsce,190,3,3,-0.6512808,-5.2279434
AE+fsce,191,0,0,-0.6262916,-2.5589087
AE+fsce,191,1,1,-0.26426885,-3.7450273
AE+fsce,191,2,2,-0.481642,-4.79522
AE+fsce,191,3,3,-0.44599771,-5.4744887
AE+fsce,192,0,0,0.79459155,-3.5486734
AE+fsce,192,1,1,0.7238088,-4.151993
AE+fsce,192,2,2,0.40823337,-5.00632
AE+fsce,192,3,3,0.3285496,-5.339136
AE+fsce,193,0,0,-4.598524,0.28204614
AE+fsce,193,1,1,-3.2726407,-5.091935
AE+fsce,193,2,2,-2.1010041,-5.7800713
AE+fsce,193,3,3,-1.4348772,-6.312322
AE+fsce,194,0,0,-5.0400925,-3.4201481
AE+fsce,194,1,1,-4.500561,-5.061324
AE+fsce,194,2,2,-3.1554368,-6.73926
AE+fsce,194,3,3,-1.680405,-7.6640196
AE+fsce,195,0,0,-5.362955,-2.94041
AE+fsce,195,1,1,-4.965987,-4.376993
AE+fsce,195,2,2,-3.4576988,-5.959124
AE+fsce,195,3,3,-2.2486923,-6.6917543
AE+fsce,196,0,0,-3.792573,-4.7058325
AE+fsce,196,1,1,-2.5132961,-5.78749
AE+fsce,196,2,2,-1.7793249,-6.3717914
AE+fsce,196,3,3,-1.1685457,-6.759742
AE+fsce,197,0,0,-1.1962451,-2.367991
AE+fsce,197,1,1,0.523972,-2.7555633
AE+fsce,197,2,2,0.8474207,-3.0273566
AE+fsce,197,3,3,0.8944207,-3.8684204
AE+fsce,198,0,0,0.5143471,-3.3395097
AE+fsce,198,1,1,0.80528444,-3.58857
AE+fsce,198,2,2,0.7361137,-4.201077
AE+fsce,198,3,3,0.74377865,-4.5583744
AE+fsce,199,0,0,-1.2239549,-0.13557215
AE+fsce,199,1,1,0.30517808,-1.0786078
AE+fsce,199,2,2,0.5674248,-2.3189738
AE+fsce,199,3,3,0.252863,-3.837401
AE+fsce,200,0,0,-4.7835655,-4.304151
AE+fsce,200,1,1,-3.0432098,-5.6531057
AE+fsce,200,2,2,-2.0531964,-6.3366446
AE+fsce,200,3,3,-1.3301914,-6.753281
AE+fsce,201,0,0,-3.6026444,2.5738947
AE+fsce,201,1,1,0.10978041,-2.2008104
AE+fsce,201,2,2,0.5412923,-3.1361618
AE+fsce,201,3,3,-0.031957015,-5.573694
AE+fsce,202,0,0,-5.5358706,-4.4567065
AE+fsce,202,1,1,-5.047426,-5.667719
AE+fsce,202,2,2,-3.8470702,-6.987668
AE+fsce,202,3,3,-2.442402,-7.7836695
AE+fsce,203,0,0,-1.8437843,-1.1882281
AE+fsce,203,1,1,-0.04242481,-2.1538074
AE+fsce,203,2,2,0.26750088,-3.0170574
AE+fsce,203,3,3,0.08029937,-4.1053157
AE+fsce,204,0,0,-1.1484845,0.8021722
AE+fsce,204,1,1,0.39184588,-1.6157498
AE+fsce,204,2,2,0.8957107,-2.0708287
AE+fsce,204,3,3,0.9326277,-3.0011406
AE+fsce,205,0,0,-5.551896,0.23378432
AE+fsce,205,1,1,-6.343816,-0.033264123
AE+fsce,205,2,2,-5.997533,-3.5060005
AE+fsce,205,3,3,-2.6229997,-6.8475924
AE+fsce,206,0,0,-1.1617763,3.8834462
AE+fsce,206,1,1,0.51795876,-0.63381803
AE+fsce,206,2,2,1.0666381,-1.7509835
AE+fsce,206,3,3,1.2497691,-3.1146877
AE+fsce,207,0,0,0.24482137,2.4530306
AE+fsce,207,1,1,0.81539977,0.5118514
AE+fsce,207,2,2,1.5153891,-0.6232193
AE+fsce,207,3,3,1.9640265,-2.4090838
AE+fsce,208,0,0,0.101492964,-5.061463
AE+fsce,208,1,1,0.41187388,-5.5847282
AE+fsce,208,2,2,0.5392077,-5.8923216
AE+fsce,208,3,3,0.575606,-6.0765967
AE+fsce,209,0,0,-0.88306063,-3.2213798
AE+fsce,209,1,1,-1.0710483,-4.9980245
AE+fsce,209,2,2,-0.8565208,-5.4099355
AE+fsce,209,3,3,-0.5708084,-5.649197
AE+fsce,210,0,0,-2.692115,-0.38735735
AE+fsce,210,1,1,-0.05922695,-2.358064
AE+fsce,210,2,2,0.14734627,-3.3622377
AE+fsce,210,3,3,-0.14863922,-4.623759
AE+fsce,211,0,0,-3.6897998,-3.818293
AE+fsce,211,1,1,-2.3815882,-5.172215
AE+fsce,211,2,2,-1.7703885,-5.698945
AE+fsce,211,3,3,-1.3341323,-6.070939
AE+fsce,212,0,0,-1.0029725,2.8895853
AE+fsce,212,1,1,0.69371504,-1.4127376
AE+fsce,212,2,2,1.0002114,-2.1159284
AE+fsce,212,3,3,1.246365,-2.6249545
AE+fsce,213,0,0,0.27444303,-3.6324518
AE+fsce,213,1,1,0.8084075,-3.3470476
AE+fsce,213,2,2,1.0278503,-3.2467566
AE+fsce,213,3,3,1.1136813,-3.3352342
AE+fsce,214,0,0,-2.1148562,-1.6804136
AE+fsce,214,1,1,0.0014605005,-2.6881223
AE+fsce,214,2,2,0.08035365,-3.626211
AE+fsce,214,3,3,-0.09238488,-4.575419
AE+fsce,215,0,0,2.0881968,-0.78605235
AE+fsce,215,1,1,1.8358072,-1.755065
AE+fsce,215,2,2,1.7586836,-2.0733175
AE+fsce,215,3,3,1.7215457,-2.262141
AE+fsce,216,0,0,-3.7351394,-3.4545503
AE+fsce,216,1,1,-2.2396994,-5.1339006
AE+fsce,216,2,2,-1.5753915,-5.7911253
AE+fsce,216,3,3,-1.0922688,-6.201915
AE+fsce,217,0,0,-0.86455894,-6.6028895
AE+fsce,217,1,1,-0.54758364,-6.726369
AE+fsce,217,2,2,-0.33709162,-6.7987437
AE+fsce,217,3,3,-0.17255692,-6.8665724
AE+fsce,218,0,0,0.21942724,-2.63271
AE+fsce,218,1,1,0.64307445,-2.84465
AE+fsce,218,2,2,0.3246751,-3.972373
AE+fsce,218,3,3,0.17088549,-4.736718
AE+fsce,219,0,0,2.0813766,-0.5628599
AE+fsce,219,1,1,1.7876676,-1.5690566
AE+fsce,219,2,2,1.645878,-2.1352062
AE+fsce,219,3,3,1.614435,-2.3716507
AE+fsce,220,0,0,-4.446566,-3.7791712
AE+fsce,220,1,1,-2.891376,-5.354256
AE+fsce,220,2,2,-2.144128,-5.904209
AE+fsce,220,3,3,-1.5564061,-6.3361244
AE+fsce,221,0,0,-5.9427814,-2.790953
AE+fsce,221,1,1,-5.6135297,-4.5736203
AE+fsce,221,2,2,-3.623094,-6.6859927
AE+fsce,221,3,3,-1.9099028,-7.4488263
AE+fsce,222,0,0,0.5287216,0.09199664
AE+fsce,222,1,1,0.95615804,-1.2803676
AE+fsce,222,2,2,1.1195111,-1.9129548
AE+fsce,222,3,3,1.3742334,-2.1247983
AE+fsce,223,0,0,-4.624372,-4.7945914
AE+fsce,223,1,1,-3.3593335,-5.9254875
AE+fsce,223,2,2,-2.3307674,-6.681499
AE+fsce,223,3,3,-1.553915,-7.119977
AE+fsce,224,0,0,-6.07303,-2.0265944
AE+fsce,224,1,1,-5.04915,-4.5132713
AE+fsce,224,2,2,-2.931278,-5.90678
AE+fsce,224,3,3,-1.8890046,-6.536327
AE+fsce,225,0,0,-1.6161398,0.45184645
AE+fsce,225,1,1,-1.1534053,-4.10698
AE+fsce,225,2,2,-1.7842246,-6.0041327
AE+fsce,225,3,3,-0.9864817,-6.7510033
AE+fsce,226,0,0,-2.4149277,3.0814865
AE+fsce,226,1,1,0.43563557,-1.2158649
AE+fsce,226,2,2,1.0220908,-1.9786026
AE+fsce,226,3,3,0.9132907,-3.7447119
AE+fsce,227,0,0,-5.2162523,-3.3303165
AE+fsce,227,1,1,-3.981094,-4.994488
AE+fsce,227,2,2,-2.6227233,-5.930992
AE+fsce,227,3,3,-1.7399708,-6.5069838
AE+fsce,228,0,0,-0.6032,-0.14198068
AE+fsce,228,1,1,0.39645264,-1.9222655
AE+fsce,228,2,2,0.91919446,-2.2770822
AE+fsce,228,3,3,1.0297071,-3.318856
AE+fsce,229,0,0,1.9708399,1.4914937
AE+fsce,229,1,1,1.731466,-0.63015217
AE+fsce,229,2,2,1.6615924,-1.5830092
AE+fsce,229,3,3,1.7451683,-2.1384237
AE+fsce,230,0,0,-2.5474222,-1.2906674
AE+fsce,230,1,1,0.13677752,-2.6896453
AE+fsce,230,2,2,-0.21032673,-4.232955
AE+fsce,230,3,3,-0.4467139,-5.3449645
AE+fsce,231,0,0,-1.438437,-2.7136536
AE+fsce,231,1,1,0.100492395,-2.8812091
AE+fsce,231,2,2,0.5524261,-3.0089486
AE+fsce,231,3,3,0.6764942,-3.3712378
AE+fsce,232,0,0,-0.38368925,-3.6077487
AE+fsce,232,1,1,0.46637106,-3.2956572
AE+fsce,232,2,2,0.53875387,-3.7231052
AE+fsce,232,3,3,0.54504377,-4.175029
AE+fsce,233,0,0,-5.0654106,-4.226744
AE+fsce,233,1,1,-3.4061208,-5.7436614
AE+fsce,233,2,2,-2.2481775,-6.4943423
AE+fsce,233,3,3,-1.4266311,-6.965358
AE+fsce,234,0,0,0.1759723,1.0431314
AE+fsce,234,1,1,0.6743543,-0.8788755
AE+fsce,234,2,2,-0.114826985,-3.7822251
AE+fsce,234,3,3,-0.9397615,-5.682532
AE+fsce,235,0,0,-4.694686,-3.4512634
AE+fsce,235,1,1,-3.9104083,-4.9562645
AE+fsce,235,2,2,-2.6715891,-6.2573986
AE+fsce,235,3,3,-1.6095741,-6.961978
AE+fsce,236,0,0,-1.3094792,-0.85707843
AE+fsce,236,1,1,-1.8637801,-3.8077035
AE+fsce,236,2,2,-2.026974,-5.435549
AE+fsce,236,3,3,-1.738842,-5.972093
AE+fsce,237,0,0,-2.1482751,-0.0490428
AE+fsce,237,1,1,-0.14218394,-1.8953961
AE+fsce,237,2,2,0.47381717,-2.65007
AE+fsce,237,3,3,-0.044713017,-4.5322013
AE+fsce,238,0,0,-5.191189,-2.7035463
AE+fsce,238,1,1,-4.8449125,-4.207668
AE+fsce,238,2,2,-3.3339515,-6.0197854
AE+fsce,238,3,3,-1.9956951,-6.841085
AE+fsce,239,0,0,0.99079925,1.1709843
AE+fsce,239,1,1,1.1264123,-0.87695605
AE+fsce,239,2,2,1.1933851,-1.7871095
AE+fsce,239,3,3,1.4188364,-2.1266778
AE+fsce,240,0,0,-4.113629,0.8569503
AE+fsce,240,1,1,0.48640534,-1.8446478
AE+fsce,240,2,2,0.114626534,-4.336749
AE+fsce,240,3,3,0.24780832,-6.964036
AE+fsce,241,0,0,-5.8744054,-3.2468653
AE+fsce,241,1,1,-5.6626782,-4.5462475
AE+fsce,241,2,2,-4.048434,-6.4230137
AE+fsce,241,3,3,-2.3806384,-7.2886467
AE+fsce,242,0,0,-0.7166535,3.1328557
AE+fsce,242,1,1,0.5083373,-0.04668843
AE+fsce,242,2,2,1.1810398,-1.2079045
AE+fsce,242,3,3,1.3749932,-2.9294217
AE+fsce,243,0,0,-6.0033054,-3.1298873
AE+fsce,243,1,1,-5.949783,-4.245063
AE+fsce,243,2,2,-4.48225,-6.1971555
AE+fsce,243,3,3,-2.69385,-7.227432
AE+fsce,244,0,0,-6.0128613,-2.2628796
AE+fsce,244,1,1,-3.8712037,-4.9494123
AE+fsce,244,2,2,-2.6380882,-5.7811947
AE+fsce,244,3,3,-1.7534773,-6.5323877
AE+fsce,245,0,0,-3.1716905,-3.4526477
AE+fsce,245,1,1,-1.9865315,-5.0089974
AE+fsce,245,2,2,-1.4949098,-5.5671444
AE+fsce,245,3,3,-1.1642644,-5.937044
AE+fsce,246,0,0,-2.7787611,-2.3698184
AE+fsce,246,1,1,-2.1581326,-5.1769886
AE+fsce,246,2,2,-1.648033,-5.6628985
AE+fsce,246,3,3,-1.2667569,-6.0051703
AE+fsce+tfidf,0,0,0,1.7161043,3.6346116
AE+fsce+tfidf,0,1,1,1.507867,1.2885246
AE+fsce+tfidf,0,2,2,1.3487692,0.27642614
AE+fsce+tfidf,0,3,3,0.95741004,-1.4731845
AE+fsce+tfidf,1,0,0,-2.278878,-1.8071333
AE+fsce+tfidf,1,1,1,1.2692009,1.1692853
AE+fsce+tfidf,1,2,2,1.5762995,-0.06309727
AE+fsce+tfidf,1,3,3,1.0012416,-3.4151137
AE+fsce+tfidf,2,0,0,-2.1359382,-3.5537076
AE+fsce+tfidf,2,1,1,-1.015953,-5.0039425
AE+fsce+tfidf,2,2,2,-0.6557026,-5.8595543
AE+fsce+tfidf,2,3,3,-0.3481559,-5.786328
AE+fsce+tfidf,3,0,0,-6.877331,4.6078076
AE+fsce+tfidf,3,1,1,-7.358699,3.5584147
AE+fsce+tfidf,3,2,2,-7.506295,2.212462
AE+fsce+tfidf,3,3,3,-7.3794312,0.9370385
AE+fsce+tfidf,4,0,0,-2.3561566,-1.1141386
AE+fsce+tfidf,4,1,1,0.20141368,-0.92173076
AE+fsce+tfidf,4,2,2,0.39351094,-2.191222
AE+fsce+tfidf,4,3,3,-0.2514989,-5.829812
AE+fsce+tfidf,5,0,0,-1.1641377,-1.9334297
AE+fsce+tfidf,5,1,1,-0.56223357,-2.4702525
AE+fsce+tfidf,5,2,2,-0.29527575,-3.2592978
AE+fsce+tfidf,5,3,3,-0.19877872,-4.771183
AE+fsce+tfidf,6,0,0,-0.43024397,-0.45918617
AE+fsce+tfidf,6,1,1,0.6879224,-0.6503144
AE+fsce+tfidf,6,2,2,0.6548039,-1.6744677
AE+fsce+tfidf,6,3,3,0.49247807,-2.9257612
AE+fsce+tfidf,7,0,0,-0.880615,0.413456
AE+fsce+tfidf,7,1,1,1.1566168,0.8795707
AE+fsce+tfidf,7,2,2,1.1475813,-0.2246027
AE+fsce+tfidf,7,3,3,0.62083566,-2.5439968
AE+fsce+tfidf,8,0,0,-1.7808737,-2.176974
AE+fsce+tfidf,8,1,1,-1.2539921,-3.1801012
AE+fsce+tfidf,8,2,2,-0.5622247,-4.3278832
AE+fsce+tfidf,8,3,3,-0.06418664,-4.4841905
AE+fsce+tfidf,9,0,0,-2.2142737,-2.997857
AE+fsce+tfidf,9,1,1,-0.44635385,-2.7686176
AE+fsce+tfidf,9,2,2,0.59111524,-2.8734856
AE+fsce+tfidf,9,3,3,0.7081032,-3.4179184
AE+fsce+tfidf,10,0,0,0.89103174,2.9175603
AE+fsce+tfidf,10,1,1,1.4548862,1.7192861
AE+fsce+tfidf,10,2,2,1.594127,-1.7315359
AE+fsce+tfidf,10,3,3,0.23457992,-6.1262355
AE+fsce+tfidf,11,0,0,0.66956735,-2.780733
AE+fsce+tfidf,11,1,1,0.3586996,-3.094216
AE+fsce+tfidf,11,2,2,0.1655184,-3.3498244
AE+fsce+tfidf,11,3,3,0.07286214,-3.5250492
AE+fsce+tfidf,12,0,0,-2.0482783,-1.8138648
AE+fsce+tfidf,12,1,1,1.7619972,1.0427464
AE+fsce+tfidf,12,2,2,0.50127214,-5.4172716
AE+fsce+tfidf,12,3,3,-0.23256238,-7.38662
AE+fsce+tfidf,13,0,0,-1.3181127,-2.312367
AE+fsce+tfidf,13,1,1,0.19734342,-1.4363271
AE+fsce+tfidf,13,2,2,0.55230933,-1.8290942
AE+fsce+tfidf,13,3,3,0.4428809,-3.250733
AE+fsce+tfidf,14,0,0,-5.101137,-4.511271
AE+fsce+tfidf,14,1,1,1.5893972,1.8231169
AE+fsce+tfidf,14,2,2,1.6360325,0.045549925
AE+fsce+tfidf,14,3,3,0.80845106,-4.1031036
AE+fsce+tfidf,15,0,0,-1.2184362,-2.798707
AE+fsce+tfidf,15,1,1,-0.6149837,-2.9826164
AE+fsce+tfidf,15,2,2,-0.5098792,-3.5300484
AE+fsce+tfidf,15,3,3,-0.28772384,-3.733948
AE+fsce+tfidf,16,0,0,-2.629502,-1.8066825
AE+fsce+tfidf,16,1,1,-1.0028483,-2.5793884
AE+fsce+tfidf,16,2,2,-0.11254059,-3.3636155
AE+fsce+tfidf,16,3,3,-0.34138513,-5.959458
AE+fsce+tfidf,17,0,0,-0.3840155,-0.9173202
AE+fsce+tfidf,17,1,1,-1.7214696,-4.304643
AE+fsce+tfidf,17,2,2,-1.381013,-6.5327883
AE+fsce+tfidf,17,3,3,-0.91916597,-7.2642817
AE+fsce+tfidf,18,0,0,-3.9569027,-3.3794172
AE+fsce+tfidf,18,1,1,-2.5038025,-4.888063
AE+fsce+tfidf,18,2,2,-1.7907965,-6.374008
AE+fsce+tfidf,18,3,3,-0.81352085,-6.96524
AE+fsce+tfidf,19,0,0,-0.7591527,-3.1222367
AE+fsce+tfidf,19,1,1,-0.71801937,-3.7143977
AE+fsce+tfidf,19,2,2,-0.71503377,-4.138882
AE+fsce+tfidf,19,3,3,-0.5755682,-4.321223
AE+fsce+tfidf,20,0,0,1.1273732,0.9516518
AE+fsce+tfidf,20,1,1,1.210529,0.30646178
AE+fsce+tfidf,20,2,2,1.034699,-0.7893482
AE+fsce+tfidf,20,3,3,0.6832832,-2.230334
AE+fsce+tfidf,21,0,0,-2.5733395,-4.7906365
AE+fsce+tfidf,21,1,1,-1.9600776,-5.7733192
AE+fsce+tfidf,21,2,2,-1.7560014,-6.621486
AE+fsce+tfidf,21,3,3,-1.2144433,-6.840431
AE+fsce+tfidf,22,0,0,-3.1698465,-5.841288
AE+fsce+tfidf,22,1,1,-1.3864653,-5.1087685
AE+fsce+tfidf,22,2,2,-0.29506955,-4.1103425
AE+fsce+tfidf,22,3,3,0.0957193,-4.09301
AE+fsce+tfidf,23,0,0,-2.18439,-2.233596
AE+fsce+tfidf,23,1,1,-1.9107101,-3.4154549
AE+fsce+tfidf,23,2,2,0.03487172,-3.9102976
AE+fsce+tfidf,23,3,3,0.33030388,-4.648811
AE+fsce+tfidf,24,0,0,-1.2198092,-2.567194
AE+fsce+tfidf,24,1,1,-0.6684815,-3.0495784
AE+fsce+tfidf,24,2,2,-0.49130064,-3.5302548
AE+fsce+tfidf,24,3,3,-0.20744959,-3.67848
AE+fsce+tfidf,25,0,0,-1.2444761,-3.6233685
AE+fsce+tfidf,25,1,1,-0.9496964,-4.6399226
AE+fsce+tfidf,25,2,2,-0.9663138,-5.4736133
AE+fsce+tfidf,25,3,3,-0.8250775,-5.7900157
AE+fsce+tfidf,26,0,0,-1.6838865,-1.58005
AE+fsce+tfidf,26,1,1,-0.9972897,-2.9998426
AE+fsce+tfidf,26,2,2,-0.7105266,-6.459459
AE+fsce+tfidf,26,3,3,-0.61412394,-7.3907986
AE+fsce+tfidf,27,0,0,-0.7217667,1.5648965
AE+fsce+tfidf,27,1,1,1.1277913,0.7422709
AE+fsce+tfidf,27,2,2,1.1247758,-0.12541276
AE+fsce+tfidf,27,3,3,0.61674756,-2.2089565
AE+fsce+tfidf,28,0,0,-3.2849903,-1.2002172
AE+fsce+tfidf,28,1,1,-4.676091,0.40906256
AE+fsce+tfidf,28,2,2,-6.4029703,-0.66432756
AE+fsce+tfidf,28,3,3,-2.380965,-7.5243325
AE+fsce+tfidf,29,0,0,-0.0035223337,-0.6485212
AE+fsce+tfidf,29,1,1,0.80794156,-0.4984796
AE+fsce+tfidf,29,2,2,0.84821194,-0.95857614
AE+fsce+tfidf,29,3,3,0.71666074,-1.6842194
AE+fsce+tfidf,30,0,0,-2.5400438,-1.7360303
AE+fsce+tfidf,30,1,1,1.2386239,1.390686
AE+fsce+tfidf,30,2,2,0.40532324,-2.505494
AE+fsce+tfidf,30,3,3,-0.8097584,-7.043254
AE+fsce+tfidf,31,0,0,-1.5794773,-2.9315014
AE+fsce+tfidf,31,1,1,-0.91001946,-3.4410913
AE+fsce+tfidf,31,2,2,-0.4303178,-3.9127524
AE+fsce+tfidf,31,3,3,-0.036523383,-4.171715
AE+fsce+tfidf,32,0,0,-0.12569235,0.392711
AE+fsce+tfidf,32,1,1,0.9168647,0.17189597
AE+fsce+tfidf,32,2,2,0.5989648,-1.9331752
AE+fsce+tfidf,32,3,3,0.39965454,-3.1518364
AE+fsce+tfidf,33,0,0,0.65734655,-0.43588558
AE+fsce+tfidf,33,1,1,0.8380088,-0.8024141
AE+fsce+tfidf,33,2,2,0.80226845,-1.3209122
