cosine_similarity
6.728798658171312175e-01
8.224338973607242531e-01
3.835891447287267386e-01
4.743416490252567730e-01
6.167939547439611481e-01
6.681741486419434661e-01
8.051175601825398820e-01
6.157552427307764198e-01
4.581709669115175965e-01
6.056938825554369910e-01
6.098678344610446445e-01
4.741540509759876176e-01
6.929523265198467286e-01
7.073171983259131101e-01
8.240396552250739415e-01
7.008979923894829156e-01
9.274260335029675950e-01
5.693040864574422377e-01
5.019011475427824776e-01
6.762642481555071194e-01
5.946484585453437610e-03
2.206837073761869217e-02
8.953019366280525748e-01
8.802602393218362797e-01
6.014799377381757628e-01
5.817980843806646041e-01
4.366954864042047468e-01
8.008872337900931893e-01
6.992208338115292188e-01
5.346982846794047228e-01
5.936725443770243249e-01
6.049816090202637664e-01
4.769659658650918788e-01
6.094982323502630139e-01
6.086116686897369288e-01
5.856984476794352412e-01
7.267052159972527958e-01
6.723227924291508284e-01
7.125166827722727581e-01
6.141583478146952491e-01
7.176681817160482924e-01
5.941604449831431323e-01
6.123882836386471684e-01
5.582027378076507285e-01
4.056740422696878401e-01
7.171371656006362283e-01
2.532990347445214230e-01
5.345224838248487931e-01
8.073906732481620496e-01
5.493502655735357232e-01
4.912027569375049252e-01
6.744014203332524549e-01
4.585705346911588265e-01
6.893618644948241725e-01
6.723227924291508284e-01
5.303948353054366294e-01
5.810435501258551794e-01
7.936498243057208413e-01
7.237925541034954113e-01
7.284313590846834829e-01
8.555674033866939032e-01
7.467773085383070386e-01
7.367883976130072954e-01
7.191424744913288425e-01
7.167818246758880241e-01
8.095689876252217809e-01
6.696372959254824897e-01
5.849607025332022037e-01
4.648348401006840991e-01
7.002186247515697071e-01
6.659245433096747657e-01
6.189572748648392020e-01
5.532054024535759673e-01
6.663381785133575264e-01
8.479461097510954115e-01
7.419408268023740538e-01
6.032021334949121405e-01
6.067853924728325854e-01
7.107501785624331658e-01
5.865557254410010968e-01
6.175806794999418869e-01
5.625686771261945163e-01
5.767806395705119549e-01
4.846238215845408703e-01
8.723806875931213733e-01
7.107501785624331658e-01
7.122486480478307236e-01
8.538149682454624356e-01
6.066223324323029020e-01
6.131268898288363411e-01
7.464200272921789336e-01
5.693040864574422377e-01
5.776938278449569308e-01
6.249369716118537976e-01
6.930264888773834953e-01
8.864612185896753038e-01
5.909741457264502396e-01
6.309915232919246497e-01
7.750576015460306500e-01
4.306269388224108763e-01
7.929132894546777610e-01
7.626096635663642820e-01
6.791310213054465583e-01
8.299250027587321554e-01
7.002186247515695960e-01
6.866878319669197372e-01
8.563666611702362985e-01
8.313486887602775655e-01
5.800946622724786339e-01
5.751599343539660625e-01
6.944758100306326343e-01
6.287819935134875138e-01
7.977647343851265171e-01
6.972522601510261486e-01
6.232538633263821071e-01
5.545809334169377047e-01
4.002000731161445835e-01
6.016359463710690969e-01
7.214285714285714191e-01
4.673625833727763634e-01
4.951570372633911088e-01
5.990812174361217490e-01
5.439378156912199058e-01
5.103578316035424223e-01
6.508683185609146493e-01
7.668646525618697529e-01
8.321328349158293447e-01
4.306269388224108763e-01
5.414471577453721096e-01
4.513537837386966123e-01
7.785714285714285809e-01
7.127180599416805817e-01
6.686507590177507288e-01
7.681966222394941424e-01
5.746497820130578305e-01
5.345224838248487931e-01
6.914756164453871312e-01
7.746270021637529091e-01
6.175806794999418869e-01
7.002186247515695960e-01
6.942338520984243644e-01
6.887652650660062159e-01
5.776938278449569308e-01
7.261797737873185721e-01
5.739440431835514111e-01
6.582634465503303112e-01
5.645997642338276279e-01
9.258517187715453733e-01
5.872801368884131845e-01
5.072778598240506032e-01
8.195085455681377917e-01
6.685010106129056773e-01
5.019960159204452932e-01
6.072576922212716832e-01
7.693933801128796102e-01
2.836832573067900043e-01
6.186471146717604785e-01
6.708869395913782396e-01
4.543441112511215074e-01
7.313724498348008751e-01
8.682039162211124816e-01
8.506670640041923415e-01
7.487441222592405854e-01
7.659617691384481564e-01
7.993091324923757846e-01
6.540472290116194909e-01
6.236413804652249926e-01
6.132690283219112137e-01
6.950805465028184749e-01
7.888525589667310101e-01
7.725555677510569375e-01
7.830401825178844311e-01
7.122486480478307236e-01
6.232538633263821071e-01
5.523060897787771539e-01
5.857791861290060353e-01
7.545906228454295483e-01
3.496171375335350717e-01
3.967940531070417443e-01
6.232538633263821071e-01
5.928571428571428603e-01
7.626096635663642820e-01
5.720022630386026874e-01
6.973680437544066413e-01
7.419408268023740538e-01
6.527253788294639092e-01
2.439750182371333009e-01
7.086067683303287623e-01
7.521398046336105203e-01
8.194548255884055443e-01
7.149310271812054918e-01
4.050496953855444726e-01
6.437427761961774797e-01
2.876643180486927465e-01
3.713470034062150704e-01
4.922475924854201601e-01
8.134064399978873094e-01
6.876857002119711737e-01
4.293387907410918247e-01
8.134064399978873094e-01
7.735900454643650503e-01
7.071354781197053407e-01
8.017837257372730786e-01
2.816747403312185316e-01
7.741647781182826593e-01
8.897619599279809055e-01
8.899011275895410966e-01
4.621417893613346539e-01
7.270455543466571857e-01
6.906543884755657059e-01
7.210054792433279180e-01
8.063854544320415707e-01
6.851365196327658946e-01
5.108853697297085494e-01
6.142897658078853018e-01
9.752368720068674834e-01
8.292186199481637043e-01
9.761033642897548601e-01
6.886509432074765513e-01
5.933082268219883604e-01
8.071223132657332489e-01
8.819620983110004753e-01
7.797740820568601627e-01
8.525296022362364168e-01
7.895810393688682538e-01
7.116050400475514293e-01
7.417552782806083878e-01
5.963765795456271723e-01
5.163977794943221955e-01
7.096669867922962283e-01
6.999579445899756225e-01
7.683689056333151690e-01
7.124389772992958392e-01
6.132857433407975511e-01
8.480500350719125668e-01
6.022318076813529819e-01
9.704311900788593626e-01
8.722900490905468596e-01
5.891883036371793336e-01
6.274950199005566720e-01
7.519163193205106177e-01
8.194750538733626133e-01
6.718940970037365901e-01
7.127180599416805817e-01
7.210054792433280291e-01
6.064410419217922676e-01
9.274260335029675950e-01
6.100492347727483056e-01
7.225300612714974369e-01
7.594610589338429696e-01
6.752825286548537198e-01
7.186538907110615604e-01
5.799816700047754070e-01
8.731534676229476544e-01
5.755544630689541918e-01
6.791071643945418845e-01
5.299166805373164424e-01
6.004119464954920105e-01
6.692996833873486873e-01
6.168254230205432176e-01
8.773690683067074669e-01
8.786687791935090530e-01
5.044730791207828746e-01
7.127180599416805817e-01
8.126236169698385359e-01
6.766649524509583680e-01
6.217790567414592795e-01
6.317636935053223546e-01
6.225146278116927556e-01
7.071810532083044887e-01
5.039677732588825343e-01
8.106434833777775850e-01
8.713908617252679178e-01
6.137577749175785469e-01
5.559254951395730115e-01
6.109015094984824312e-01
5.933661039639299695e-01
6.561743549188402413e-01
4.899465471330715083e-01
8.212090089941792570e-01
7.750576015460306500e-01
8.108437164260030583e-01
5.188329934285481615e-01
6.595024441140417970e-01
6.437242530124642759e-01
5.792261722158984494e-01
8.824132914978080056e-01
8.723623654075620681e-01
2.450152393882216728e-01
9.150823566863131031e-01
6.915921409624272709e-01
7.685277617854286980e-01
5.257530372310134092e-01
6.814633695906308075e-01
5.611425419454065810e-01
8.506670640041923415e-01
5.486021196771715402e-01
7.749242635336681673e-01
3.329225712138563775e-01
3.967940531070417443e-01
7.157853507028987261e-01
8.092809585799864980e-01
9.044396517976434069e-01
8.361828033822920059e-01
6.872676285304687438e-01
8.232557878842857724e-01
8.733054091566923027e-01
7.027642214999338943e-01
6.241877839323592969e-01
9.615779162483458764e-01
7.942087085792874923e-01
6.067553308004666190e-01
7.977647343851265171e-01
8.202179436485503849e-01
6.654203607944130239e-01
6.113916631815995428e-01
6.674169801264840940e-01
6.508683185609146493e-01
8.178439359381376450e-01
8.182235610872906628e-01
9.288784237188524306e-01
6.688330601410655829e-01
5.005198407226273405e-01
8.034242286186416004e-01
8.619090912009668148e-01
9.228254502102719581e-01
7.810218521634522126e-01
6.324891437857275145e-01
7.888525589667310101e-01
8.356163999719745661e-01
6.438566282435678190e-01
5.866257855577607927e-01
5.969298963905387279e-01
8.802602393218362797e-01
6.153846622980826409e-01
6.917353474190292006e-01
7.395099728874519052e-01
6.217920588359800993e-01
7.663588589043113242e-01
9.424959311857455946e-01
6.628184956750642343e-01
6.907187213999285147e-01
9.193927446243659318e-01
7.348469228349534532e-01
7.571428571428571175e-01
6.389994140665498090e-01
5.037034853623516550e-01
8.434953843209909152e-01
7.128819433188262611e-01
8.290354348704587206e-01
8.279953526004124598e-01
7.251000260626597749e-01
6.425754631219990909e-01
7.370576424228760803e-01
6.285714285714285587e-01
7.157853507028987261e-01
6.670137985134995118e-01
6.402452055939319431e-01
4.751644452187052670e-01
5.375872022286245500e-01
7.997820609382871870e-01
9.383691004580571038e-01
8.724796171273985212e-01
8.128616411290715549e-01
5.493502655735357232e-01
8.126236169698385359e-01
9.531570717155407602e-01
7.766601948091960139e-01
6.995690518657851076e-01
7.270974040117561543e-01
7.624055554098260190e-01
5.041183773141628688e-01
6.543844320904999012e-01
7.464641250104280257e-01
8.649170848737836037e-01
7.571197497526424014e-01
5.502846416293905030e-01
6.806417011483288926e-01
6.569228410153045150e-01
