gx,gy,n_poi
-40,-207,4
-40,-198,1
-40,-197,2
-40,-196,6
-40,-195,17
-40,-194,1
-40,-192,5
-40,-191,3
-40,-189,1
-40,-188,1
-40,-187,1
-40,-186,4
-40,-185,6
-40,-184,1
-40,-183,1
-40,-178,1
-40,-177,1
-40,-176,1
-40,-175,1
-40,-174,1
-40,-172,2
-40,-171,2
-40,-170,5
-40,-169,4
-40,-168,8
-40,-167,76
-40,-166,70
-40,-165,2
-40,-164,1
-40,-163,1
-40,-162,5
-40,-161,9
-40,-158,3
-40,-157,4
-40,-155,9
-40,-154,3
-40,-153,13
-40,-152,20
-40,-151,27
-40,-150,4
-40,-149,3
-40,-148,3
-40,-147,6
-40,-146,62
-40,-145,1
-40,-143,1
-40,-141,2
-40,-140,4
-40,-139,25
-40,-138,5
-40,-137,10
-40,-136,12
-40,-135,3
-40,-134,4
-40,-131,4
-40,-130,5
-40,-129,2
-40,-128,3
-40,-127,3
-40,-125,3
-40,-123,3
-40,-122,2
-40,-121,2
-40,-120,7
-40,-118,1
-40,-117,4
-40,-116,2
-40,-113,1
-40,-111,1
-40,-107,2
-40,-106,6
-40,-105,6
-40,-102,1
-40,-101,4
-40,-99,8
-40,-98,26
-40,-97,2
-40,-92,1
-40,-90,3
-40,-88,3
-40,-87,1
-40,-86,2
-40,-85,1
-40,-84,2
-40,-82,2
-40,-81,2
-40,-78,3
-40,-75,2
-40,-73,5
-40,-72,1
-40,-71,3
-39,-209,1
-39,-207,5
-39,-206,1
-39,-202,2
-39,-200,1
-39,-199,1
-39,-198,1
-39,-197,1
-39,-195,2
-39,-194,4
-39,-193,2
-39,-192,6
-39,-188,2
-39,-187,3
-39,-186,5
-39,-185,5
-39,-184,60
-39,-183,69
-39,-182,4
-39,-178,3
-39,-174,6
-39,-173,1
-39,-172,1
-39,-171,8
-39,-170,38
-39,-169,32
-39,-168,9
-39,-167,27
-39,-166,17
-39,-165,5
-39,-164,2
-39,-163,1
-39,-162,1
-39,-161,5
-39,-158,3
-39,-157,7
-39,-156,2
-39,-155,3
-39,-154,3
-39,-153,3
-39,-152,19
-39,-151,19
-39,-150,3
-39,-149,23
-39,-148,21
-39,-147,16
-39,-146,20
-39,-145,4
-39,-142,2
-39,-141,2
-39,-140,18
-39,-139,23
-39,-138,2
-39,-137,4
-39,-136,3
-39,-135,2
-39,-134,11
-39,-133,2
-39,-132,2
-39,-131,3
-39,-130,7
-39,-129,4
-39,-128,8
-39,-127,2
-39,-126,4
-39,-125,9
-39,-124,1
-39,-122,1
-39,-121,1
-39,-120,16
-39,-119,14
-39,-118,2
-39,-116,1
-39,-115,5
-39,-114,10
-39,-113,2
-39,-110,1
-39,-109,1
-39,-108,3
-39,-106,3
-39,-105,19
-39,-104,19
-39,-103,2
-39,-100,5
-39,-98,4
-39,-89,10
-39,-88,2
-39,-86,1
-39,-84,2
-39,-83,1
-39,-73,1
-39,-69,1
-39,-68,1
-39,-60,1
-38,-213,2
-38,-212,1
-38,-209,1
-38,-208,1
-38,-207,8
-38,-206,2
-38,-202,1
-38,-200,2
-38,-199,10
-38,-198,7
-38,-196,1
-38,-194,3
-38,-193,9
-38,-192,5
-38,-191,2
-38,-190,6
-38,-189,1
-38,-187,2
-38,-186,1
-38,-185,9
-38,-184,21
-38,-183,60
-38,-182,6
-38,-181,4
-38,-180,2
-38,-179,3
-38,-178,2
-38,-176,3
-38,-175,7
-38,-174,7
-38,-172,2
-38,-170,21
-38,-169,48
-38,-168,5
-38,-167,19
-38,-166,2
-38,-165,2
-38,-164,7
-38,-163,1
-38,-162,3
-38,-161,6
-38,-160,1
-38,-157,2
-38,-156,2
-38,-155,1
-38,-153,1
-38,-152,22
-38,-151,128
-38,-150,62
-38,-149,94
-38,-148,22
-38,-147,5
-38,-146,2
-38,-145,6
-38,-144,1
-38,-142,1
-38,-141,2
-38,-140,59
-38,-139,18
-38,-138,6
-38,-137,2
-38,-136,2
-38,-135,1
-38,-134,3
-38,-133,1
-38,-132,2
-38,-131,5
-38,-130,7
-38,-129,18
-38,-128,4
-38,-127,4
-38,-126,5
-38,-124,1
-38,-122,12
-38,-121,6
-38,-120,26
-38,-119,24
-38,-118,3
-38,-116,7
-38,-115,2
-38,-114,6
-38,-113,1
-38,-110,1
-38,-108,3
-38,-107,2
-38,-106,8
-38,-105,7
-38,-104,10
-38,-103,2
-38,-102,1
-38,-101,3
-38,-100,2
-38,-99,4
-38,-98,3
-38,-96,1
-38,-95,2
-38,-91,2
-38,-90,1
-38,-89,2
-38,-88,2
-38,-87,1
-38,-86,1
-38,-85,1
-38,-84,2
-38,-81,1
-38,-74,3
-38,-72,1
-38,-71,1
-38,-70,2
-37,-212,3
-37,-208,1
-37,-207,6
-37,-206,8
-37,-201,1
-37,-200,3
-37,-199,4
-37,-195,1
-37,-192,4
-37,-191,6
-37,-190,12
-37,-189,2
-37,-187,1
-37,-185,2
-37,-184,17
-37,-183,17
-37,-182,6
-37,-181,1
-37,-180,2
-37,-179,1
-37,-177,4
-37,-176,9
-37,-175,30
-37,-173,1
-37,-172,1
-37,-170,14
-37,-169,3
-37,-168,2
-37,-167,7
-37,-166,1
-37,-165,6
-37,-164,3
-37,-163,2
-37,-162,5
-37,-161,5
-37,-160,2
-37,-159,10
-37,-158,6
-37,-157,4
-37,-155,1
-37,-154,2
-37,-153,29
-37,-152,14
-37,-151,24
-37,-150,163
-37,-149,57
-37,-148,8
-37,-147,10
-37,-146,3
-37,-145,7
-37,-144,7
-37,-143,1
-37,-142,10
-37,-141,10
-37,-140,25
-37,-139,3
-37,-138,5
-37,-137,2
-37,-136,2
-37,-134,16
-37,-133,5
-37,-132,7
-37,-131,5
-37,-130,15
-37,-129,22
-37,-128,1
-37,-127,1
-37,-125,3
-37,-124,4
-37,-123,3
-37,-122,2
-37,-120,3
-37,-119,3
-37,-118,1
-37,-117,5
-37,-116,1
-37,-115,1
-37,-114,1
-37,-113,3
-37,-112,2
-37,-110,2
-37,-109,4
-37,-108,1
-37,-107,2
-37,-106,3
-37,-104,3
-37,-102,2
-37,-101,5
-37,-100,1
-37,-99,3
-37,-98,1
-37,-92,1
-37,-91,2
-37,-90,1
-37,-88,2
-37,-86,1
-37,-84,1
-37,-82,2
-37,-74,1
-36,-214,1
-36,-212,1
-36,-211,3
-36,-210,1
-36,-209,3
-36,-208,1
-36,-207,1
-36,-206,6
-36,-205,2
-36,-201,1
-36,-200,2
-36,-199,9
-36,-198,1
-36,-193,2
-36,-192,3
-36,-191,1
-36,-189,5
-36,-188,16
-36,-187,17
-36,-186,4
-36,-185,3
-36,-184,4
-36,-183,8
-36,-182,4
-36,-181,3
-36,-179,4
-36,-178,1
-36,-177,1
-36,-176,23
-36,-175,107
-36,-174,8
-36,-173,2
-36,-170,3
-36,-169,3
-36,-168,2
-36,-167,2
-36,-166,11
-36,-165,23
-36,-164,5
-36,-163,1
-36,-162,2
-36,-161,4
-36,-159,16
-36,-158,18
-36,-157,12
-36,-156,4
-36,-155,7
-36,-154,35
-36,-153,84
-36,-152,4
-36,-151,16
-36,-150,53
-36,-149,10
-36,-148,2
-36,-147,5
-36,-146,43
-36,-145,38
-36,-144,46
-36,-143,15
-36,-142,15
-36,-141,11
-36,-140,10
-36,-139,21
-36,-138,49
-36,-137,36
-36,-136,5
-36,-135,2
-36,-134,1
-36,-133,10
-36,-132,22
-36,-131,5
-36,-130,14
-36,-129,5
-36,-127,2
-36,-126,10
-36,-125,5
-36,-124,1
-36,-122,2
-36,-120,1
-36,-119,3
-36,-118,11
-36,-117,3
-36,-115,1
-36,-113,1
-36,-112,1
-36,-111,5
-36,-110,13
-36,-109,3
-36,-105,11
-36,-104,1
-36,-102,3
-36,-89,1
-36,-86,2
-36,-85,2
-36,-84,3
-36,-82,2
-36,-81,1
-36,-79,1
-36,-78,1
-36,-76,6
-36,-75,3
-36,-72,1
-36,-71,2
-36,-70,2
-36,-69,2
-36,-68,2
-36,-63,1
-36,-62,1
-36,-61,1
-35,-215,1
-35,-211,1
-35,-210,4
-35,-201,1
-35,-200,3
-35,-199,8
-35,-198,4
-35,-197,2
-35,-196,1
-35,-189,2
-35,-188,3
-35,-187,2
-35,-186,4
-35,-185,3
-35,-184,1
-35,-183,2
-35,-182,1
-35,-181,1
-35,-180,4
-35,-179,11
-35,-178,2
-35,-176,2
-35,-175,16
-35,-170,2
-35,-169,1
-35,-168,15
-35,-167,7
-35,-166,47
-35,-165,86
-35,-164,7
-35,-163,2
-35,-162,5
-35,-161,9
-35,-160,2
-35,-159,2
-35,-158,4
-35,-157,3
-35,-156,3
-35,-155,5
-35,-154,13
-35,-153,29
-35,-151,15
-35,-150,8
-35,-149,24
-35,-148,7
-35,-147,19
-35,-146,77
-35,-145,74
-35,-144,54
-35,-143,9
-35,-142,5
-35,-141,63
-35,-140,18
-35,-139,3
-35,-138,9
-35,-137,40
-35,-136,16
-35,-135,2
-35,-133,40
-35,-132,16
-35,-131,3
-35,-130,7
-35,-129,3
-35,-128,1
-35,-127,1
-35,-126,11
-35,-125,6
-35,-123,1
-35,-120,3
-35,-119,38
-35,-118,24
-35,-116,1
-35,-111,5
-35,-110,44
-35,-109,40
-35,-108,5
-35,-107,1
-35,-106,2
-35,-105,3
-35,-90,1
-35,-87,1
-35,-84,1
-35,-82,2
-35,-81,1
-35,-80,2
-35,-79,3
-35,-78,2
-35,-76,1
-35,-75,2
-35,-72,1
-35,-70,2
-34,-211,1
-34,-208,3
-34,-207,1
-34,-206,7
-34,-205,1
-34,-202,1
-34,-201,4
-34,-200,2
-34,-199,29
-34,-198,6
-34,-192,2
-34,-190,1
-34,-188,2
-34,-187,2
-34,-185,10
-34,-181,3
-34,-180,3
-34,-179,1
-34,-177,5
-34,-176,6
-34,-175,2
-34,-174,1
-34,-173,7
-34,-172,5
-34,-171,1
-34,-170,15
-34,-169,11
-34,-168,10
-34,-167,11
-34,-166,90
-34,-165,75
-34,-164,3
-34,-161,3
-34,-160,15
-34,-159,6
-34,-158,1
-34,-157,9
-34,-156,5
-34,-155,1
-34,-154,3
-34,-153,9
-34,-152,9
-34,-151,2
-34,-150,4
-34,-149,18
-34,-148,46
-34,-147,46
-34,-146,53
-34,-145,15
-34,-144,4
-34,-143,31
-34,-142,8
-34,-141,30
-34,-140,25
-34,-139,9
-34,-138,11
-34,-137,30
-34,-136,8
-34,-135,6
-34,-134,13
-34,-133,93
-34,-132,12
-34,-131,8
-34,-130,4
-34,-129,4
-34,-128,3
-34,-127,6
-34,-126,2
-34,-125,2
-34,-124,2
-34,-122,1
-34,-120,12
-34,-119,29
-34,-118,2
-34,-117,1
-34,-116,1
-34,-115,4
-34,-110,1
-34,-109,8
-34,-107,2
-34,-106,1
-34,-105,2
-34,-104,1
-34,-90,2
-34,-89,2
-34,-87,1
-34,-85,1
-34,-83,6
-34,-79,1
-34,-77,2
-34,-76,2
-33,-214,1
-33,-207,2
-33,-206,3
-33,-205,2
-33,-201,2
-33,-199,4
-33,-188,1
-33,-186,1
-33,-185,1
-33,-184,1
-33,-182,1
-33,-180,5
-33,-179,2
-33,-178,1
-33,-177,1
-33,-176,9
-33,-175,4
-33,-174,13
-33,-173,27
-33,-172,4
-33,-171,2
-33,-170,23
-33,-169,4
-33,-167,6
-33,-166,4
-33,-165,76
-33,-164,8
-33,-162,1
-33,-159,6
-33,-158,7
-33,-157,38
-33,-156,18
-33,-155,9
-33,-154,13
-33,-153,7
-33,-152,17
-33,-151,19
-33,-150,14
-33,-149,17
-33,-148,5
-33,-147,28
-33,-146,5
-33,-145,4
-33,-144,6
-33,-143,4
-33,-142,6
-33,-141,12
-33,-140,6
-33,-139,8
-33,-138,8
-33,-137,27
-33,-136,7
-33,-135,8
-33,-134,29
-33,-133,83
-33,-132,36
-33,-131,7
-33,-130,2
-33,-129,1
-33,-128,1
-33,-127,1
-33,-126,2
-33,-123,3
-33,-121,10
-33,-120,3
-33,-118,3
-33,-116,2
-33,-115,2
-33,-114,1
-33,-113,2
-33,-111,1
-33,-109,2
-33,-108,2
-33,-104,1
-33,-97,3
-33,-92,1
-33,-90,2
-33,-88,1
-33,-84,1
-33,-80,2
-33,-69,1
-33,-68,1
-32,-211,1
-32,-208,1
-32,-207,2
-32,-206,1
-32,-205,3
-32,-201,1
-32,-200,5
-32,-197,1
-32,-195,1
-32,-189,1
-32,-188,1
-32,-185,1
-32,-184,1
-32,-180,2
-32,-179,4
-32,-178,2
-32,-177,1
-32,-176,3
-32,-175,3
-32,-174,4
-32,-173,7
-32,-172,1
-32,-171,4
-32,-170,3
-32,-169,5
-32,-168,3
-32,-167,4
-32,-166,1
-32,-165,5
-32,-164,1
-32,-162,1
-32,-161,6
-32,-160,7
-32,-159,15
-32,-158,23
-32,-157,130
-32,-156,26
-32,-155,14
-32,-154,11
-32,-153,6
-32,-152,18
-32,-151,4
-32,-150,28
-32,-149,10
-32,-148,16
-32,-147,26
-32,-146,16
-32,-145,4
-32,-144,2
-32,-143,2
-32,-141,1
-32,-140,1
-32,-139,1
-32,-138,8
-32,-137,8
-32,-136,12
-32,-135,7
-32,-134,28
-32,-133,68
-32,-132,12
-32,-131,6
-32,-130,1
-32,-129,4
-32,-128,1
-32,-126,1
-32,-122,4
-32,-121,3
-32,-120,11
-32,-119,1
-32,-118,18
-32,-117,15
-32,-116,18
-32,-115,2
-32,-114,1
-32,-113,3
-32,-111,1
-32,-110,2
-32,-108,1
-32,-107,1
-32,-106,1
-32,-103,2
-32,-102,1
-32,-95,1
-32,-92,1
-32,-91,3
-32,-88,2
-32,-81,1
-32,-80,1
-32,-78,1
-32,-74,1
-32,-72,1
-31,-211,1
-31,-209,2
-31,-208,2
-31,-207,1
-31,-206,1
-31,-202,1
-31,-201,1
-31,-200,5
-31,-199,1
-31,-198,3
-31,-195,1
-31,-194,1
-31,-191,1
-31,-190,2
-31,-188,1
-31,-187,2
-31,-186,9
-31,-180,1
-31,-178,3
-31,-175,7
-31,-174,33
-31,-173,23
-31,-172,2
-31,-170,3
-31,-169,4
-31,-168,38
-31,-166,4
-31,-165,2
-31,-164,3
-31,-163,3
-31,-160,9
-31,-159,49
-31,-158,26
-31,-157,22
-31,-156,10
-31,-155,11
-31,-154,7
-31,-153,5
-31,-152,8
-31,-151,5
-31,-150,6
-31,-149,10
-31,-148,17
-31,-147,35
-31,-146,8
-31,-145,2
-31,-144,3
-31,-138,1
-31,-137,6
-31,-136,8
-31,-135,6
-31,-134,20
-31,-133,25
-31,-132,6
-31,-131,3
-31,-130,13
-31,-128,1
-31,-127,4
-31,-125,1
-31,-124,1
-31,-123,16
-31,-122,2
-31,-120,12
-31,-119,13
-31,-118,4
-31,-117,14
-31,-116,3
-31,-115,1
-31,-113,2
-31,-112,1
-31,-111,7
-31,-110,2
-31,-105,1
-31,-103,2
-31,-99,2
-31,-94,1
-31,-93,1
-31,-92,1
-31,-91,1
-31,-88,1
-31,-87,1
-31,-79,2
-30,-214,1
-30,-207,1
-30,-202,3
-30,-198,1
-30,-185,1
-30,-184,1
-30,-183,1
-30,-182,3
-30,-181,1
-30,-180,1
-30,-179,2
-30,-177,1
-30,-169,7
-30,-168,7
-30,-167,7
-30,-166,5
-30,-165,2
-30,-164,1
-30,-162,2
-30,-161,4
-30,-160,7
-30,-159,5
-30,-158,2
-30,-157,9
-30,-156,12
-30,-155,10
-30,-154,15
-30,-153,31
-30,-152,18
-30,-151,23
-30,-150,13
-30,-149,14
-30,-148,18
-30,-147,44
-30,-146,15
-30,-145,11
-30,-144,4
-30,-142,1
-30,-139,1
-30,-138,1
-30,-137,4
-30,-136,20
-30,-135,32
-30,-134,11
-30,-133,60
-30,-132,24
-30,-131,20
-30,-130,47
-30,-129,16
-30,-128,12
-30,-127,10
-30,-126,3
-30,-125,6
-30,-124,23
-30,-123,19
-30,-122,1
-30,-121,4
-30,-120,3
-30,-119,2
-30,-118,6
-30,-117,3
-30,-116,1
-30,-115,1
-30,-112,5
-30,-111,3
-30,-107,1
-30,-105,2
-30,-97,1
-30,-96,2
-30,-85,1
-30,-79,1
-30,-70,1
-29,-201,2
-29,-199,2
-29,-198,1
-29,-197,1
-29,-190,1
-29,-187,4
-29,-186,2
-29,-185,1
-29,-183,1
-29,-181,2
-29,-180,1
-29,-173,1
-29,-169,1
-29,-165,1
-29,-164,2
-29,-161,3
-29,-160,6
-29,-158,9
-29,-157,6
-29,-156,2
-29,-155,7
-29,-154,24
-29,-153,72
-29,-152,33
-29,-151,14
-29,-150,24
-29,-149,54
-29,-148,67
-29,-147,38
-29,-146,13
-29,-145,10
-29,-144,1
-29,-143,2
-29,-142,1
-29,-141,2
-29,-140,4
-29,-139,4
-29,-138,2
-29,-137,1
-29,-136,16
-29,-135,31
-29,-134,40
-29,-133,62
-29,-132,42
-29,-131,23
-29,-130,10
-29,-129,7
-29,-128,1
-29,-127,1
-29,-124,4
-29,-123,11
-29,-119,3
-29,-118,4
-29,-117,1
-29,-114,1
-29,-113,6
-29,-112,2
-29,-111,3
-29,-110,2
-29,-99,2
-29,-98,1
-29,-89,1
-29,-82,2
-29,-81,1
-29,-78,1
-29,-63,4
-28,-190,2
-28,-188,2
-28,-171,1
-28,-166,1
-28,-165,1
-28,-164,1
-28,-163,1
-28,-161,2
-28,-160,3
-28,-159,5
-28,-158,6
-28,-156,15
-28,-155,10
-28,-154,20
-28,-153,74
-28,-152,13
-28,-151,17
-28,-150,22
-28,-149,177
-28,-148,128
-28,-147,14
-28,-146,22
-28,-145,10
-28,-144,3
-28,-143,3
-28,-142,1
-28,-141,2
-28,-140,9
-28,-139,1
-28,-138,20
-28,-137,9
-28,-136,53
-28,-135,85
-28,-134,49
-28,-133,14
-28,-132,6
-28,-131,5
-28,-130,4
-28,-127,4
-28,-126,9
-28,-125,5
-28,-124,5
-28,-123,2
-28,-121,1
-28,-120,2
-28,-119,7
-28,-118,1
-28,-117,1
-28,-115,1
-28,-113,2
-28,-112,5
-28,-111,10
-28,-110,2
-28,-108,1
-28,-107,4
-28,-106,1
-28,-105,1
-28,-99,3
-28,-86,1
-28,-76,1
-28,-73,1
-28,-62,2
-27,-191,2
-27,-188,2
-27,-187,2
-27,-186,2
-27,-185,1
-27,-182,1
-27,-181,1
-27,-180,7
-27,-177,1
-27,-157,2
-27,-156,1
-27,-155,1
-27,-154,3
-27,-153,22
-27,-152,3
-27,-151,2
-27,-150,44
-27,-149,114
-27,-148,84
-27,-147,115
-27,-146,94
-27,-145,71
-27,-144,25
-27,-143,4
-27,-142,1
-27,-141,4
-27,-140,3
-27,-138,7
-27,-137,8
-27,-136,96
-27,-135,101
-27,-134,13
-27,-133,1
-27,-132,5
-27,-131,33
-27,-130,34
-27,-129,20
-27,-128,19
-27,-127,8
-27,-126,4
-27,-125,3
-27,-124,2
-27,-123,2
-27,-122,1
-27,-121,1
-27,-120,9
-27,-119,4
-27,-117,25
-27,-116,4
-27,-115,1
-27,-114,2
-27,-112,1
-27,-111,3
-27,-99,2
-27,-98,1
-27,-97,1
-27,-95,1
-27,-94,2
-27,-89,1
-27,-88,4
-27,-79,1
-27,-78,4
-27,-72,1
-26,-206,1
-26,-190,3
-26,-187,1
-26,-186,3
-26,-181,1
-26,-180,1
-26,-178,1
-26,-155,2
-26,-154,19
-26,-153,9
-26,-151,1
-26,-150,9
-26,-149,40
-26,-148,58
-26,-147,103
-26,-146,121
-26,-145,176
-26,-144,80
-26,-143,52
-26,-142,65
-26,-141,30
-26,-140,35
-26,-139,30
-26,-138,5
-26,-137,19
-26,-136,69
-26,-135,44
-26,-134,102
-26,-133,12
-26,-132,10
-26,-131,10
-26,-130,4
-26,-129,9
-26,-128,14
-26,-127,6
-26,-126,2
-26,-125,11
-26,-124,3
-26,-123,19
-26,-122,8
-26,-121,7
-26,-120,9
-26,-118,1
-26,-117,3
-26,-116,7
-26,-115,3
-26,-113,3
-26,-112,5
-26,-111,7
-26,-110,1
-26,-108,1
-26,-103,1
-26,-100,1
-26,-99,2
-26,-93,1
-26,-92,1
-26,-90,1
-26,-85,2
-26,-71,2
-26,-64,1
-25,-203,1
-25,-202,1
-25,-193,1
-25,-182,1
-25,-181,1
-25,-180,1
-25,-162,1
-25,-150,13
-25,-149,14
-25,-148,29
-25,-147,93
-25,-146,149
-25,-145,135
-25,-144,37
-25,-143,38
-25,-142,114
-25,-141,89
-25,-140,55
-25,-139,29
-25,-138,15
-25,-137,17
-25,-136,65
-25,-135,20
-25,-134,52
-25,-133,14
-25,-132,10
-25,-131,6
-25,-130,6
-25,-129,4
-25,-128,7
-25,-127,3
-25,-126,19
-25,-125,7
-25,-124,4
-25,-123,11
-25,-122,4
-25,-121,24
-25,-120,8
-25,-119,15
-25,-116,1
-25,-115,6
-25,-114,3
-25,-112,4
-25,-111,3
-25,-99,3
-25,-97,5
-25,-88,1
-25,-87,1
-25,-77,1
-25,-71,1
-25,-69,1
-25,-68,3
-25,-64,1
-24,-207,1
-24,-203,23
-24,-202,28
-24,-197,1
-24,-192,1
-24,-182,2
-24,-177,1
-24,-168,1
-24,-167,2
-24,-166,1
-24,-163,1
-24,-156,1
-24,-154,1
-24,-151,1
-24,-150,9
-24,-149,6
-24,-148,33
-24,-147,54
-24,-146,75
-24,-145,77
-24,-144,28
-24,-143,73
-24,-142,214
-24,-141,68
-24,-140,11
-24,-139,2
-24,-138,49
-24,-137,41
-24,-136,44
-24,-135,32
-24,-134,47
-24,-133,41
-24,-132,25
-24,-131,8
-24,-130,12
-24,-129,6
-24,-128,4
-24,-127,7
-24,-126,1
-24,-125,3
-24,-124,3
-24,-123,1
-24,-122,4
-24,-121,14
-24,-120,8
-24,-119,29
-24,-118,4
-24,-117,1
-24,-116,4
-24,-115,4
-24,-114,3
-24,-113,2
-24,-112,4
-24,-109,4
-24,-97,2
-24,-90,1
-24,-89,1
-24,-85,1
-24,-81,1
-23,-204,2
-23,-203,6
-23,-202,1
-23,-191,1
-23,-187,1
-23,-169,2
-23,-168,1
-23,-167,4
-23,-166,8
-23,-163,1
-23,-157,1
-23,-156,1
-23,-154,1
-23,-153,2
-23,-150,8
-23,-149,45
-23,-148,24
-23,-147,19
-23,-146,22
-23,-145,26
-23,-144,24
-23,-143,62
-23,-142,95
-23,-141,31
-23,-140,15
-23,-139,9
-23,-138,94
-23,-137,125
-23,-136,41
-23,-135,69
-23,-134,283
-23,-133,287
-23,-132,71
-23,-131,23
-23,-130,57
-23,-129,10
-23,-128,7
-23,-127,10
-23,-126,5
-23,-125,3
-23,-124,4
-23,-123,2
-23,-122,2
-23,-121,60
-23,-120,4
-23,-119,2
-23,-118,1
-23,-117,5
-23,-116,2
-23,-115,1
-23,-112,7
-23,-110,1
-23,-109,3
-23,-105,3
-23,-104,2
-23,-103,1
-23,-101,4
-23,-100,1
-23,-99,3
-23,-98,5
-23,-97,6
-23,-96,1
-23,-94,3
-23,-93,1
-23,-92,2
-23,-91,1
-23,-90,2
-23,-88,1
-23,-87,3
-23,-85,1
-23,-84,1
-23,-83,3
-23,-82,1
-22,-210,1
-22,-187,2
-22,-170,4
-22,-169,4
-22,-168,8
-22,-167,18
-22,-166,47
-22,-165,19
-22,-162,1
-22,-157,3
-22,-155,2
-22,-153,3
-22,-152,3
-22,-151,1
-22,-150,4
-22,-149,12
-22,-148,19
-22,-147,21
-22,-146,13
-22,-145,6
-22,-144,8
-22,-143,13
-22,-142,28
-22,-141,39
-22,-140,54
-22,-139,37
-22,-138,22
-22,-137,10
-22,-136,10
-22,-135,102
-22,-134,221
-22,-133,56
-22,-132,29
-22,-131,64
-22,-130,149
-22,-129,146
-22,-128,25
-22,-127,14
-22,-126,9
-22,-125,4
-22,-124,3
-22,-123,3
-22,-122,4
-22,-121,9
-22,-120,2
-22,-119,2
-22,-118,3
-22,-117,8
-22,-115,4
-22,-113,3
-22,-107,2
-22,-99,1
-22,-91,1
-22,-90,1
-22,-75,1
-22,-72,1
-22,-67,1
-22,-65,1
-21,-211,1
-21,-206,1
-21,-205,1
-21,-193,1
-21,-171,3
-21,-170,4
-21,-169,7
-21,-168,1
-21,-167,66
-21,-166,14
-21,-165,27
-21,-164,1
-21,-163,2
-21,-155,1
-21,-153,2
-21,-152,16
-21,-151,7
-21,-149,1
-21,-148,9
-21,-147,5
-21,-146,12
-21,-145,32
-21,-144,27
-21,-143,29
-21,-142,13
-21,-141,14
-21,-140,15
-21,-139,2
-21,-138,15
-21,-137,13
-21,-136,24
-21,-135,44
-21,-134,59
-21,-133,29
-21,-132,21
-21,-131,27
-21,-130,54
-21,-129,76
-21,-128,104
-21,-127,34
-21,-126,9
-21,-125,2
-21,-124,7
-21,-123,4
-21,-122,6
-21,-121,1
-21,-120,2
-21,-119,8
-21,-118,1
-21,-117,2
-21,-114,3
-21,-113,1
-21,-111,1
-21,-107,2
-21,-101,1
-21,-99,2
-21,-74,1
-21,-68,1
-21,-66,1
-21,-65,3
-20,-202,1
-20,-200,1
-20,-199,3
-20,-198,1
-20,-197,1
-20,-171,3
-20,-170,12
-20,-169,3
-20,-168,1
-20,-167,24
-20,-166,7
-20,-165,8
-20,-164,5
-20,-154,6
-20,-153,1
-20,-152,6
-20,-151,6
-20,-150,17
-20,-149,1
-20,-148,10
-20,-147,6
-20,-146,10
-20,-145,8
-20,-144,24
-20,-143,49
-20,-142,21
-20,-141,4
-20,-140,8
-20,-139,19
-20,-138,21
-20,-137,17
-20,-136,5
-20,-135,9
-20,-134,13
-20,-133,9
-20,-132,8
-20,-131,6
-20,-130,11
-20,-129,8
-20,-128,23
-20,-127,11
-20,-126,2
-20,-125,3
-20,-124,22
-20,-123,2
-20,-122,2
-20,-120,2
-20,-119,5
-20,-118,4
-20,-116,1
-20,-115,19
-20,-114,6
-20,-104,1
-20,-99,6
-20,-98,1
-20,-91,1
-20,-74,1
-20,-67,2
-20,-66,2
-20,-65,1
-19,-201,7
-19,-200,20
-19,-199,5
-19,-198,1
-19,-188,1
-19,-187,1
-19,-185,1
-19,-179,1
-19,-170,3
-19,-167,10
-19,-166,8
-19,-163,1
-19,-154,2
-19,-153,23
-19,-152,7
-19,-151,3
-19,-150,45
-19,-149,12
-19,-148,7
-19,-146,8
-19,-145,21
-19,-144,16
-19,-143,29
-19,-142,7
-19,-141,38
-19,-140,85
-19,-139,18
-19,-138,9
-19,-137,36
-19,-136,11
-19,-135,10
-19,-134,4
-19,-133,7
-19,-132,6
-19,-131,10
-19,-130,7
-19,-129,11
-19,-128,8
-19,-127,5
-19,-126,7
-19,-125,3
-19,-124,6
-19,-123,2
-19,-122,1
-19,-121,3
-19,-119,1
-19,-118,2
-19,-115,5
-19,-114,10
-19,-113,3
-19,-112,1
-19,-103,1
-19,-102,2
-19,-100,1
-19,-99,5
-19,-98,1
-19,-92,1
-19,-89,2
-19,-88,4
-19,-86,1
-19,-73,1
-19,-71,1
-19,-67,2
-18,-202,10
-18,-201,52
-18,-200,13
-18,-199,1
-18,-196,1
-18,-187,4
-18,-186,1
-18,-166,1
-18,-164,1
-18,-163,2
-18,-162,4
-18,-159,1
-18,-158,1
-18,-154,1
-18,-152,1
-18,-150,4
-18,-149,10
-18,-148,4
-18,-147,9
-18,-146,2
-18,-145,5
-18,-144,25
-18,-143,8
-18,-142,15
-18,-141,44
-18,-140,57
-18,-139,24
-18,-138,16
-18,-137,14
-18,-136,11
-18,-135,46
-18,-134,6
-18,-133,4
-18,-132,2
-18,-131,5
-18,-130,6
-18,-129,9
-18,-128,1
-18,-127,4
-18,-126,3
-18,-125,10
-18,-124,6
-18,-123,2
-18,-118,4
-18,-116,1
-18,-115,1
-18,-114,1
-18,-112,2
-18,-107,1
-18,-104,1
-18,-102,2
-18,-101,9
-18,-100,12
-18,-99,1
-18,-97,1
-18,-96,3
-18,-95,1
-18,-89,1
-18,-81,1
-18,-71,1
