gx,gy,n_poi
-18,-67,4
-18,-66,2
-17,-204,1
-17,-203,1
-17,-202,2
-17,-201,1
-17,-200,58
-17,-199,33
-17,-198,16
-17,-166,1
-17,-165,5
-17,-164,7
-17,-163,1
-17,-162,3
-17,-160,1
-17,-157,1
-17,-154,1
-17,-152,2
-17,-149,1
-17,-147,1
-17,-146,1
-17,-144,1
-17,-143,11
-17,-142,19
-17,-141,11
-17,-140,22
-17,-139,16
-17,-138,5
-17,-137,1
-17,-136,8
-17,-135,14
-17,-134,15
-17,-133,6
-17,-132,2
-17,-131,2
-17,-130,1
-17,-129,7
-17,-128,12
-17,-127,10
-17,-126,1
-17,-125,5
-17,-124,3
-17,-123,4
-17,-122,3
-17,-120,2
-17,-119,1
-17,-118,1
-17,-111,3
-17,-110,1
-17,-101,2
-17,-100,3
-17,-99,1
-17,-97,1
-17,-95,1
-17,-93,1
-17,-92,1
-17,-91,1
-17,-90,1
-17,-89,1
-17,-84,1
-17,-83,1
-17,-82,1
-17,-73,1
-17,-71,2
-17,-69,1
-17,-66,1
-16,-201,3
-16,-200,11
-16,-174,1
-16,-165,7
-16,-164,23
-16,-163,11
-16,-162,1
-16,-161,3
-16,-157,1
-16,-156,2
-16,-154,3
-16,-153,7
-16,-152,2
-16,-151,1
-16,-148,3
-16,-147,3
-16,-146,1
-16,-145,6
-16,-144,4
-16,-143,1
-16,-141,1
-16,-140,2
-16,-139,1
-16,-137,4
-16,-136,9
-16,-135,1
-16,-134,2
-16,-133,3
-16,-132,16
-16,-131,2
-16,-130,8
-16,-129,16
-16,-128,10
-16,-127,10
-16,-126,7
-16,-125,2
-16,-124,4
-16,-123,5
-16,-122,4
-16,-121,6
-16,-120,6
-16,-119,6
-16,-118,2
-16,-116,1
-16,-110,2
-16,-109,3
-16,-100,16
-16,-99,11
-16,-93,2
-16,-92,17
-16,-91,1
-16,-89,1
-16,-88,2
-16,-82,1
-16,-78,1
-16,-74,3
-16,-73,7
-16,-72,1
-16,-71,1
-16,-67,1
-15,-205,1
-15,-201,4
-15,-200,2
-15,-166,1
-15,-165,20
-15,-164,13
-15,-163,10
-15,-162,2
-15,-160,1
-15,-156,1
-15,-155,1
-15,-154,18
-15,-153,49
-15,-152,14
-15,-151,4
-15,-150,1
-15,-148,4
-15,-147,6
-15,-146,21
-15,-145,13
-15,-144,2
-15,-143,2
-15,-142,4
-15,-141,4
-15,-140,2
-15,-139,1
-15,-138,3
-15,-137,4
-15,-136,51
-15,-135,9
-15,-134,2
-15,-132,10
-15,-131,7
-15,-130,6
-15,-129,22
-15,-128,63
-15,-127,31
-15,-126,10
-15,-125,6
-15,-124,4
-15,-123,4
-15,-122,2
-15,-121,1
-15,-120,1
-15,-119,2
-15,-117,1
-15,-107,1
-15,-99,1
-15,-92,6
-15,-91,4
-15,-90,1
-15,-89,1
-15,-82,3
-15,-81,1
-15,-80,1
-15,-79,1
-15,-77,2
-15,-76,2
-15,-74,3
-15,-73,4
-15,-72,2
-15,-71,1
-15,-69,2
-14,-166,3
-14,-165,12
-14,-164,17
-14,-163,1
-14,-162,3
-14,-160,1
-14,-155,1
-14,-154,35
-14,-153,37
-14,-152,5
-14,-151,1
-14,-149,3
-14,-147,11
-14,-146,64
-14,-145,10
-14,-144,8
-14,-143,2
-14,-142,4
-14,-141,2
-14,-140,3
-14,-139,9
-14,-138,2
-14,-137,2
-14,-136,22
-14,-135,4
-14,-134,3
-14,-133,3
-14,-132,6
-14,-131,3
-14,-130,14
-14,-129,51
-14,-128,52
-14,-127,7
-14,-126,9
-14,-125,10
-14,-124,4
-14,-123,2
-14,-122,9
-14,-121,1
-14,-120,1
-14,-119,2
-14,-118,3
-14,-117,4
-14,-115,4
-14,-114,1
-14,-112,1
-14,-102,1
-14,-99,1
-14,-97,1
-14,-92,1
-14,-91,1
-14,-87,1
-14,-75,2
-14,-73,2
-14,-72,1
-14,-71,2
-13,-205,1
-13,-179,1
-13,-165,1
-13,-164,13
-13,-163,2
-13,-162,2
-13,-161,1
-13,-159,1
-13,-158,1
-13,-157,2
-13,-156,3
-13,-155,7
-13,-154,12
-13,-153,21
-13,-152,3
-13,-150,1
-13,-148,1
-13,-147,17
-13,-146,16
-13,-145,8
-13,-143,6
-13,-142,21
-13,-141,4
-13,-140,18
-13,-139,24
-13,-138,7
-13,-137,3
-13,-136,11
-13,-135,5
-13,-134,2
-13,-133,1
-13,-132,2
-13,-131,1
-13,-130,4
-13,-129,26
-13,-128,34
-13,-127,12
-13,-126,4
-13,-125,5
-13,-124,5
-13,-123,1
-13,-122,3
-13,-121,5
-13,-120,3
-13,-119,17
-13,-118,1
-13,-117,1
-13,-116,1
-13,-115,1
-13,-112,1
-13,-111,4
-13,-110,1
-13,-104,2
-13,-102,3
-13,-101,5
-13,-99,1
-13,-97,1
-13,-92,1
-13,-89,3
-13,-81,1
-13,-77,1
-13,-76,2
-13,-72,5
-13,-70,3
-12,-162,1
-12,-160,2
-12,-159,3
-12,-158,2
-12,-157,2
-12,-156,11
-12,-149,1
-12,-148,3
-12,-147,5
-12,-146,2
-12,-145,1
-12,-143,2
-12,-142,15
-12,-141,1
-12,-140,5
-12,-139,2
-12,-138,3
-12,-136,7
-12,-135,4
-12,-134,1
-12,-133,2
-12,-132,4
-12,-131,2
-12,-130,12
-12,-129,14
-12,-128,2
-12,-127,10
-12,-126,3
-12,-125,6
-12,-124,2
-12,-123,2
-12,-122,9
-12,-121,3
-12,-118,14
-12,-114,1
-12,-113,9
-12,-112,12
-12,-111,18
-12,-110,4
-12,-109,1
-12,-99,2
-12,-96,2
-12,-95,2
-12,-93,1
-12,-90,4
-12,-85,1
-12,-84,1
-12,-83,10
-12,-82,1
-12,-78,1
-12,-77,12
-12,-76,3
-12,-71,2
-12,-70,12
-12,-69,3
-11,-160,3
-11,-159,3
-11,-157,1
-11,-156,1
-11,-153,3
-11,-152,1
-11,-149,10
-11,-148,24
-11,-147,7
-11,-146,2
-11,-145,4
-11,-144,1
-11,-143,1
-11,-142,10
-11,-139,3
-11,-137,1
-11,-136,7
-11,-135,3
-11,-134,1
-11,-133,2
-11,-132,2
-11,-131,2
-11,-130,13
-11,-129,2
-11,-128,3
-11,-126,3
-11,-125,1
-11,-124,1
-11,-122,1
-11,-118,2
-11,-113,4
-11,-112,55
-11,-111,53
-11,-110,5
-11,-109,1
-11,-108,1
-11,-105,2
-11,-101,1
-11,-100,1
-11,-99,1
-11,-98,1
-11,-97,1
-11,-96,1
-11,-95,1
-11,-94,1
-11,-93,2
-11,-92,2
-11,-89,1
-11,-88,2
-11,-87,3
-11,-86,1
-11,-85,2
-11,-84,1
-11,-83,1
-11,-82,1
-11,-78,3
-11,-77,27
-11,-76,7
-11,-73,1
-11,-72,2
-11,-70,4
-10,-153,1
-10,-152,1
-10,-150,4
-10,-149,2
-10,-148,4
-10,-147,15
-10,-146,4
-10,-145,1
-10,-144,2
-10,-143,9
-10,-142,10
-10,-141,1
-10,-139,15
-10,-138,1
-10,-137,1
-10,-135,3
-10,-133,2
-10,-132,1
-10,-131,3
-10,-130,11
-10,-129,4
-10,-128,2
-10,-127,3
-10,-122,3
-10,-120,1
-10,-119,1
-10,-118,1
-10,-117,3
-10,-114,1
-10,-112,26
-10,-111,3
-10,-110,1
-10,-105,1
-10,-94,1
-10,-93,2
-10,-92,1
-10,-91,1
-10,-88,3
-10,-87,2
-10,-85,1
-10,-84,1
-10,-83,1
-10,-77,3
-10,-74,1
-10,-73,2
-10,-72,1
-10,-71,1
-9,-159,2
-9,-158,3
-9,-153,1
-9,-150,3
-9,-148,4
-9,-147,12
-9,-146,1
-9,-142,3
-9,-141,1
-9,-140,1
-9,-138,1
-9,-136,4
-9,-135,6
-9,-134,2
-9,-133,3
-9,-132,1
-9,-130,13
-9,-129,73
-9,-128,5
-9,-127,1
-9,-126,1
-9,-125,2
-9,-122,1
-9,-118,4
-9,-115,2
-9,-114,1
-9,-112,4
-9,-111,1
-9,-109,1
-9,-105,1
-9,-104,6
-9,-102,1
-9,-98,2
-9,-97,1
-9,-96,3
-9,-95,3
-9,-94,1
-9,-92,1
-9,-88,1
-9,-87,3
-9,-74,1
-9,-72,1
-8,-158,1
-8,-157,1
-8,-155,1
-8,-149,1
-8,-148,2
-8,-147,6
-8,-146,5
-8,-145,4
-8,-144,1
-8,-143,3
-8,-142,4
-8,-139,3
-8,-138,1
-8,-137,2
-8,-136,37
-8,-135,87
-8,-134,23
-8,-133,6
-8,-132,2
-8,-131,3
-8,-130,9
-8,-129,113
-8,-128,3
-8,-127,2
-8,-126,2
-8,-125,8
-8,-124,2
-8,-123,1
-8,-122,2
-8,-121,2
-8,-117,2
-8,-116,1
-8,-115,3
-8,-114,4
-8,-111,1
-8,-108,1
-8,-107,1
-8,-104,1
-8,-102,2
-8,-99,3
-8,-92,1
-8,-91,1
-8,-83,1
-7,-157,1
-7,-156,1
-7,-150,2
-7,-148,2
-7,-147,17
-7,-146,5
-7,-145,17
-7,-144,1
-7,-142,3
-7,-141,2
-7,-140,6
-7,-139,10
-7,-138,6
-7,-137,2
-7,-136,29
-7,-135,80
-7,-134,14
-7,-133,33
-7,-132,5
-7,-131,8
-7,-130,2
-7,-129,13
-7,-128,7
-7,-127,1
-7,-126,9
-7,-125,3
-7,-124,1
-7,-123,1
-7,-122,1
-7,-120,1
-7,-115,2
-7,-114,1
-7,-108,1
-7,-105,1
-7,-101,1
-7,-99,2
-7,-94,1
-7,-90,1
-7,-89,1
-6,-159,2
-6,-157,1
-6,-152,7
-6,-150,1
-6,-148,3
-6,-147,23
-6,-146,4
-6,-145,1
-6,-142,2
-6,-141,1
-6,-140,1
-6,-139,2
-6,-138,3
-6,-137,1
-6,-136,6
-6,-135,7
-6,-134,3
-6,-133,2
-6,-132,3
-6,-131,2
-6,-130,1
-6,-128,2
-6,-126,12
-6,-125,9
-6,-124,3
-6,-123,3
-6,-121,1
-6,-115,2
-6,-114,3
-6,-103,1
-6,-99,2
-6,-93,1
-6,-84,1
-6,-74,1
-6,-73,2
-5,-159,1
-5,-148,7
-5,-147,7
-5,-146,4
-5,-144,1
-5,-143,1
-5,-141,1
-5,-140,3
-5,-138,3
-5,-137,1
-5,-136,2
-5,-135,2
-5,-134,1
-5,-133,2
-5,-132,1
-5,-131,1
-5,-129,3
-5,-127,7
-5,-125,3
-5,-123,2
-5,-121,1
-5,-119,3
-5,-118,1
-5,-105,2
-5,-104,1
-5,-102,1
-5,-101,1
-5,-100,1
-5,-99,1
-5,-96,4
-5,-95,2
-5,-94,2
-5,-93,2
-5,-92,1
-5,-91,1
-5,-85,1
-5,-76,1
-4,-159,1
-4,-158,3
-4,-156,1
-4,-149,2
-4,-148,2
-4,-147,2
-4,-144,1
-4,-143,1
-4,-138,5
-4,-137,2
-4,-136,2
-4,-135,6
-4,-134,10
-4,-133,4
-4,-132,2
-4,-131,1
-4,-129,1
-4,-128,2
-4,-127,4
-4,-124,1
-4,-123,1
-4,-116,1
-4,-115,1
-4,-108,1
-4,-106,23
-4,-105,6
-4,-104,1
-4,-103,4
-4,-100,1
-4,-99,1
-4,-96,1
-4,-87,1
-4,-86,1
-4,-78,1
-4,-77,1
-3,-159,3
-3,-158,23
-3,-157,1
-3,-156,2
-3,-151,1
-3,-147,3
-3,-146,1
-3,-145,2
-3,-144,3
-3,-143,1
-3,-142,11
-3,-141,13
-3,-140,3
-3,-139,13
-3,-138,18
-3,-137,3
-3,-136,11
-3,-135,45
-3,-134,23
-3,-133,11
-3,-132,2
-3,-131,2
-3,-129,1
-3,-128,1
-3,-127,1
-3,-124,3
-3,-120,1
-3,-116,2
-3,-115,1
-3,-113,8
-3,-112,11
-3,-111,1
-3,-108,2
-3,-107,3
-3,-106,19
-3,-105,4
-3,-103,1
-3,-101,1
-3,-100,1
-3,-99,2
-3,-84,1
-3,-81,4
-3,-79,1
-2,-158,3
-2,-156,2
-2,-155,2
-2,-148,1
-2,-147,3
-2,-144,4
-2,-143,2
-2,-139,6
-2,-138,7
-2,-137,1
-2,-136,7
-2,-135,26
-2,-129,2
-2,-125,2
-2,-122,2
-2,-120,1
-2,-113,1
-2,-112,1
-2,-111,1
-2,-109,1
-2,-106,2
-2,-105,4
-2,-104,3
-2,-103,1
-2,-102,1
-2,-100,3
-2,-99,3
-2,-98,1
-2,-87,1
-2,-85,1
-1,-171,1
-1,-170,1
-1,-161,1
-1,-160,1
-1,-155,1
-1,-148,4
-1,-147,4
-1,-146,1
-1,-144,1
-1,-143,6
-1,-142,1
-1,-139,1
-1,-138,5
-1,-136,7
-1,-135,2
-1,-133,1
-1,-131,2
-1,-129,1
-1,-127,1
-1,-126,1
-1,-119,2
-1,-118,1
-1,-114,5
-1,-113,2
-1,-112,1
-1,-111,1
-1,-105,2
-1,-104,1
-1,-103,1
-1,-100,1
-1,-99,6
-1,-92,1
-1,-81,1
-1,-78,1
0,-170,2
0,-169,1
0,-168,2
0,-165,1
0,-163,1
0,-161,1
0,-158,2
0,-156,1
0,-153,1
0,-150,1
0,-149,22
0,-147,1
0,-146,8
0,-145,1
0,-144,1
0,-141,1
0,-138,11
0,-136,3
0,-135,4
0,-134,2
0,-132,1
0,-129,1
0,-120,2
0,-119,2
0,-118,1
0,-115,1
0,-114,1
0,-113,1
0,-111,3
0,-110,1
0,-105,1
0,-103,1
0,-100,2
0,-92,1
0,-80,1
1,-194,1
1,-168,1
1,-165,1
1,-162,1
1,-159,1
1,-158,1
1,-157,2
1,-149,2
1,-147,2
1,-146,3
1,-145,1
1,-144,1
1,-141,1
1,-138,10
1,-137,1
1,-136,1
1,-135,2
1,-134,1
1,-133,2
1,-130,2
1,-129,1
1,-119,2
1,-118,1
1,-117,4
1,-116,2
1,-112,5
1,-109,1
1,-103,1
1,-100,1
1,-99,3
1,-80,2
1,-78,1
2,-160,2
2,-157,1
2,-149,2
2,-148,1
2,-145,2
2,-143,1
2,-142,2
2,-140,2
2,-138,3
2,-137,1
2,-135,2
2,-133,1
2,-131,3
2,-130,4
2,-121,1
2,-120,3
2,-119,1
2,-118,3
2,-117,5
2,-116,1
2,-115,1
2,-113,3
2,-112,13
2,-111,2
2,-110,2
2,-109,2
2,-107,1
2,-105,1
2,-104,1
2,-102,1
2,-99,2
2,-94,2
2,-85,2
2,-84,1
3,-154,1
3,-149,1
3,-145,1
3,-143,1
3,-139,1
3,-138,8
3,-137,1
3,-136,2
3,-135,2
3,-134,1
3,-131,15
3,-130,2
3,-129,1
3,-124,1
3,-120,2
3,-119,2
3,-118,4
3,-117,1
3,-116,2
3,-115,2
3,-114,4
3,-113,3
3,-112,1
3,-110,1
3,-108,3
3,-103,1
3,-100,2
3,-99,1
3,-98,1
3,-97,2
3,-96,2
3,-88,1
3,-86,10
3,-85,8
4,-139,1
4,-138,10
4,-137,1
4,-132,1
4,-131,2
4,-120,3
4,-119,1
4,-117,3
4,-115,3
4,-114,2
4,-113,3
4,-112,1
4,-110,1
4,-106,2
4,-105,5
4,-104,10
4,-103,1
4,-102,1
4,-100,1
4,-86,2
4,-85,3
4,-84,1
5,-149,1
5,-141,1
5,-138,1
5,-137,1
5,-135,1
5,-134,3
5,-132,2
5,-131,1
5,-121,1
5,-117,23
5,-116,12
5,-115,5
5,-111,1
5,-110,1
5,-109,1
5,-106,3
5,-105,21
5,-104,47
5,-103,7
5,-100,1
5,-99,1
6,-156,1
6,-154,1
6,-139,1
6,-137,1
6,-135,1
6,-134,1
6,-133,2
6,-123,2
6,-122,1
6,-120,1
6,-119,1
6,-117,5
6,-115,4
6,-112,1
6,-111,3
6,-110,4
6,-107,1
6,-105,44
6,-102,1
7,-161,1
7,-160,1
7,-155,1
7,-151,1
7,-150,1
7,-148,2
7,-134,1
7,-127,1
7,-126,1
7,-125,1
7,-124,1
7,-118,1
7,-116,1
7,-115,2
7,-114,2
7,-113,8
7,-111,1
7,-107,1
7,-105,2
7,-102,1
7,-98,1
7,-93,1
8,-161,2
8,-160,1
8,-158,1
8,-156,1
8,-155,1
8,-154,1
8,-153,1
8,-152,2
8,-151,3
8,-150,11
8,-149,11
8,-148,2
8,-147,1
8,-146,3
8,-132,2
8,-127,2
8,-126,29
8,-125,7
8,-122,1
8,-118,2
8,-116,3
8,-113,19
8,-112,3
8,-110,3
8,-107,1
8,-106,1
8,-95,1
9,-160,1
9,-159,2
9,-157,1
9,-156,1
9,-153,2
9,-151,2
9,-150,26
9,-149,36
9,-148,2
9,-147,8
9,-143,1
9,-142,1
9,-140,1
9,-130,1
9,-129,1
9,-128,3
9,-127,27
9,-126,21
9,-125,4
9,-124,2
9,-123,2
9,-110,2
9,-98,1
9,-89,1
10,-160,1
10,-159,1
10,-158,5
10,-157,1
10,-156,1
10,-155,1
10,-154,2
10,-153,2
10,-151,1
10,-150,7
10,-149,4
10,-148,5
10,-146,1
10,-141,3
10,-140,2
10,-139,1
10,-137,2
10,-134,1
10,-133,1
10,-132,1
10,-131,1
10,-128,4
10,-127,2
10,-126,1
10,-125,1
10,-124,1
10,-121,1
10,-120,2
10,-118,2
10,-117,1
10,-116,2
10,-108,2
10,-106,5
10,-102,1
10,-96,1
11,-156,1
11,-154,1
11,-151,1
11,-150,3
11,-149,1
11,-148,2
11,-147,2
11,-146,2
11,-145,1
11,-141,12
11,-140,5
11,-139,1
11,-133,2
11,-132,1
11,-131,1
11,-129,2
11,-123,2
11,-122,3
11,-118,1
11,-117,2
11,-116,1
11,-111,1
11,-109,1
11,-108,1
11,-107,2
11,-106,2
11,-105,2
11,-100,1
11,-98,2
11,-97,1
11,-96,2
11,-94,1
12,-159,1
12,-158,2
12,-151,2
12,-150,1
12,-149,2
12,-148,1
12,-147,1
12,-146,1
12,-144,1
12,-142,2
12,-136,1
12,-135,1
12,-134,1
12,-132,2
12,-131,3
12,-130,2
12,-129,2
12,-122,1
12,-120,1
12,-117,1
12,-112,1
12,-111,23
12,-110,3
12,-109,1
12,-107,1
12,-106,1
12,-105,5
12,-104,2
12,-103,4
12,-102,8
12,-99,1
12,-98,3
12,-95,1
13,-163,1
13,-158,3
13,-157,2
13,-156,3
13,-155,4
13,-152,1
13,-151,3
13,-150,7
13,-149,5
13,-148,2
13,-144,2
13,-129,2
13,-128,3
13,-126,2
13,-124,1
13,-120,1
13,-111,1
13,-110,7
13,-109,1
13,-108,2
13,-107,2
13,-105,1
13,-104,5
13,-103,31
13,-102,12
13,-99,1
13,-93,1
14,-166,2
14,-165,1
14,-164,4
14,-160,2
14,-159,1
14,-158,1
14,-156,4
14,-155,3
14,-154,1
14,-153,1
14,-151,3
14,-150,27
14,-149,6
14,-148,2
14,-143,1
14,-142,1
14,-136,1
14,-134,1
14,-133,1
14,-132,2
14,-131,1
14,-124,1
14,-123,1
14,-112,1
14,-111,1
14,-109,2
14,-108,1
14,-104,2
14,-103,6
14,-102,1
14,-95,1
15,-167,1
15,-166,4
15,-164,1
15,-162,1
15,-161,2
15,-159,1
15,-158,1
15,-156,1
15,-155,2
15,-154,2
15,-150,6
15,-148,2
15,-141,1
15,-133,1
15,-132,2
15,-131,4
15,-126,3
15,-125,1
15,-120,1
15,-119,1
15,-116,1
15,-112,1
15,-110,1
15,-109,7
15,-108,9
15,-106,1
15,-95,1
16,-165,8
16,-164,13
16,-163,24
16,-162,6
16,-157,1
16,-156,1
16,-155,1
16,-154,1
16,-150,2
16,-144,3
16,-143,2
16,-141,1
16,-140,1
16,-139,1
16,-132,3
16,-129,1
16,-128,1
16,-120,1
16,-119,2
16,-118,8
16,-117,2
16,-116,1
16,-111,1
16,-110,2
16,-108,2
16,-101,2
16,-100,2
16,-99,1
17,-167,3
17,-166,16
17,-165,5
17,-164,18
17,-163,21
17,-162,2
17,-161,1
17,-160,1
17,-156,3
17,-155,11
17,-154,6
17,-153,1
17,-152,1
17,-151,1
17,-149,1
17,-145,1
17,-142,1
17,-141,1
17,-140,7
17,-136,1
17,-135,1
17,-131,4
17,-130,1
17,-123,1
17,-122,2
17,-121,1
17,-120,6
17,-119,22
17,-118,5
17,-117,1
17,-115,1
17,-108,3
18,-167,14
18,-166,13
18,-165,1
18,-164,5
18,-163,17
18,-162,30
18,-160,1
18,-159,1
18,-151,1
18,-148,1
18,-140,2
18,-123,2
18,-122,1
18,-120,1
18,-119,6
18,-118,2
18,-115,1
18,-103,2
19,-168,3
19,-167,16
19,-166,18
19,-165,1
19,-164,2
19,-163,22
19,-158,2
19,-157,2
19,-150,1
19,-146,1
19,-132,1
19,-121,2
19,-119,1
20,-167,1
20,-166,4
20,-165,2
20,-164,2
20,-157,1
20,-156,4
20,-153,1
20,-152,2
20,-150,1
20,-148,2
20,-147,1
20,-146,2
20,-143,1
20,-137,1
20,-135,1
20,-130,1
20,-129,1
20,-125,3
20,-123,1
20,-120,1
20,-119,1
21,-165,1
21,-164,2
21,-163,1
21,-161,1
21,-158,1
21,-157,2
21,-155,3
21,-154,3
21,-153,3
21,-152,1
21,-150,2
21,-149,49
21,-148,4
21,-147,1
21,-146,3
21,-138,1
21,-135,1
21,-128,1
21,-127,2
21,-121,1
21,-118,2
21,-117,1
21,-111,1
22,-167,1
22,-166,1
22,-159,1
22,-155,1
22,-153,3
22,-150,3
22,-149,17
22,-148,2
22,-147,3
22,-146,1
22,-145,1
22,-144,1
22,-143,1
22,-137,5
22,-135,1
22,-130,1
22,-117,1
22,-116,1
23,-166,1
23,-162,2
23,-159,3
23,-158,1
23,-157,1
23,-155,3
23,-154,2
23,-151,1
23,-150,3
23,-149,2
23,-146,2
23,-145,1
23,-144,3
23,-138,4
23,-137,9
23,-136,3
23,-133,1
23,-127,1
23,-122,1
23,-113,1
24,-159,7
24,-157,1
24,-156,1
24,-155,7
24,-154,2
24,-153,2
24,-151,6
24,-150,2
24,-149,1
24,-147,5
24,-146,21
24,-145,2
24,-143,2
24,-136,1
24,-132,2
24,-127,1
24,-120,2
24,-119,1
24,-112,1
25,-160,2
25,-159,2
25,-154,1
25,-152,6
25,-151,2
25,-150,2
25,-148,1
25,-146,5
25,-145,1
25,-135,1
25,-132,1
25,-131,11
25,-130,1
25,-126,1
25,-117,1
26,-159,1
26,-155,2
26,-152,1
26,-148,5
26,-147,1
26,-146,2
26,-142,2
26,-132,2
26,-130,1
26,-129,1
26,-122,2
26,-121,11
26,-120,8
27,-144,1
27,-143,1
27,-137,1
27,-134,1
27,-133,1
28,-146,1
28,-141,2
28,-140,1
