patch_id,category,amount,dist_before,dist_after,delta
2,Dining and Drinking,1,0.4767638162316865,0.4939650598725203,0.017201243640833808
5,Dining and Drinking,1,0.4332332014173959,0.4348343273585199,0.001601125941123993
12,Dining and Drinking,1,0.519302399997308,0.49572728823323153,-0.02357511176407645
21,Dining and Drinking,1,2.595639005986566,2.4582542086623747,-0.1373847973241915
25,Dining and Drinking,1,0.38885050116016134,0.4226432101970514,0.03379270903689008
36,Dining and Drinking,1,0.3761953947991983,0.3864906319805217,0.010295237181323413
37,Dining and Drinking,1,0.4958668704485165,0.46007742430622467,-0.03578944614229185
49,Dining and Drinking,1,0.5421964118071112,0.5667636129277581,0.02456720112064692
53,Dining and Drinking,1,0.3266028490144008,0.35139118961238935,0.024788340597988567
56,Dining and Drinking,1,0.2940677131245064,0.29471858465028594,0.0006508715257795283
64,Dining and Drinking,1,1.0933877965290209,1.083138546458477,-0.01024925007054378
67,Dining and Drinking,1,0.8966722106954357,0.90171446337033,0.005042252674894332
69,Dining and Drinking,1,0.5331252816258939,0.5420157638263118,0.008890482200417882
72,Dining and Drinking,1,0.3532408006349333,0.3335214330878594,-0.019719367547073874
74,Dining and Drinking,1,0.5089446046163831,0.5244452671080151,0.015500662491631956
77,Dining and Drinking,1,0.4000605076331013,0.41826705865951247,0.018206551026411166
84,Dining and Drinking,1,0.4536921758764068,0.4111695267122396,-0.0425226491641672
90,Dining and Drinking,1,0.5430741396180734,0.740961481542895,0.1978873419248216
97,Dining and Drinking,1,0.5697050699965832,0.5725814682504168,0.0028763982538335675
98,Dining and Drinking,1,0.4708658338992647,0.48253693446746926,0.011671100568204584
99,Dining and Drinking,1,0.3357802787781508,0.3405920871948528,0.004811808416701979
109,Dining and Drinking,1,0.5960995299048867,0.5922985197408069,-0.0038010101640797433
111,Dining and Drinking,1,0.5586523716002444,0.5569458036591372,-0.0017065679411072399
117,Dining and Drinking,1,0.32631611456089626,0.31629693698303596,-0.010019177577860305
118,Dining and Drinking,1,0.33259677380626296,0.34158602947024364,0.008989255663980678
120,Dining and Drinking,1,0.4127254767146181,0.42640246976430507,0.013676993049686947
124,Dining and Drinking,1,0.42974198261393787,0.42615755521247906,-0.0035844274014588118
126,Dining and Drinking,1,0.45844246542620126,0.43665208565593366,-0.0217903797702676
130,Dining and Drinking,1,0.5233879244525205,0.7249279764097065,0.20154005195718605
144,Dining and Drinking,1,0.4512602421254125,0.4722178361992405,0.020957594073828023
149,Dining and Drinking,1,0.5238566978598095,0.4369931187697604,-0.0868635790900491
150,Dining and Drinking,1,0.504103936695667,0.47804362609992024,-0.02606031059574676
160,Dining and Drinking,1,0.5456833508181954,0.5229895555691781,-0.022693795249017268
164,Dining and Drinking,1,0.3345894370061063,0.33677955488485345,0.002190117878747122
166,Dining and Drinking,1,0.2996998282689129,0.3161809989079104,0.01648117063899751
173,Dining and Drinking,1,0.5775251385776741,0.5978460852189489,0.020320946641274817
186,Dining and Drinking,1,0.4797996276759682,0.4555770080654572,-0.024222619610510976
189,Dining and Drinking,1,0.3573433728503198,0.33781372998727677,-0.01952964286304304
199,Dining and Drinking,1,1.0982004559589997,1.026691543130403,-0.07150891282859684
206,Dining and Drinking,1,0.38449508015201284,0.3884427815580286,0.003947701406015747
208,Dining and Drinking,1,1.2667283088067145,1.2502539560223933,-0.01647435278432119
209,Dining and Drinking,1,0.511249846093341,0.5523188002341795,0.04106895414083844
212,Dining and Drinking,1,0.5084226545669722,0.4737640988660835,-0.034658555700888716
213,Dining and Drinking,1,0.4619594275007839,0.5032542801987843,0.04129485269800037
220,Dining and Drinking,1,1.0670825295591375,1.520681888500799,0.4535993589416616
223,Dining and Drinking,1,1.376369308667773,1.2914011198008133,-0.08496818886695978
234,Dining and Drinking,1,0.6109962161755625,0.8756674372156577,0.2646712210400951
237,Dining and Drinking,1,0.7716145256582242,0.7091191758813975,-0.06249534977682669
244,Dining and Drinking,1,0.4795941124402018,0.4692100193305959,-0.010384093109605863
245,Dining and Drinking,1,0.4338005240826789,0.42870817444133125,-0.005092349641347638
251,Dining and Drinking,1,1.3919913307989944,1.049938808174442,-0.3420525226245523
253,Dining and Drinking,1,0.6711398021568339,0.6345215995214685,-0.036618202635365416
258,Dining and Drinking,1,0.5676310871122393,0.5641215766168232,-0.003509510495416146
264,Dining and Drinking,1,0.6508587521694869,0.7632203394936243,0.11236158732413748
268,Dining and Drinking,1,0.524166100877322,0.5228457159414079,-0.0013203849359140207
269,Dining and Drinking,1,0.38947238311848004,0.42275245033112296,0.03328006721264293
270,Dining and Drinking,1,0.5940037064727022,0.6420361520383924,0.048032445565690196
273,Dining and Drinking,1,0.44414241045959413,0.44603796252010985,0.0018955520605157261
274,Dining and Drinking,1,0.5541561793696301,0.5539546325506204,-0.0002015468190097458
280,Dining and Drinking,1,0.9608296196759533,0.919331481275885,-0.04149813840006822
283,Dining and Drinking,1,0.4085393596572059,0.405608405607524,-0.002930954049681911
292,Dining and Drinking,1,0.9926225073652812,0.951671771162171,-0.04095073620311018
325,Dining and Drinking,1,0.2979073001088789,0.32641290994502553,0.02850560983614664
329,Dining and Drinking,1,0.8776896043896696,0.8927476850670532,0.015058080677383567
330,Dining and Drinking,1,0.9434044911805204,0.9651195013282532,0.021715010147732805
335,Dining and Drinking,1,0.5269845760774727,0.5541715285801512,0.02718695250267844
337,Dining and Drinking,1,0.5534634059139114,0.5666112256189951,0.013147819705083719
340,Dining and Drinking,1,0.44814590440790686,0.4860644834407536,0.03791857903284673
345,Dining and Drinking,1,0.37249690638732413,0.3537272017024179,-0.01876970468490624
356,Dining and Drinking,1,0.6551812735953949,0.638956671103667,-0.016224602491727858
360,Dining and Drinking,1,0.47473849016499564,0.4995419832404947,0.02480349307549906
363,Dining and Drinking,1,0.4876841691180254,0.48276362272062273,-0.004920546397402692
364,Dining and Drinking,1,0.37388400319876625,0.386003785306405,0.012119782107638755
366,Dining and Drinking,1,0.6859987770821558,0.6634841954295867,-0.022514581652569143
369,Dining and Drinking,1,0.6851792041155396,0.7008214366189252,0.01564223250338559
373,Dining and Drinking,1,0.3127344378635649,0.3659649772572031,0.0532305393936382
382,Dining and Drinking,1,0.451171357683856,0.4949437846462306,0.0437724269623746
396,Dining and Drinking,1,0.616698610768044,0.6375927696844914,0.020894158916447414
400,Dining and Drinking,1,0.5055983233897835,0.5227302903228601,0.017131966933076614
420,Dining and Drinking,1,0.5041185841000033,0.5356422362287199,0.03152365212871655
425,Dining and Drinking,1,0.38138878008470234,0.3841734032007621,0.002784623116059759
427,Dining and Drinking,1,0.37989391268154016,0.3996764042755325,0.01978249159399237
428,Dining and Drinking,1,1.1772950666091373,1.211095247737743,0.03380018112860572
432,Dining and Drinking,1,1.1177156269885642,1.0783107893652741,-0.03940483762329006
433,Dining and Drinking,1,0.6546724598878622,0.5744494028443871,-0.0802230570434751
445,Dining and Drinking,1,0.45467735788265645,0.4821146298871544,0.02743727200449797
446,Dining and Drinking,1,0.3691264084076766,0.350491880539124,-0.018634527868552575
450,Dining and Drinking,1,0.47657222252705994,0.4862424400226918,0.00967021749563185
462,Dining and Drinking,1,0.5056575061970512,0.5361667133202701,0.030509207123218918
464,Dining and Drinking,1,0.5131976930029603,0.5408294914543791,0.027631798451418832
468,Dining and Drinking,1,0.7843383187442823,0.7895243645887421,0.005186045844459808
471,Dining and Drinking,1,0.756575042817853,0.6503724176956703,-0.1062026251221827
477,Dining and Drinking,1,0.43350468009848364,0.387554287218254,-0.04595039288022962
479,Dining and Drinking,1,0.5223853230798555,0.5350904363785659,0.01270511329871038
480,Dining and Drinking,1,0.4220479931769628,0.44123583047476456,0.01918783729780177
482,Dining and Drinking,1,0.6054250260076859,0.5355116621226039,-0.06991336388508196
493,Dining and Drinking,1,0.5383287745280452,0.5458571622846826,0.007528387756637445
497,Dining and Drinking,1,0.7764748897264313,0.7841619889550223,0.00768709922859101
505,Dining and Drinking,1,0.35838476773686945,0.3086032750250176,-0.04978149271185184
506,Dining and Drinking,1,0.3775675147630243,0.41728879356539295,0.03972127880236864
513,Dining and Drinking,1,0.31326017824568686,0.2860080585160776,-0.02725211972960928
514,Dining and Drinking,1,0.3775226119781637,0.44786743751666513,0.07034482553850141
519,Dining and Drinking,1,0.4300349124577947,0.3750907811755878,-0.054944131282206876
523,Dining and Drinking,1,0.263578111484447,0.26578569211569525,0.0022075806312482626
529,Dining and Drinking,1,0.44946123473929755,0.4985195236372699,0.04905828889797237
550,Dining and Drinking,1,0.4867518820149106,0.46191622786635195,-0.02483565414855865
555,Dining and Drinking,1,1.1457728420426743,1.1503651517349978,0.004592309692323493
558,Dining and Drinking,1,0.47816303077432676,0.442271597308879,-0.035891433465447764
560,Dining and Drinking,1,0.7905179015686783,0.9675945979883736,0.17707669641969526
586,Dining and Drinking,1,1.1914388669563012,1.214434979554249,0.02299611259794787
589,Dining and Drinking,1,0.47393578961288285,0.44984017046827207,-0.02409561914461078
591,Dining and Drinking,1,0.4141624738314043,0.49196040346623415,0.07779792963482984
595,Dining and Drinking,1,0.4026848504341236,0.3912712749061921,-0.011413575527931485
596,Dining and Drinking,1,0.26368994929229467,0.2869063994556136,0.023216450163318914
600,Dining and Drinking,1,0.5087829896425231,0.49875869254569527,-0.010024297096827839
601,Dining and Drinking,1,0.5402514340631764,0.5490721402307005,0.008820706167524062
605,Dining and Drinking,1,0.8774144059485867,0.8704818770506917,-0.006932528897894974
609,Dining and Drinking,1,0.42756649651470224,0.5299196907193995,0.10235319420469724
611,Dining and Drinking,1,0.5539851371927755,0.5413346410505744,-0.01265049614220115
614,Dining and Drinking,1,0.6757398030227268,0.6349851981874552,-0.0407546048352716
615,Dining and Drinking,1,0.629544815450045,0.6950737750125353,0.06552895956249027
625,Dining and Drinking,1,0.32360108907681434,0.315984913565073,-0.007616175511741319
629,Dining and Drinking,1,0.5095447622437395,0.5543277171638687,0.04478295492012929
633,Dining and Drinking,1,0.5172638500663952,0.4953677070388674,-0.021896143027527792
634,Dining and Drinking,1,0.4492693314339499,0.6231806938550442,0.17391136242109423
635,Dining and Drinking,1,0.4017599983968289,0.46554562505501185,0.06378562665818294
642,Dining and Drinking,1,0.6557753438871625,0.7088741473110682,0.053098803423905716
643,Dining and Drinking,1,0.263578111484447,0.26578569211569525,0.0022075806312482626
648,Dining and Drinking,1,0.5648609850645366,0.5919289157185186,0.027067930653981942
649,Dining and Drinking,1,0.4644423025487643,0.4545693768433372,-0.009872925705427082
657,Dining and Drinking,1,0.6752696318479203,0.6862787358954343,0.011009104047513985
658,Dining and Drinking,1,0.445469087768409,0.4493290134920782,0.003859925723669222
661,Dining and Drinking,1,0.5663133182291341,0.5770482597853558,0.010734941556221678
674,Dining and Drinking,1,0.6542174976218843,0.6555654434722519,0.0013479458503675712
676,Dining and Drinking,1,0.8239976934643893,0.836861890254859,0.012864196790469684
683,Dining and Drinking,1,0.9130896289158621,0.9099698583148113,-0.003119770601050842
691,Dining and Drinking,1,0.9527066970921333,0.838787905975696,-0.11391879111643732
694,Dining and Drinking,1,0.4141195664705237,0.4277911883033541,0.013671621832830383
707,Dining and Drinking,1,1.117351451935725,1.2652105170943742,0.1478590651586491
717,Dining and Drinking,1,0.40097275858010006,0.5119883787289654,0.11101562014886535
720,Dining and Drinking,1,0.616499970888409,0.5446080946427058,-0.07189187624570326
722,Dining and Drinking,1,0.4103673806300513,0.40295914392323284,-0.00740823670681845
726,Dining and Drinking,1,0.2841750861325322,0.25691823303663697,-0.027256853095895206
729,Dining and Drinking,1,0.7786296412503119,0.7485488769985121,-0.03008076425179973
733,Dining and Drinking,1,0.49236763793085403,0.6079918041837232,0.1156241662528692
734,Dining and Drinking,1,0.44048444330956216,0.5586739246566633,0.11818948134710117
737,Dining and Drinking,1,0.7525693634633196,0.7906621754204246,0.03809281195710501
740,Dining and Drinking,1,0.5113707888192952,0.5191478899174028,0.007777101098107586
744,Dining and Drinking,1,0.8253259631446959,0.8241356910404993,-0.0011902721041965325
755,Dining and Drinking,1,0.4603830118871376,0.5270384116686745,0.0666553997815369
765,Dining and Drinking,1,0.5068830441554948,0.5078322250182883,0.0009491808627934972
769,Dining and Drinking,1,0.5212645718855649,0.5134861459020309,-0.007778425983533954
