z1,z2,cluster_before,cluster_after
3.068540573120117,-3.049828052520752,1,1
2.2759644985198975,-3.9963274002075195,1,1
2.7240190505981445,-3.0463051795959473,3,1
2.3932623863220215,-0.9785380959510803,1,0
1.9202975034713745,-2.7883665561676025,1,0
2.220266819000244,-1.1891419887542725,6,2
2.234610080718994,-0.9683785438537598,3,1
1.4108471870422363,1.216235637664795,3,3
-0.8848924040794373,4.1999688148498535,6,3
-3.3872854709625244,-1.0894443988800049,3,7
1.371406078338623,-3.702228546142578,7,1
-1.1246182918548584,-2.3558900356292725,1,2
-2.1250762939453125,-2.004974603652954,7,3
0.9124448299407959,-0.18152213096618652,1,6
-0.5151041746139526,-0.8280659914016724,0,2
0.7757956385612488,-2.0869812965393066,0,2
1.97514808177948,-3.0108673572540283,1,1
1.1580359935760498,-0.3944644331932068,3,2
-1.7403068542480469,2.167396306991577,2,2
0.8958589434623718,-5.509710311889648,2,1
-0.35654982924461365,-3.881148099899292,7,2
-2.612070322036743,-2.6786205768585205,7,3
-1.9678643941879272,3.5165462493896484,6,3
-2.991750955581665,0.28048211336135864,7,4
3.4229328632354736,-4.070888996124268,1,1
2.8321316242218018,-1.6671438217163086,6,2
2.389592170715332,-1.3970670700073242,3,0
2.7657289505004883,-2.449010133743286,1,1
1.339575171470642,-0.4505794048309326,3,0
1.8350664377212524,0.07875019311904907,3,0
1.2023534774780273,-2.8941314220428467,1,0
-0.6245161294937134,-1.2429957389831543,0,3
-0.40016016364097595,-1.497314214706421,2,2
-0.4933095872402191,3.586407423019409,6,5
-0.19085249304771423,2.7660622596740723,6,2
-0.369555801153183,1.9437055587768555,6,5
-0.43724289536476135,1.8781461715698242,6,3
1.8796998262405396,-0.9242849946022034,6,2
3.120635986328125,-3.495471715927124,1,1
1.9448802471160889,-4.374207973480225,6,3
0.6893316507339478,-1.606103777885437,2,3
-0.7205004096031189,-0.08250989764928818,4,6
0.5368404984474182,-4.559576034545898,2,1
-0.0034302654676139355,-5.251806735992432,0,1
0.8189448118209839,-0.6722793579101562,7,7
1.5856643915176392,-0.056471437215805054,1,6
-0.3908330202102661,-0.8431832790374756,4,3
-1.7664470672607422,-3.1224894523620605,7,7
-3.2131502628326416,-0.28115639090538025,7,3
0.3637944161891937,0.4237208664417267,0,6
-0.5057176351547241,2.3584985733032227,6,7
1.4452682733535767,-0.6076712608337402,3,3
1.7064695358276367,-0.14549410343170166,6,2
0.784806489944458,1.1984808444976807,3,6
0.9818353652954102,0.6826866865158081,3,6
0.5676670074462891,0.26388582587242126,3,6
0.3711054027080536,-0.7223713397979736,7,7
-0.22684040665626526,-0.11593624204397202,4,6
-0.7205004096031189,-0.08250989764928818,4,6
-0.35977885127067566,3.0190467834472656,6,2
-2.222510814666748,5.675952911376953,6,5
-2.737962484359741,5.175539016723633,5,5
-4.038681507110596,1.2917495965957642,0,3
0.9784533381462097,-4.5314555168151855,0,1
0.3905002772808075,0.8507043123245239,0,3
1.909139633178711,-4.122961044311523,2,1
0.9941498041152954,-6.582215785980225,0,0
1.0180426836013794,-3.153245687484741,0,0
0.7024678587913513,-4.0811238288879395,2,1
-2.2057461738586426,2.2804160118103027,2,2
-0.4846095144748688,0.7313477396965027,4,6
1.6442410945892334,-3.3373801708221436,1,1
2.185453414916992,-1.1637029647827148,3,1
-2.0462124347686768,3.4239583015441895,5,5
-1.7343201637268066,4.303964614868164,6,5
1.7159672975540161,-3.111471176147461,3,1
1.3088637590408325,-3.0189239978790283,0,1
-0.3584688901901245,0.6386575698852539,4,3
0.944949746131897,-1.4683815240859985,1,2
-0.4925459027290344,-0.36199676990509033,0,3
0.28816890716552734,1.7479357719421387,4,3
-0.7727274894714355,2.186983823776245,5,5
1.9208173751831055,-0.10796691477298737,6,6
-5.3898420333862305,-1.393934965133667,6,4
1.8894506692886353,-0.10789699852466583,3,6
3.0892887115478516,-3.6816773414611816,3,1
2.6345553398132324,-4.972886562347412,1,1
-2.918182134628296,-5.149245262145996,0,0
-0.6221849918365479,2.250887155532837,2,6
-1.7883626222610474,-4.125993728637695,0,0
-0.4220610558986664,1.0895806550979614,4,3
-0.36907386779785156,-1.2942761182785034,2,2
-3.2785398960113525,0.6105075478553772,5,7
-2.1834707260131836,1.8523919582366943,5,5
1.2763168811798096,1.5942268371582031,3,7
1.6708956956863403,-2.309216022491455,1,0
1.4287164211273193,-3.477351188659668,7,1
-2.6866679191589355,-2.5002682209014893,0,3
-0.9040052890777588,1.1623941659927368,4,0
1.70756196975708,-5.398589134216309,2,3
-4.53154182434082,4.525691032409668,5,5
1.081141710281372,-0.0073179141618311405,7,2
-1.2720404863357544,2.3942599296569824,0,2
1.24525785446167,-0.4808175563812256,1,0
2.7081313133239746,-3.2256693840026855,1,1
2.2390332221984863,-2.451068639755249,1,1
1.9783419370651245,-0.6757704615592957,1,2
2.7507011890411377,-2.801880359649658,1,1
3.0310397148132324,-4.782555103302002,1,1
1.9110443592071533,-4.562885284423828,3,1
0.4453824460506439,-3.4321422576904297,0,1
1.4137911796569824,-1.125196099281311,1,2
-0.9541003108024597,-4.229349613189697,7,1
-0.7719311714172363,-4.401210784912109,0,0
-2.493168830871582,-1.0797641277313232,7,2
-0.5982656478881836,-4.305434703826904,7,7
-0.6503620147705078,-4.608879566192627,7,1
2.747450351715088,-0.8620818853378296,3,2
1.0745292901992798,-2.1116509437561035,1,3
0.8486709594726562,-5.640286922454834,7,1
-1.0805591344833374,0.8013360500335693,4,3
-1.383375644683838,1.6560710668563843,5,2
-0.3212977349758148,0.9130589365959167,4,3
0.323712021112442,-3.9910550117492676,0,2
