n_poi,n_cat,entropy,dominance
13,5,1.377819508039033,0.46153846153846156
11,5,1.4681399390162087,0.36363636363636365
10,4,0.9404479886553263,0.7
12,2,0.5623351446188083,0.75
16,6,1.4729377586898837,0.5
31,6,1.1435033219032449,0.6451612903225806
11,3,0.9949236325717752,0.5454545454545454
11,2,0.5859526183035508,0.7272727272727273
10,4,1.2206072645530175,0.5
10,5,1.4708084763221114,0.4
12,5,1.3579778549873245,0.5
11,3,0.8599672810355049,0.6363636363636364
10,2,0.3250829733914482,0.9
11,5,1.294545165844896,0.5454545454545454
