n_poi,n_cat,entropy,dominance
13,6,1.5857708352080966,0.38461538461538464
30,8,1.4547995309768402,0.5666666666666667
28,6,1.2467782415837947,0.6071428571428571
19,5,1.0435479071011902,0.6842105263157895
10,5,1.3592367006650066,0.5
14,4,1.0285137640248474,0.6428571428571429
22,4,1.0237155068361252,0.5909090909090909
11,3,0.7595473914748635,0.7272727272727273
11,4,1.240684291953396,0.45454545454545453
11,5,1.294545165844896,0.5454545454545454
23,5,0.8131904766573734,0.782608695652174
16,8,1.715263227902811,0.4375
12,4,1.198849312913621,0.5
32,6,1.1132984771632668,0.65625
25,6,1.3082125889072447,0.56
28,8,1.8216499013346676,0.2857142857142857
11,5,1.4681399390162087,0.36363636363636365
11,5,1.4142790651247086,0.45454545454545453
27,7,1.3253763524369073,0.5925925925925926
45,9,1.6190338804173734,0.4888888888888889
28,4,1.1075861665291022,0.5357142857142857
10,2,0.5004024235381879,0.8
14,4,0.8953326659680909,0.7142857142857143
14,6,1.351783994289646,0.5714285714285714
28,5,1.2513307182046136,0.5
17,5,1.2222669235381565,0.47058823529411764
15,5,1.2293362159076602,0.5333333333333333
26,5,1.3453140791151021,0.38461538461538464
19,4,1.3386718783221465,0.3684210526315789
10,3,1.0888999753452238,0.4
12,4,1.2366848691405041,0.4166666666666667
17,6,1.3945573191650282,0.5294117647058824
24,6,1.4549076066582776,0.4583333333333333
14,3,0.7589367727620596,0.7142857142857143
20,8,1.7912196594138565,0.4
24,3,0.9002560512685369,0.625
16,4,0.6885673693022827,0.8125
19,4,0.8264053222918116,0.7368421052631579
15,5,0.9495936677167384,0.7333333333333333
16,4,1.103432909638192,0.5625
21,5,1.2483379411064275,0.5238095238095238
14,6,1.5367224694372195,0.42857142857142855
16,5,1.0373923246209082,0.6875
18,4,0.9736489231972634,0.6666666666666666
13,5,1.1786549963416462,0.6153846153846154
14,5,1.4377014436429414,0.42857142857142855
10,3,0.8018185525433373,0.7
20,6,1.5649304982284977,0.45
27,5,1.187818818730957,0.5555555555555556
19,3,0.6330395116644678,0.7894736842105263
26,5,1.1156178463287385,0.6153846153846154
20,4,1.0182301539513936,0.45
27,5,1.1012079127482253,0.6296296296296297
19,6,1.4837553323688344,0.47368421052631576
12,3,0.8675632284814612,0.6666666666666666
10,4,0.9404479886553263,0.7
12,1,-0.0,1.0
18,5,1.3532737176317284,0.3888888888888889
12,5,1.4735023850806486,0.3333333333333333
14,5,1.2963611597910563,0.42857142857142855
32,4,0.8328228358353933,0.71875
18,6,1.3510394158370158,0.5555555555555556
13,3,0.7902679680745903,0.6923076923076923
16,5,1.4013926466081226,0.4375
14,2,0.5195798391305154,0.7857142857142857
31,5,1.149327913528056,0.5806451612903226
25,4,1.1331923038866483,0.52
14,3,0.509137344082687,0.8571428571428571
11,2,0.30463609734923813,0.9090909090909091
12,3,0.8675632284814612,0.6666666666666666
10,3,1.0549201679861442,0.4
15,4,0.7201248812718097,0.8
18,3,0.42584844923858145,0.8888888888888888
18,4,0.9779252266210214,0.6111111111111112
12,3,0.7214636866925115,0.75
11,6,1.6417347121875214,0.36363636363636365
16,3,0.8815322611881637,0.5
20,8,1.538260437402898,0.55
11,4,1.240684291953396,0.45454545454545453
24,7,1.214136818761434,0.6666666666666666
16,3,0.46341355882643,0.875
15,5,1.4019454593787288,0.4
28,6,1.3144091268778924,0.5714285714285714
19,6,1.2290985307613993,0.631578947368421
12,5,1.4735023850806486,0.3333333333333333
24,5,1.2583178955023333,0.5416666666666666
12,6,1.539654447440098,0.4166666666666667
17,5,0.9976148641399869,0.7058823529411765
15,5,1.2868726303980165,0.5333333333333333
13,7,1.818483163012365,0.3076923076923077
11,4,0.8855741515766717,0.7272727272727273
24,4,1.0346983594753025,0.625
14,5,1.252762968495368,0.5714285714285714
13,6,1.6052071074554588,0.3076923076923077
42,4,0.931381978204158,0.5476190476190477
10,3,0.8979457248567798,0.6
24,7,1.4421326714429739,0.5416666666666666
20,3,0.7305880613711224,0.75
12,4,0.9830877585747856,0.6666666666666666
14,4,1.1163670752893367,0.5714285714285714
10,4,1.1682824501765627,0.5
11,4,1.1209503926735833,0.5454545454545454
12,4,0.9830877585747855,0.6666666666666666
18,7,1.6290407622471201,0.4444444444444444
10,4,0.9404479886553263,0.7
14,3,1.0933747175566466,0.35714285714285715
11,4,1.0335620542068176,0.6363636363636364
15,4,0.953271014705891,0.6666666666666666
18,6,1.2709586066171725,0.6111111111111112
11,4,1.2406842919533958,0.45454545454545453
12,5,1.5171063970610275,0.3333333333333333
12,5,1.234267866079077,0.5833333333333334
18,2,0.45056120886630463,0.8333333333333334
11,3,0.6001660731596457,0.8181818181818182
10,3,0.9433483923290393,0.5
13,3,0.8305178252872478,0.6923076923076923
15,2,0.5004024235381879,0.8
18,2,0.5908422462755826,0.7222222222222222
15,4,1.0625354080615974,0.5333333333333333
12,5,1.5171063970610275,0.3333333333333333
24,7,1.4203306654527843,0.5416666666666666
38,4,0.9554363479176263,0.5263157894736842
18,3,0.8486855577264172,0.6666666666666666
10,3,0.8018185525433372,0.7
10,5,1.4184836619456567,0.4
25,6,1.3759293274164128,0.52
11,5,1.159588814308626,0.6363636363636364
13,5,1.5247073930301436,0.3076923076923077
24,4,1.012896353485113,0.625
11,4,1.162225544921092,0.45454545454545453
10,4,1.1935496040981333,0.4
10,4,1.2206072645530173,0.5
11,4,1.1209503926735833,0.5454545454545454
14,5,1.1275347898191252,0.6428571428571429
13,2,0.5402041423888608,0.7692307692307693
16,3,0.9214934308679616,0.625
11,3,1.0361987848192837,0.45454545454545453
10,1,-0.0,1.0
14,5,1.2700181519104905,0.5
23,6,1.227743154180755,0.6086956521739131
17,5,1.2306991036577228,0.4117647058823529
13,4,1.1189688668816267,0.46153846153846156
12,5,1.4451858789480823,0.3333333333333333
13,2,0.5402041423888608,0.7692307692307693
19,5,1.0435479071011902,0.6842105263157895
11,3,0.7595473914748635,0.7272727272727273
14,5,1.2963611597910563,0.42857142857142855
12,4,0.9830877585747855,0.6666666666666666
28,7,1.5170253983016013,0.4642857142857143
10,4,1.2798542258336676,0.4
10,3,0.639031859650177,0.8
12,5,1.5171063970610275,0.3333333333333333
11,4,1.240684291953396,0.45454545454545453
11,3,0.6001660731596457,0.8181818181818182
10,3,0.9433483923290391,0.5
14,3,0.8921178708188161,0.6428571428571429
17,3,0.868719682914265,0.5294117647058824
16,2,0.6615632381579821,0.625
23,4,1.0977773818157543,0.5652173913043478
20,4,0.8711332705993318,0.7
12,5,1.2342678660790765,0.5833333333333334
12,4,1.0751393240053733,0.5833333333333334
11,3,1.0361987848192837,0.45454545454545453
12,5,1.3143738430069454,0.5
31,5,0.9360382400601998,0.7096774193548387
18,6,1.5859341131926619,0.3333333333333333
12,2,0.5623351446188083,0.75
20,6,1.2275294114572128,0.6
38,4,0.7754120392489421,0.7105263157894737
39,6,1.057581872312957,0.6410256410256411
17,5,1.1966127112211293,0.5294117647058824
15,6,1.430280301911093,0.4666666666666667
29,5,0.9759810232840529,0.6896551724137931
19,5,1.166733308360715,0.5263157894736842
48,3,0.6976270079285687,0.6875
27,6,1.2934116777200426,0.5925925925925926
32,7,1.711343165505952,0.375
19,4,1.2336841378337724,0.47368421052631576
27,6,1.5580762075961336,0.3333333333333333
19,4,1.0908672785734947,0.5789473684210527
12,3,0.7214636866925115,0.75
10,6,1.6094379124341003,0.4
16,4,1.0609581504393426,0.5
30,5,1.2001980429490156,0.5333333333333333
18,5,1.3500446899851752,0.4444444444444444
12,3,0.8239592165010823,0.6666666666666666
15,4,0.9881542242901942,0.6666666666666666
12,3,0.887694275799104,0.5833333333333334
14,5,1.1275347898191255,0.6428571428571429
31,4,0.9048407643911771,0.5806451612903226
11,6,1.5941666991180168,0.36363636363636365
12,7,1.8636799873410002,0.25
19,4,1.1643645119349335,0.47368421052631576
13,4,1.1972375015579317,0.5384615384615384
16,4,0.9180459180656309,0.6875
16,4,0.8222653373287878,0.75
20,4,1.0627375681569962,0.6
28,3,0.7896874466431993,0.6071428571428571
16,2,0.6615632381579821,0.625
18,6,1.3510394158370158,0.5555555555555556
19,6,1.3372952378958223,0.5789473684210527
11,4,1.162225544921092,0.45454545454545453
16,3,0.6019239717322894,0.8125
42,4,0.9812532083675392,0.6190476190476191
20,3,0.7909873504355757,0.65
13,5,1.2636256721237276,0.5384615384615384
11,6,1.540305825226517,0.45454545454545453
13,4,0.9371558530657009,0.6923076923076923
32,8,1.5074570957263542,0.5
11,4,1.240684291953396,0.45454545454545453
13,5,1.3269201940506903,0.38461538461538464
19,5,1.3832530952696531,0.47368421052631576
17,4,0.9554471413937667,0.6470588235294118
12,4,1.3296613488547582,0.3333333333333333
19,4,0.7335417487636489,0.7894736842105263
10,3,0.8018185525433373,0.7
31,4,1.0312028611012605,0.5483870967741935
19,7,1.7673779345300193,0.3157894736842105
13,5,1.2636256721237273,0.5384615384615384
19,4,1.0280940565630372,0.631578947368421
24,5,0.9401453181214774,0.7083333333333334
21,5,1.167723997949895,0.6190476190476191
14,3,0.8921178708188162,0.6428571428571429
11,3,0.7595473914748635,0.7272727272727273
13,3,1.0123308391031736,0.46153846153846156
15,4,1.1822230016451067,0.4
19,3,0.708018976056273,0.7368421052631579
24,4,1.012896353485113,0.625
22,6,1.550558983065562,0.4090909090909091
13,4,1.1569876443452742,0.5384615384615384
22,5,1.4508717080283942,0.3181818181818182
29,4,1.123230125169807,0.5172413793103449
10,4,1.2206072645530173,0.5
26,6,1.302401857708523,0.5769230769230769
14,4,1.351783994289646,0.2857142857142857
10,5,1.4184836619456567,0.4
12,7,1.791759469228055,0.3333333333333333
11,4,1.0335620542068176,0.6363636363636364
10,4,1.0888999753452238,0.6
15,4,0.857174043642079,0.7333333333333333
10,6,1.6957425341696346,0.3
10,3,0.639031859650177,0.8
14,5,1.470131920408841,0.35714285714285715
12,4,1.3579778549873243,0.3333333333333333
15,6,1.5292482930376912,0.4
24,7,1.6184726740880686,0.3333333333333333
23,5,1.1925651691824188,0.5652173913043478
21,5,1.1558851394672733,0.47619047619047616
21,5,1.1753622605450231,0.5714285714285714
38,8,1.640523730818324,0.3684210526315789
33,6,1.2958475835238783,0.5151515151515151
29,6,1.472891578177693,0.3448275862068966
14,6,1.6731183626432506,0.2857142857142857
14,4,1.1709971261162124,0.5
13,4,1.0720169685631928,0.6153846153846154
17,6,1.3945573191650285,0.5294117647058824
17,3,0.868719682914265,0.5294117647058824
10,6,1.6094379124341003,0.4
17,5,1.2033320406994703,0.5882352941176471
11,4,1.162225544921092,0.45454545454545453
12,3,1.0114042647073516,0.5
28,6,1.439948307836619,0.35714285714285715
12,5,1.5171063970610275,0.3333333333333333
32,5,1.0929931149604253,0.53125
19,7,1.5887430728572085,0.3684210526315789
18,5,1.2260760503661698,0.5555555555555556
19,6,1.3677377825590769,0.5263157894736842
28,5,1.076051215408677,0.6071428571428571
36,7,1.5218410950829535,0.3888888888888889
14,3,0.6559757323365467,0.7857142857142857
15,6,1.5426719687381505,0.3333333333333333
21,5,1.3807588851543704,0.38095238095238093
36,6,1.205268230929755,0.5277777777777778
15,4,0.9881542242901942,0.6666666666666666
11,4,1.0335620542068176,0.6363636363636364
13,2,0.6901856760188042,0.5384615384615384
11,5,1.4681399390162087,0.36363636363636365
29,4,0.953822233933542,0.6551724137931034
11,6,1.4205719259467045,0.5454545454545454
15,2,0.6730116670092565,0.6
27,6,1.2327092369668724,0.5925925925925926
34,5,1.2068772722509635,0.47058823529411764
22,7,1.6006824746649544,0.3181818181818182
18,4,0.9736489231972635,0.6666666666666666
23,2,0.6922017029622767,0.5217391304347826
16,4,0.8222653373287878,0.75
17,6,1.5118965585343875,0.4117647058823529
11,6,1.4205719259467045,0.5454545454545454
19,5,1.457058224557685,0.3684210526315789
12,5,1.4451858789480823,0.3333333333333333
19,6,1.5112947083564419,0.47368421052631576
14,4,0.7549967581308246,0.7857142857142857
16,3,0.9840865030829147,0.5625
10,4,1.1682824501765625,0.5
21,6,1.4339788721330118,0.42857142857142855
20,5,1.094408629847781,0.65
25,5,1.2497957907428219,0.48
17,5,1.3180238017106034,0.4117647058823529
32,7,1.413264555412245,0.5
18,5,1.2260760503661696,0.5555555555555556
11,3,0.9347698978582794,0.45454545454545453
51,7,1.3835283031602206,0.39215686274509803
14,6,1.6307991045856434,0.35714285714285715
25,7,1.3996281119286729,0.52
11,3,0.7595473914748635,0.7272727272727273
11,4,1.240684291953396,0.45454545454545453
13,6,1.7379834485870498,0.23076923076923078
10,3,0.8979457248567797,0.6
11,3,0.8599672810355049,0.6363636363636364
16,5,1.2996509635498974,0.5
18,6,1.4420930769667715,0.4444444444444444
16,3,0.7356219397587946,0.75
18,5,1.2919060073446698,0.4444444444444444
19,4,1.0556334325506451,0.631578947368421
13,4,1.0317671113505356,0.6153846153846154
10,3,1.0296530140645737,0.5
13,3,0.9251290835720823,0.6153846153846154
22,4,1.1899698484728936,0.45454545454545453
60,5,1.1320196508566671,0.45
12,5,1.4451858789480823,0.3333333333333333
12,3,0.5660857389596289,0.8333333333333334
11,4,1.0335620542068176,0.6363636363636364
15,3,1.0096137581740383,0.5333333333333333
10,3,0.639031859650177,0.8
13,4,0.937155853065701,0.6923076923076923
13,3,0.8587409130062867,0.6153846153846154
13,5,1.438882950216986,0.38461538461538464
14,4,1.0285137640248474,0.6428571428571429
16,3,1.0717300941124526,0.4375
42,5,1.143426850330022,0.47619047619047616
39,4,1.135265655982035,0.41025641025641024
25,4,0.958944995575212,0.64
20,5,1.094408629847781,0.65
10,6,1.6957425341696346,0.3
14,2,0.410116318288409,0.8571428571428571
10,5,1.2275294114572128,0.6
11,2,0.47413931305783735,0.8181818181818182
11,3,0.9164648855394713,0.5454545454545454
13,2,0.2711893730418441,0.9230769230769231
15,5,1.4368286689630319,0.4
10,4,1.2798542258336676,0.4
30,6,1.3908457267233403,0.5
11,4,1.162225544921092,0.45454545454545453
21,3,0.9285845074396563,0.6190476190476191
14,3,0.8982053397041498,0.5
15,5,1.4368286689630319,0.4
40,4,0.8047683695414622,0.675
28,6,1.4363709029463645,0.39285714285714285
10,6,1.6094379124341005,0.4
13,3,0.6870920273799715,0.7692307692307693
22,6,1.2469771527753917,0.5454545454545454
13,2,0.5402041423888608,0.7692307692307693
36,6,1.2999225655126054,0.5833333333333334
26,5,1.0764879299199592,0.5384615384615384
21,6,1.4328258084686258,0.47619047619047616
11,4,1.1685184057430877,0.5454545454545454
17,4,1.006214565944081,0.6470588235294118
29,6,1.18925371121213,0.4482758620689655
28,6,1.5384356631833094,0.39285714285714285
31,4,1.162037662144321,0.5161290322580645
24,6,1.3266081413496496,0.5416666666666666
12,5,1.2342678660790765,0.5833333333333334
18,5,1.4609707477218155,0.3333333333333333
55,5,1.0093286395282235,0.6181818181818182
58,6,1.2005778691884288,0.5517241379310345
49,7,1.4446775678911967,0.42857142857142855
85,6,1.2068488673954318,0.49411764705882355
51,5,1.1598376113642235,0.43137254901960786
20,4,1.094056456831614,0.5
16,5,1.3686896376228384,0.4375
16,4,1.1432752061942137,0.5
18,5,1.4404817415924864,0.3888888888888889
17,5,1.2033320406994705,0.5882352941176471
15,5,1.2868726303980162,0.5333333333333333
15,3,0.6277052571971504,0.8
14,4,0.9911388966130941,0.6428571428571429
30,7,1.517018288359441,0.4
69,8,1.591512871257021,0.42028985507246375
30,8,1.825886186641753,0.23333333333333334
38,6,1.444708340837397,0.39473684210526316
48,5,1.204324777998871,0.5208333333333334
26,3,0.9632492517543757,0.5
18,7,1.662950466588211,0.3333333333333333
11,4,1.1685184057430877,0.5454545454545454
12,4,0.9830877585747855,0.6666666666666666
15,3,0.6277052571971504,0.8
16,3,0.7774621319109287,0.6875
17,5,1.2622431674900145,0.5294117647058824
15,2,0.5799151714181009,0.7333333333333333
14,6,1.351783994289646,0.5714285714285714
14,3,1.0789922078775833,0.42857142857142855
50,8,1.7045506048161347,0.34
25,8,1.888033238193106,0.32
32,8,1.5649632100119628,0.53125
15,5,1.4897503188505912,0.3333333333333333
22,7,1.5941666991180168,0.36363636363636365
33,6,1.3716699318994525,0.48484848484848486
18,5,1.397991702060472,0.4444444444444444
17,3,0.9718487712358765,0.47058823529411764
17,5,1.2033320406994703,0.5882352941176471
13,4,1.2309316230479221,0.46153846153846156
16,5,1.331660286822432,0.4375
47,4,1.111977691548657,0.574468085106383
47,9,1.6237039688781412,0.44680851063829785
36,6,1.1480248319843938,0.5555555555555556
20,8,1.8464505986722093,0.35
23,6,1.4352260076649412,0.4782608695652174
23,7,1.5919072515804769,0.43478260869565216
34,4,1.0399680864082017,0.4411764705882353
28,4,1.0268646599760656,0.4642857142857143
35,4,1.2128897264507192,0.4857142857142857
21,6,1.4555991899769452,0.42857142857142855
11,4,0.8855741515766717,0.7272727272727273
28,5,1.104231429803951,0.5714285714285714
29,5,1.135918417003178,0.4827586206896552
16,3,0.46341355882643,0.875
12,6,1.7045514452672967,0.25
25,6,1.3082125889072447,0.56
45,6,1.330791805815008,0.4888888888888889
23,5,1.3113319996707051,0.5217391304347826
13,4,0.937155853065701,0.6923076923076923
16,4,1.103432909638192,0.5625
19,3,0.8092054732283178,0.631578947368421
29,3,1.0222323070437096,0.5172413793103449
24,5,0.9943617837643206,0.6666666666666666
37,3,0.9216623419637526,0.6216216216216216
15,4,1.194453006323357,0.5333333333333333
13,5,1.3269201940506905,0.38461538461538464
16,2,0.6615632381579821,0.625
21,5,1.5256715197633528,0.3333333333333333
15,4,1.2105578441774711,0.4666666666666667
16,6,1.3306600933628874,0.5625
20,5,1.5134058386196787,0.35
19,4,1.314775737547273,0.3684210526315789
23,5,1.451619625625591,0.34782608695652173
11,6,1.5941666991180168,0.36363636363636365
10,2,0.3250829733914482,0.9
14,5,1.252762968495368,0.5714285714285714
16,5,1.4201164366884957,0.3125
10,3,0.8979457248567798,0.6
10,3,0.8979457248567797,0.6
10,4,1.0888999753452235,0.6
15,4,1.3095258353040693,0.4
13,6,1.2852930241200995,0.6153846153846154
12,2,0.2868359830561607,0.9166666666666666
12,3,0.5660857389596289,0.8333333333333334
13,4,1.0905994737794789,0.5384615384615384
11,5,1.499030672979008,0.2727272727272727
12,4,1.0751393240053733,0.5833333333333334
14,4,0.7549967581308246,0.7857142857142857
15,4,0.7201248812718097,0.8
17,3,0.7529746827658885,0.7058823529411765
11,3,1.0900596587107838,0.36363636363636365
12,4,0.8369882167858358,0.75
20,5,1.3330742934767792,0.5
15,4,0.9881542242901942,0.6666666666666666
11,2,0.30463609734923813,0.9090909090909091
29,6,1.4048356304679182,0.4482758620689655
14,5,1.1275347898191255,0.6428571428571429
23,3,0.7393213302245918,0.6956521739130435
11,3,0.8599672810355049,0.6363636363636364
11,6,1.5403058252265167,0.45454545454545453
14,5,1.400326576231188,0.42857142857142855
17,4,1.1217853135747708,0.5882352941176471
15,3,0.8823109245150756,0.5333333333333333
29,4,1.0182933897633029,0.6206896551724138
19,3,0.8569977547780645,0.5263157894736842
10,4,1.1682824501765627,0.5
16,4,0.9180459180656309,0.6875
11,3,0.6001660731596457,0.8181818181818182
17,4,1.2324052234657892,0.4117647058823529
11,4,0.8855741515766717,0.7272727272727273
10,2,0.3250829733914482,0.9
26,7,1.3357936926199951,0.5
14,5,1.252762968495368,0.5714285714285714
12,3,0.5660857389596289,0.8333333333333334
14,4,0.9911388966130941,0.6428571428571429
12,4,1.1187433359857524,0.5833333333333334
16,5,1.1900763072081852,0.5625
14,2,0.410116318288409,0.8571428571428571
12,4,1.198849312913621,0.5
13,2,0.5402041423888608,0.7692307692307693
12,4,0.8369882167858358,0.75
13,4,1.072016968563193,0.6153846153846154
12,2,0.45056120886630463,0.8333333333333334
16,5,1.1601862439785162,0.625
11,2,0.6890092384766586,0.5454545454545454
14,3,0.6559757323365467,0.7857142857142857
11,2,0.6554817739013927,0.6363636363636364
12,3,0.8239592165010823,0.6666666666666666
14,3,0.7963116401738131,0.7142857142857143
17,6,1.4770454048398876,0.4117647058823529
18,3,0.42584844923858145,0.8888888888888888
13,5,1.303875529336385,0.5384615384615384
14,4,1.254041901733449,0.35714285714285715
12,7,1.7481554572476758,0.3333333333333333
12,4,0.9830877585747855,0.6666666666666666
10,2,0.6931471805599453,0.5
23,5,1.3113319996707051,0.5217391304347826
11,3,0.7595473914748635,0.7272727272727273
10,4,1.2798542258336676,0.4
11,4,1.2945451658448959,0.36363636363636365
23,4,1.2215106732228147,0.34782608695652173
27,4,0.956122338098301,0.6296296296296297
30,5,1.3996380770773302,0.4
55,7,1.3452378021227562,0.43636363636363634
18,3,0.900908873225472,0.6111111111111112
28,6,1.1993048798972734,0.4642857142857143
40,7,1.364696167977812,0.55
14,4,1.1973401339967784,0.42857142857142855
10,5,1.2275294114572128,0.6
37,4,1.1228428049194015,0.43243243243243246
17,6,1.3156580703985552,0.5882352941176471
13,4,1.2047933096947843,0.46153846153846156
12,4,1.1187433359857524,0.5833333333333334
16,6,1.488036044178116,0.4375
10,3,0.8979457248567797,0.6
14,7,1.7671949977916748,0.35714285714285715
12,2,0.6791932659915256,0.5833333333333334
10,5,1.3592367006650063,0.5
10,2,0.5004024235381879,0.8
23,5,1.2726299003614854,0.391304347826087
10,4,1.0888999753452235,0.6
11,3,0.9347698978582792,0.45454545454545453
14,3,0.8304717124362917,0.6428571428571429
14,6,1.4894588207337585,0.35714285714285715
12,3,0.9596147939120492,0.5833333333333334
10,3,0.8979457248567797,0.6
13,3,0.7902679680745903,0.6923076923076923
11,2,0.5859526183035508,0.7272727272727273
10,3,0.9433483923290393,0.5
12,7,1.8636799873410002,0.25
19,6,1.6907718382057118,0.2631578947368421
10,5,1.3592367006650063,0.5
15,6,1.4878167164014493,0.4666666666666667
11,5,1.4681399390162087,0.36363636363636365
10,4,1.2798542258336676,0.4
16,3,0.8647400965276372,0.5625
16,4,0.9868994488385301,0.625
10,4,1.2798542258336674,0.4
11,4,1.0335620542068176,0.6363636363636364
15,3,0.8033149761408755,0.6666666666666666
