poi_per_cell
5
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
5
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
5
2
1
1
1
3
1
1
10
3
1
1
1
2
1
1
1
1
1
1
1
1
8
1
1
1
1
1
1
1
2
1
1
1
2
1
1
2
1
2
1
1
1
1
1
2
3
3
1
1
1
1
1
2
1
1
5
3
1
1
1
1
1
1
1
1
1
2
1
1
2
1
2
1
1
2
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
2
1
2
1
2
1
1
1
1
1
1
1
3
1
2
2
1
3
3
1
1
1
1
1
3
1
1
1
3
3
2
2
1
2
3
3
2
3
1
1
3
8
7
1
1
1
1
2
1
1
1
1
2
4
1
1
1
7
3
1
1
1
1
3
3
1
2
1
1
2
1
1
1
2
1
2
1
1
1
2
8
1
2
4
4
5
11
4
1
1
2
6
2
1
1
1
1
3
1
1
1
1
1
2
1
1
1
1
1
1
6
7
10
12
10
26
3
5
8
11
2
10
1
2
1
4
7
2
1
1
1
1
1
1
1
1
1
4
1
1
1
1
2
1
1
1
1
2
1
2
1
2
17
23
11
16
4
4
8
6
3
1
1
2
1
3
6
15
17
6
3
1
2
1
1
2
3
5
1
1
1
1
1
4
1
1
2
8
14
3
1
1
2
1
1
1
1
1
1
1
1
1
1
5
4
1
1
14
12
2
1
1
1
1
2
4
1
1
1
1
1
1
1
2
1
1
4
1
1
2
3
2
2
1
1
1
1
2
3
2
1
1
1
1
1
3
2
1
1
1
1
1
2
1
4
2
2
1
1
2
1
1
1
1
1
2
1
1
3
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
3
3
1
1
1
2
1
1
1
1
1
1
2
1
3
1
1
1
3
3
1
2
1
3
1
2
1
2
2
1
2
1
1
1
6
6
1
7
4
1
2
3
1
1
2
1
1
3
4
1
2
1
1
1
2
1
2
1
1
4
2
1
2
1
1
1
2
10
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
2
1
2
1
1
21
1
2
4
1
1
1
3
5
1
1
1
1
2
1
2
1
1
2
1
1
1
1
3
3
1
1
2
1
1
4
1
2
3
1
1
4
2
6
1
4
1
1
1
1
1
1
1
2
1
1
1
1
1
2
1
1
1
1
1
1
3
1
1
1
2
1
3
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
3
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
2
1
1
2
12
7
3
2
2
1
2
2
2
1
1
1
6
10
4
1
1
1
1
2
1
1
1
1
2
1
2
1
1
1
1
1
1
2
2
1
2
1
3
9
15
5
3
2
2
1
1
2
1
8
1
1
1
1
1
1
1
1
1
1
1
1
3
2
2
2
1
1
2
2
1
2
1
1
1
2
1
2
1
1
1
1
1
1
2
1
2
3
1
1
4
4
8
7
1
3
3
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
4
5
2
4
9
6
9
17
21
30
13
9
2
3
8
1
1
1
2
1
2
2
1
2
1
1
1
1
1
2
2
1
3
1
1
1
1
2
1
1
1
1
1
1
1
5
3
5
4
3
1
1
2
2
5
1
1
2
2
1
2
2
1
2
1
1
2
1
1
1
3
1
1
1
1
1
6
1
1
1
1
2
1
1
1
1
1
1
2
4
1
1
3
2
1
1
1
1
1
1
1
2
1
1
1
1
1
1
3
1
1
1
1
17
7
3
1
2
1
2
1
1
1
1
1
2
1
2
1
1
1
1
1
2
1
7
6
1
1
2
1
1
1
1
1
1
1
1
7
5
6
7
1
2
1
1
1
1
1
2
1
1
1
2
1
1
2
1
4
1
2
1
1
1
2
1
2
1
1
1
1
1
1
1
2
4
1
1
1
1
1
3
2
5
1
1
2
1
4
1
3
1
1
1
1
1
2
1
1
1
1
1
2
1
1
1
1
1
1
5
1
1
1
1
1
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
1
2
4
1
3
2
1
1
1
3
1
1
2
1
2
1
1
1
1
1
3
1
16
2
1
1
3
1
1
1
1
1
1
1
1
1
2
1
3
1
2
1
1
4
22
2
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
3
1
1
1
1
2
1
1
1
1
1
3
1
1
1
2
7
4
1
1
1
1
2
1
1
1
8
13
3
1
1
2
2
1
1
3
3
1
1
1
1
1
1
4
1
1
1
2
1
1
1
2
1
1
1
1
1
1
2
3
1
2
3
1
1
1
2
1
1
1
1
2
3
2
1
1
1
1
1
3
1
3
1
2
9
5
2
1
1
4
1
1
2
1
1
2
2
1
2
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
3
2
1
1
1
1
1
1
1
1
1
1
1
3
3
3
5
3
2
1
1
1
1
1
1
4
12
6
3
1
4
1
1
4
1
2
1
1
1
2
1
4
2
1
1
1
1
1
1
1
1
2
1
2
1
1
2
1
1
1
2
1
1
1
1
1
3
1
1
5
4
1
5
8
1
1
1
1
1
1
1
1
1
2
2
1
5
10
2
1
2
1
1
2
2
1
1
1
1
2
9
4
1
1
7
3
1
1
5
2
1
1
1
3
1
2
5
1
1
1
1
2
1
1
2
1
13
6
3
1
1
2
1
1
6
8
6
1
2
1
2
1
2
1
1
1
7
4
16
11
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
1
5
1
1
1
2
1
2
2
1
1
1
1
1
5
5
7
7
9
4
1
2
1
2
1
1
1
1
2
1
1
1
3
1
2
1
4
5
4
2
1
1
1
7
1
1
9
10
20
1
1
1
1
1
2
7
6
3
3
1
1
1
1
1
1
20
15
15
21
3
1
1
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
3
17
4
10
4
1
1
2
2
1
2
1
1
1
1
4
1
1
3
1
1
1
3
1
1
1
1
1
1
1
1
2
15
10
33
32
45
14
11
2
1
1
1
1
1
1
1
1
1
5
1
2
3
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
9
47
46
52
4
2
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
2
2
1
1
5
1
1
1
1
1
2
1
2
1
1
1
1
1
1
15
12
17
25
18
15
2
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
7
1
2
2
1
1
1
1
2
1
13
3
18
10
5
4
1
3
1
2
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
2
2
2
1
1
2
4
6
3
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
5
7
4
2
1
2
1
1
5
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
8
9
24
8
3
1
1
2
1
1
1
1
1
3
6
4
1
1
1
2
1
1
1
1
1
1
2
2
3
1
1
1
4
3
6
1
1
1
1
1
1
1
4
17
12
2
2
1
1
1
4
1
2
6
1
2
1
1
1
2
2
3
1
1
1
1
2
1
2
1
1
1
1
5
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
3
3
1
1
1
3
2
1
2
1
1
1
14
14
1
1
1
1
1
2
3
1
2
1
1
1
1
3
1
2
7
1
1
1
1
1
1
1
1
1
7
1
1
1
2
1
1
1
1
1
3
2
3
1
1
1
1
1
6
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
4
1
1
2
1
1
1
1
1
1
1
3
2
1
1
1
3
1
2
1
1
3
1
1
2
1
1
2
1
4
7
4
1
1
1
1
1
3
1
1
1
3
1
1
2
1
1
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
3
2
1
2
2
1
1
1
1
1
1
1
1
1
1
3
1
2
1
1
1
1
1
2
1
1
1
2
2
1
2
2
1
1
1
1
1
1
1
2
2
2
1
7
10
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
2
1
1
1
2
1
1
1
1
1
3
1
2
2
1
2
1
1
1
1
1
1
2
1
3
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
1
2
1
1
4
3
1
1
1
1
2
2
3
4
3
2
4
1
1
1
2
1
1
1
2
1
2
1
1
1
13
8
3
1
1
1
6
6
1
1
2
3
1
1
1
1
1
2
2
1
4
1
2
6
1
1
3
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
2
1
3
9
12
1
5
17
12
3
1
1
1
1
7
6
3
1
1
5
11
21
9
1
1
1
1
1
2
2
1
1
1
1
1
1
6
2
1
1
1
1
1
1
1
1
1
2
2
6
1
7
15
23
13
3
1
3
1
3
1
5
6
3
4
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
12
9
6
2
1
1
1
1
2
1
4
1
1
1
3
3
1
1
2
1
1
1
1
1
2
2
1
2
1
1
1
1
1
1
2
1
1
2
1
2
1
1
4
5
1
1
1
1
4
1
1
2
1
1
1
3
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
1
1
1
1
1
1
1
3
1
2
2
4
1
1
1
1
1
1
1
1
1
1
4
1
1
1
2
1
1
1
1
3
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
4
3
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
2
1
1
1
6
6
3
1
1
1
1
1
1
1
1
1
5
2
4
2
1
1
2
2
2
1
1
1
2
1
1
1
1
1
1
1
2
3
1
1
1
1
1
1
4
6
2
1
1
2
1
1
1
1
1
1
1
1
2
4
2
1
1
1
1
1
1
1
1
4
12
19
5
5
4
2
1
2
1
1
1
1
3
1
1
1
3
3
1
1
1
1
1
1
2
1
2
2
1
1
2
1
2
2
1
1
1
1
1
1
1
12
10
4
1
1
1
1
1
1
1
1
2
1
2
2
5
1
1
3
1
1
1
1
2
1
1
2
1
1
2
1
1
1
1
1
3
1
1
2
1
1
1
1
1
1
1
7
15
1
2
1
1
1
1
1
1
1
2
1
1
5
1
1
1
1
1
1
1
2
2
1
4
1
1
1
3
1
1
1
1
1
1
1
2
31
23
5
2
1
1
1
1
2
1
2
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
5
4
1
1
1
1
4
1
1
1
1
4
6
11
18
4
1
2
2
1
1
1
1
1
1
1
1
1
1
1
2
2
2
1
1
1
1
1
6
5
1
1
1
1
6
8
8
2
1
1
2
1
2
2
3
1
5
2
1
1
1
1
1
1
3
1
1
1
4
1
1
1
1
1
1
3
1
1
1
1
5
2
1
1
2
2
2
1
1
1
3
2
1
1
1
1
1
1
1
1
1
1
4
1
1
2
1
1
1
1
1
3
1
2
1
1
1
1
3
2
6
2
1
1
1
2
8
3
1
1
2
2
1
1
1
1
1
2
2
2
1
2
1
2
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
4
1
1
1
1
2
1
1
1
1
4
11
16
8
4
1
1
1
2
1
1
2
1
2
2
1
1
6
1
1
4
1
1
2
1
1
1
1
1
1
2
1
1
1
2
1
2
2
1
1
1
3
1
1
1
1
1
1
2
2
1
1
1
1
2
10
10
2
1
7
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
2
1
3
3
2
1
1
2
1
1
3
10
25
23
1
1
1
2
1
1
1
1
2
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
2
1
2
1
1
1
1
1
1
1
1
2
1
1
1
1
1
25
24
2
7
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
1
2
9
27
20
4
1
2
2
1
1
1
1
1
3
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
4
1
1
2
1
2
2
1
1
1
1
1
1
1
1
1
2
1
2
1
1
2
2
3
1
1
1
9
11
7
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
3
3
1
1
2
3
1
1
2
2
1
2
5
3
3
1
1
1
1
1
2
2
4
1
1
1
1
2
1
4
1
1
1
1
5
5
1
2
6
1
1
2
1
1
2
2
2
3
2
2
3
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
3
1
1
4
8
4
4
1
1
1
2
1
2
10
7
3
1
1
1
2
1
1
7
1
2
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
2
6
10
34
1
1
1
3
1
2
1
1
1
1
1
1
5
3
1
1
1
1
2
1
3
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
3
1
10
22
7
6
3
1
1
1
1
1
1
1
4
16
3
3
2
1
1
1
1
2
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
2
1
2
1
1
1
1
1
3
5
4
31
20
1
4
5
1
1
1
1
1
1
2
2
1
1
2
1
1
2
1
1
1
1
5
2
1
1
2
9
9
5
1
1
1
1
1
2
1
1
2
13
1
1
2
1
1
1
2
9
9
1
2
1
1
1
1
1
1
2
1
1
1
2
1
2
2
2
1
1
2
1
1
1
11
5
1
1
1
7
11
9
2
1
1
1
2
1
1
1
3
1
1
1
3
2
2
4
2
1
1
1
1
1
1
1
5
8
6
4
1
1
1
1
1
2
1
1
1
5
1
4
1
1
1
1
1
1
3
5
1
1
2
1
1
1
1
14
4
1
1
1
1
1
2
1
2
1
1
1
3
5
7
1
2
2
1
1
1
2
1
1
1
1
2
1
1
1
2
1
5
2
1
5
1
1
1
4
8
1
1
1
1
1
1
1
1
1
3
1
1
1
1
7
12
2
1
1
1
1
1
2
1
1
1
1
10
9
1
1
1
1
3
1
1
1
2
1
1
1
1
1
1
4
4
11
1
1
1
1
1
3
1
1
1
1
6
6
7
2
2
1
1
1
1
1
1
1
4
8
14
5
1
2
1
1
1
5
10
14
1
1
1
1
1
1
1
5
9
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
6
1
3
2
1
1
1
1
1
2
1
1
1
1
1
1
3
7
4
1
1
1
1
1
1
1
1
1
1
1
1
2
2
5
1
1
1
2
1
1
3
8
2
2
4
1
1
1
2
1
4
3
2
1
10
8
4
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
3
2
1
1
1
1
1
1
1
2
2
4
12
10
2
18
3
2
2
7
3
1
1
10
2
1
8
5
3
16
16
5
1
1
1
1
1
3
1
1
1
1
1
1
2
1
1
1
3
1
1
1
1
1
2
2
1
1
1
2
1
1
1
2
1
3
14
9
7
1
1
2
3
1
2
1
1
1
1
2
3
5
5
10
14
2
1
1
1
1
5
2
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
2
3
3
1
1
1
1
5
1
1
2
3
1
3
4
1
1
1
1
3
3
4
1
3
1
1
1
2
15
8
1
1
1
1
1
2
1
1
1
2
1
1
2
1
3
1
1
3
1
1
1
7
1
1
1
1
1
2
1
3
10
1
1
1
1
2
1
2
2
1
2
1
2
2
1
2
1
3
1
2
1
4
1
2
1
1
1
1
1
1
1
2
1
4
7
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
21
3
2
2
1
1
1
1
1
1
1
1
2
2
1
2
2
1
1
1
1
1
1
3
3
2
1
1
1
10
23
3
1
1
1
1
1
1
2
1
4
1
1
1
2
1
1
1
2
11
13
1
1
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
3
1
1
1
1
1
5
2
1
1
1
2
1
1
1
1
3
1
1
3
1
1
1
1
1
2
1
1
2
5
1
1
1
1
2
1
1
1
1
2
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
2
2
3
2
1
2
2
2
1
1
1
1
3
2
4
9
2
1
1
1
1
1
1
10
3
2
1
1
2
1
1
1
2
1
1
1
2
1
1
1
1
1
2
1
1
1
6
23
3
3
1
4
20
22
1
1
1
3
3
2
2
1
1
1
2
7
1
1
1
1
1
2
4
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
2
6
2
3
1
2
1
1
1
1
1
1
1
9
14
1
1
1
1
1
1
5
28
31
1
1
1
1
2
1
1
1
2
2
2
1
1
1
1
2
1
1
1
1
1
5
1
1
3
3
1
1
1
1
3
1
1
2
1
5
1
4
2
3
3
2
1
1
1
2
1
1
1
3
3
1
2
1
1
1
1
1
3
3
3
1
1
3
1
1
1
2
1
1
1
10
8
2
3
1
1
1
1
1
1
1
1
3
4
1
4
1
1
5
1
1
1
1
1
1
2
1
1
5
4
2
3
2
3
1
8
5
6
6
5
5
3
5
1
1
1
1
1
1
1
1
1
1
1
1
1
4
12
5
1
1
1
3
2
1
2
2
2
1
2
1
1
3
3
1
2
2
1
2
1
1
1
1
2
1
3
3
1
1
1
3
1
2
2
2
1
1
12
3
5
11
18
8
26
10
2
1
1
1
1
6
5
3
1
2
1
1
1
1
1
1
3
4
5
7
1
1
1
2
1
1
1
1
1
1
3
2
2
1
7
2
1
1
1
1
2
1
1
2
1
2
1
1
1
1
3
6
6
4
1
1
6
2
4
3
6
17
26
40
22
12
10
3
1
1
1
2
1
2
1
2
1
1
1
1
1
1
1
1
2
1
2
2
1
1
1
1
1
1
1
1
2
1
5
7
1
1
4
1
2
2
5
2
1
1
1
1
1
1
1
1
3
1
4
22
10
3
5
3
15
15
11
4
1
4
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
1
2
2
1
1
1
1
4
5
1
2
2
1
1
1
1
1
1
1
6
2
4
2
1
2
1
1
1
1
1
2
1
1
1
2
1
1
2
5
3
6
7
6
2
2
3
1
3
1
1
1
1
1
2
1
1
1
2
1
1
1
1
1
2
2
3
1
1
1
1
1
1
1
1
2
1
9
4
1
3
1
1
3
1
1
1
1
3
1
1
1
2
1
1
5
8
3
1
1
1
2
1
3
1
1
1
1
1
1
2
3
1
1
1
1
1
2
2
1
2
1
2
5
8
2
1
5
1
2
5
10
2
1
5
2
3
1
2
1
1
11
2
1
1
5
1
1
2
3
2
2
1
1
1
2
2
1
4
13
1
5
1
2
1
1
1
1
2
2
1
1
1
2
2
1
1
1
4
7
1
1
2
1
2
2
1
1
1
4
1
1
1
2
2
1
1
2
1
2
7
14
12
1
1
3
1
1
1
1
11
10
1
1
1
1
1
5
3
14
7
2
1
1
1
1
3
4
8
1
1
1
2
2
1
3
2
1
1
1
1
1
1
1
2
2
1
3
3
1
2
2
1
3
1
1
1
1
3
1
1
2
2
1
2
2
2
1
1
1
1
1
2
3
1
1
1
4
5
11
13
4
1
2
1
1
2
1
1
1
1
1
4
13
4
10
4
2
1
1
1
1
7
2
1
2
2
1
1
1
1
2
1
1
2
1
3
4
1
1
2
3
4
1
2
2
5
2
2
2
1
1
1
1
1
1
1
3
1
1
5
1
1
1
1
1
1
1
1
1
6
6
11
6
1
1
2
3
7
2
4
5
5
1
1
3
1
1
1
1
1
1
3
1
8
6
1
2
1
1
1
1
1
3
1
1
1
1
1
1
1
7
10
3
1
1
1
1
1
1
1
1
1
1
1
2
12
16
8
7
3
2
1
1
2
1
1
2
2
4
1
1
1
7
3
3
2
2
5
12
1
1
4
10
1
1
1
1
1
1
2
1
1
1
1
1
2
1
1
1
1
1
1
4
15
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
4
10
11
4
4
3
4
1
2
1
1
1
2
1
3
4
1
1
2
1
1
1
1
1
1
1
1
1
1
1
2
6
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
1
2
2
1
1
1
1
2
6
22
1
2
1
1
1
1
1
1
2
1
1
1
2
2
1
7
2
3
4
2
2
1
1
2
1
1
1
1
1
1
2
1
1
1
1
9
4
1
1
1
1
4
1
1
1
2
2
1
3
2
3
2
1
1
4
3
1
2
1
1
1
1
1
1
1
1
1
2
2
2
4
1
1
1
1
2
3
1
1
1
1
5
1
3
1
1
1
2
3
1
1
1
1
1
1
1
1
2
4
1
3
1
1
16
2
4
1
1
1
1
1
1
2
1
5
6
6
1
3
4
1
1
3
1
2
2
5
2
1
2
1
1
1
6
1
1
5
4
1
1
1
9
8
8
1
1
4
6
3
1
2
1
1
1
1
4
1
1
1
1
1
1
2
1
3
2
4
5
4
2
3
2
11
1
1
1
1
1
1
1
3
1
2
1
1
1
1
1
1
2
1
2
1
1
2
1
1
3
1
5
5
1
6
7
1
5
1
1
1
1
3
4
1
2
3
1
1
3
2
1
1
1
1
1
2
1
1
1
1
1
4
6
2
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
2
1
1
2
2
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
3
1
4
5
1
1
1
1
2
2
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
2
2
1
3
2
2
1
3
1
1
1
1
1
4
1
1
1
1
4
1
1
1
1
2
1
1
1
1
1
1
2
1
1
3
1
4
16
9
2
11
11
9
4
2
1
2
3
2
2
2
1
1
1
1
1
2
1
2
1
1
2
1
1
2
2
1
1
1
1
2
1
1
1
2
1
2
1
1
3
3
1
1
1
2
1
2
1
1
1
2
1
2
3
1
1
1
1
1
9
9
8
2
4
1
1
3
7
2
1
3
2
4
3
1
2
11
14
20
17
29
29
54
57
8
1
4
2
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
2
2
1
1
1
1
1
1
2
1
1
1
1
6
7
2
1
1
7
1
1
1
1
1
8
3
3
3
16
3
5
3
1
2
1
3
2
2
1
1
1
2
1
3
2
3
3
13
30
31
9
23
9
8
1
1
11
23
2
1
1
2
1
1
2
2
1
1
1
2
7
17
16
9
10
4
3
2
1
3
1
1
1
2
1
1
1
1
1
1
2
1
1
3
1
1
1
1
1
1
7
1
1
1
2
7
2
1
4
1
13
28
26
8
3
1
2
1
1
3
12
1
3
1
3
2
1
2
5
6
15
24
33
13
20
5
2
7
12
6
7
2
1
3
1
1
2
1
2
2
1
1
2
2
6
1
4
3
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
2
2
2
1
2
5
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
10
14
33
9
4
1
1
2
1
1
2
3
23
24
11
4
7
3
1
1
11
14
16
13
3
1
2
1
1
2
1
6
1
1
1
1
1
3
5
2
5
1
1
4
1
10
1
2
1
1
2
1
1
1
1
1
2
1
1
3
2
1
1
1
2
1
4
5
6
1
1
1
1
1
4
2
1
1
1
1
2
1
1
1
8
12
3
5
2
2
1
3
4
1
11
36
22
3
10
1
1
1
9
1
2
2
1
1
1
3
3
1
1
1
3
1
2
1
1
1
9
1
2
1
1
1
2
1
1
1
2
3
1
4
2
1
2
1
1
3
1
1
2
3
2
2
1
3
1
3
5
1
1
1
1
1
1
1
1
3
1
1
7
4
1
1
1
1
1
1
1
4
3
1
4
1
1
1
1
1
1
1
10
14
3
1
1
2
1
1
1
1
1
2
1
1
1
1
1
1
1
2
1
1
1
6
1
1
10
4
1
1
1
1
11
1
2
1
1
2
1
2
1
1
1
1
1
1
1
8
4
1
1
1
1
1
1
1
2
2
2
1
4
1
1
1
1
3
1
2
1
1
1
2
3
2
1
1
1
1
1
5
10
5
7
1
1
1
1
2
1
1
1
2
1
1
1
1
1
2
1
1
1
1
1
1
2
2
1
1
1
4
1
1
1
1
1
1
5
29
2
1
1
1
3
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
3
1
2
1
1
1
1
1
1
1
1
3
2
1
1
1
2
1
2
2
1
1
1
1
2
1
1
2
1
2
1
1
1
2
2
3
1
1
1
1
1
1
3
7
8
1
1
1
1
1
1
1
2
1
1
3
5
1
1
1
1
1
1
1
1
1
1
1
2
1
2
1
1
5
3
2
1
1
3
1
1
1
1
4
1
1
1
1
1
1
1
1
1
1
1
2
1
1
3
1
1
1
1
2
5
3
2
3
1
1
1
1
4
1
1
3
1
1
1
1
1
3
5
1
1
1
1
1
10
1
1
1
2
1
1
1
1
1
1
1
2
1
1
1
2
1
6
1
1
1
1
1
3
1
1
1
1
1
1
11
7
2
1
2
1
2
2
1
3
3
1
1
1
1
1
2
1
3
1
2
1
3
1
1
1
1
3
1
1
3
1
1
3
4
1
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
4
1
1
1
1
1
1
1
1
2
4
1
2
1
1
1
3
1
1
1
1
4
12
18
1
11
4
1
1
1
1
1
2
1
1
1
1
1
5
5
1
1
1
